Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,Season,Overall Rating_home,Attack_home,Midfield_home,Defence_home,Num of Players_home,Build-up Style_home,Overall Rating_away,Attack_away,Midfield_away,Defence_away,Num of Players_away,Build-up Style_away
B1,2020-12-01,16:00,Mouscron,St Truiden,3,2,H,1.0,0.0,H,10.0,18.0,6.0,7.0,12.0,13.0,2.0,8.0,3.0,3.0,0.0,0.0,2.9,3.4,2.4,2020-2021,65.0,66.0,65.0,63.0,25.0,Long Ball,68.0,68.0,68.0,66.0,26.0,Fast Build-Up
B1,2020-12-02,16:00,Charleroi,Waasland-Beveren,0,2,A,0.0,1.0,A,11.0,11.0,4.0,4.0,14.0,9.0,4.0,7.0,1.0,3.0,1.0,0.0,1.28,5.75,9.0,2020-2021,71.0,72.0,71.0,69.0,27.0,Fast Build-Up,66.0,67.0,66.0,64.0,24.0,Long Ball
B1,2020-12-03,16:00,Eupen,Mechelen,1,1,D,1.0,0.0,H,10.0,25.0,3.0,6.0,7.0,7.0,2.0,8.0,0.0,2.0,0.0,0.0,2.45,3.25,2.87,2020-2021,66.0,66.0,66.0,64.0,26.0,Balanced,70.0,71.0,70.0,68.0,26.0,Balanced
B1,2020-12-04,19:45,Waregem,Anderlecht,2,2,D,1.0,1.0,D,8.0,21.0,2.0,6.0,13.0,12.0,1.0,4.0,1.0,2.0,0.0,0.0,3.8,4.0,1.8,2020-2021,69.0,70.0,69.0,67.0,28.0,Balanced,73.0,73.0,73.0,71.0,29.0,Balanced
B1,2020-12-05,15:15,Waasland-Beveren,Mouscron,2,0,H,0.0,0.0,D,12.0,6.0,5.0,2.0,9.0,8.0,7.0,2.0,1.0,2.0,0.0,0.0,2.2,3.5,3.1,2020-2021,66.0,67.0,66.0,64.0,24.0,Long Ball,65.0,66.0,65.0,63.0,25.0,Long Ball
B1,2020-12-05,17:30,Oud-Heverlee Leuven,Cercle Brugge,2,1,H,1.0,0.0,H,11.0,15.0,4.0,5.0,10.0,11.0,1.0,5.0,2.0,2.0,1.0,0.0,2.15,3.75,3.1,2020-2021,,,,,,,67.0,68.0,67.0,65.0,25.0,Balanced
B1,2020-12-05,19:45,Club Brugge,St Truiden,1,0,H,0.0,0.0,D,16.0,6.0,5.0,3.0,11.0,6.0,3.0,3.0,0.0,1.0,0.0,0.0,1.2,6.5,11.0,2020-2021,76.0,75.0,77.0,73.0,28.0,Balanced,68.0,68.0,68.0,66.0,26.0,Fast Build-Up
B1,2020-12-06,12:30,Genk,Antwerp,4,2,H,2.0,1.0,H,20.0,10.0,10.0,2.0,8.0,12.0,5.0,4.0,1.0,3.0,0.0,0.0,2.15,3.4,3.2,2020-2021,73.0,73.0,73.0,71.0,25.0,Balanced,72.0,73.0,72.0,70.0,28.0,Long Ball
B1,2020-12-06,15:00,Beerschot VA,Eupen,0,1,A,0.0,1.0,A,19.0,18.0,4.0,8.0,8.0,15.0,11.0,7.0,3.0,2.0,0.0,0.0,1.83,4.0,3.75,2020-2021,,,,,,,66.0,66.0,66.0,64.0,26.0,Balanced
B1,2020-12-06,17:15,Standard,Mechelen,2,2,D,1.0,0.0,H,17.0,14.0,5.0,9.0,10.0,13.0,7.0,4.0,2.0,1.0,0.0,0.0,2.05,3.5,3.4,2020-2021,,,,,,,70.0,71.0,70.0,68.0,26.0,Balanced
B1,2020-12-06,19:45,Oostende,Gent,2,1,H,0.0,1.0,A,7.0,7.0,3.0,2.0,10.0,19.0,3.0,6.0,2.0,4.0,0.0,0.0,3.0,3.6,2.2,2020-2021,68.0,69.0,68.0,66.0,27.0,Long Ball,75.0,76.0,75.0,72.0,27.0,Balanced
B1,2020-12-07,19:45,Charleroi,Kortrijk,0,0,D,0.0,0.0,D,1.0,13.0,0.0,6.0,12.0,11.0,7.0,7.0,4.0,2.0,0.0,0.0,1.72,3.6,5.0,2020-2021,71.0,72.0,71.0,69.0,27.0,Fast Build-Up,,,,,,
B1,2020-12-08,16:00,Oud-Heverlee Leuven,Mouscron,2,0,H,0.0,0.0,D,11.0,8.0,3.0,5.0,9.0,18.0,2.0,2.0,0.0,5.0,0.0,0.0,1.75,3.75,4.5,2020-2021,,,,,,,65.0,66.0,65.0,63.0,25.0,Long Ball
B1,2020-12-11,19:45,Anderlecht,Genk,1,0,H,0.0,0.0,D,15.0,4.0,5.0,1.0,19.0,12.0,7.0,5.0,3.0,3.0,0.0,0.0,2.62,3.5,2.5,2020-2021,73.0,73.0,73.0,71.0,29.0,Balanced,73.0,73.0,73.0,71.0,25.0,Balanced
B1,2020-12-12,15:15,Mouscron,Beerschot VA,3,1,H,1.0,0.0,H,16.0,11.0,7.0,2.0,13.0,9.0,2.0,7.0,0.0,2.0,0.0,0.0,3.75,3.9,1.85,2020-2021,65.0,66.0,65.0,63.0,25.0,Long Ball,,,,,,
B1,2020-12-12,17:30,Cercle Brugge,Oostende,0,1,A,0.0,1.0,A,8.0,14.0,4.0,4.0,12.0,9.0,3.0,3.0,4.0,0.0,1.0,0.0,2.87,3.5,2.3,2020-2021,67.0,68.0,67.0,65.0,25.0,Balanced,68.0,69.0,68.0,66.0,27.0,Long Ball
B1,2020-12-12,17:30,Kortrijk,Oud-Heverlee Leuven,0,3,A,0.0,0.0,D,20.0,10.0,5.0,4.0,13.0,13.0,12.0,1.0,2.0,1.0,0.0,0.0,2.0,3.6,3.5,2020-2021,,,,,,,,,,,,
B1,2020-12-12,19:45,St Truiden,Charleroi,1,2,A,1.0,1.0,D,17.0,11.0,3.0,4.0,5.0,17.0,9.0,5.0,2.0,2.0,1.0,0.0,3.0,3.6,2.2,2020-2021,68.0,68.0,68.0,66.0,26.0,Fast Build-Up,71.0,72.0,71.0,69.0,27.0,Fast Build-Up
B1,2020-12-13,12:30,Antwerp,Club Brugge,0,2,A,0.0,1.0,A,9.0,13.0,1.0,5.0,11.0,15.0,2.0,9.0,3.0,1.0,1.0,0.0,3.1,3.5,2.2,2020-2021,72.0,73.0,72.0,70.0,28.0,Long Ball,76.0,75.0,77.0,73.0,28.0,Balanced
B1,2020-12-13,17:15,Gent,Standard,2,1,H,1.0,1.0,D,14.0,8.0,6.0,3.0,23.0,9.0,3.0,3.0,0.0,1.0,0.0,0.0,2.15,3.3,3.25,2020-2021,75.0,76.0,75.0,72.0,27.0,Balanced,,,,,,
B1,2020-12-13,19:45,Mechelen,Waasland-Beveren,2,3,A,1.0,0.0,H,12.0,10.0,5.0,5.0,13.0,11.0,3.0,1.0,0.0,0.0,1.0,0.0,1.44,4.5,6.5,2020-2021,70.0,71.0,70.0,68.0,26.0,Balanced,66.0,67.0,66.0,64.0,24.0,Long Ball
B1,2020-12-15,17:45,Cercle Brugge,Charleroi,3,4,A,2.0,0.0,H,10.0,21.0,5.0,7.0,13.0,13.0,2.0,9.0,3.0,2.0,1.0,0.0,3.25,3.6,2.1,2020-2021,67.0,68.0,67.0,65.0,25.0,Balanced,71.0,72.0,71.0,69.0,27.0,Fast Build-Up
B1,2020-12-15,17:45,Mouscron,Oud-Heverlee Leuven,2,2,D,0.0,1.0,A,17.0,12.0,7.0,9.0,9.0,9.0,6.0,4.0,5.0,2.0,0.0,0.0,2.9,3.6,2.2,2020-2021,65.0,66.0,65.0,63.0,25.0,Long Ball,,,,,,
B1,2020-12-15,20:00,Anderlecht,Oostende,2,1,H,1.0,0.0,H,9.0,14.0,5.0,3.0,12.0,16.0,2.0,3.0,0.0,3.0,1.0,0.0,1.8,3.8,4.0,2020-2021,73.0,73.0,73.0,71.0,29.0,Balanced,68.0,69.0,68.0,66.0,27.0,Long Ball
B1,2020-12-16,17:45,Antwerp,Waregem,0,1,A,0.0,1.0,A,11.0,17.0,2.0,5.0,11.0,11.0,2.0,4.0,2.0,3.0,0.0,0.0,1.5,4.33,6.0,2020-2021,72.0,73.0,72.0,70.0,28.0,Long Ball,69.0,70.0,69.0,67.0,28.0,Balanced
B1,2020-12-16,20:00,Gent,Waasland-Beveren,3,0,H,1.0,0.0,H,17.0,9.0,7.0,1.0,12.0,17.0,4.0,4.0,1.0,2.0,0.0,0.0,1.44,4.75,6.5,2020-2021,75.0,76.0,75.0,72.0,27.0,Balanced,66.0,67.0,66.0,64.0,24.0,Long Ball
B1,2020-12-16,20:00,Kortrijk,Standard,2,1,H,2.0,0.0,H,10.0,17.0,4.0,6.0,12.0,17.0,6.0,5.0,3.0,1.0,0.0,0.0,3.0,3.6,2.15,2020-2021,,,,,,,,,,,,
B1,2020-12-17,19:45,Mechelen,Club Brugge,0,3,A,0.0,0.0,D,10.0,21.0,3.0,8.0,10.0,11.0,6.0,3.0,3.0,0.0,0.0,0.0,5.25,3.8,1.65,2020-2021,70.0,71.0,70.0,68.0,26.0,Balanced,76.0,75.0,77.0,73.0,28.0,Balanced
B1,2020-12-18,19:45,Charleroi,Anderlecht,1,0,H,0.0,0.0,D,10.0,7.0,4.0,2.0,15.0,12.0,3.0,3.0,3.0,0.0,0.0,0.0,2.87,3.3,2.37,2020-2021,71.0,72.0,71.0,69.0,27.0,Fast Build-Up,73.0,73.0,73.0,71.0,29.0,Balanced
B1,2020-12-19,17:30,Waregem,St Truiden,0,2,A,0.0,0.0,D,12.0,11.0,1.0,6.0,17.0,16.0,6.0,4.0,4.0,2.0,1.0,0.0,2.2,3.6,2.9,2020-2021,69.0,70.0,69.0,67.0,28.0,Balanced,68.0,68.0,68.0,66.0,26.0,Fast Build-Up
B1,2020-12-19,19:45,Genk,Kortrijk,2,0,H,1.0,0.0,H,13.0,7.0,5.0,1.0,14.0,16.0,4.0,1.0,1.0,2.0,0.0,0.0,1.55,4.75,4.75,2020-2021,73.0,73.0,73.0,71.0,25.0,Balanced,,,,,,
B1,2020-12-20,12:30,Club Brugge,Gent,0,1,A,0.0,0.0,D,22.0,6.0,9.0,2.0,13.0,18.0,15.0,0.0,3.0,3.0,0.0,0.0,1.57,3.8,6.0,2020-2021,76.0,75.0,77.0,73.0,28.0,Balanced,75.0,76.0,75.0,72.0,27.0,Balanced
B1,2020-12-20,15:00,Oud-Heverlee Leuven,Mechelen,1,2,A,0.0,2.0,A,12.0,29.0,5.0,12.0,12.0,12.0,3.0,3.0,3.0,4.0,0.0,0.0,2.4,3.8,2.55,2020-2021,,,,,,,70.0,71.0,70.0,68.0,26.0,Balanced
B1,2020-12-20,17:15,Standard,Mouscron,0,1,A,0.0,1.0,A,13.0,10.0,6.0,4.0,13.0,14.0,5.0,1.0,4.0,1.0,0.0,0.0,1.4,4.33,8.0,2020-2021,,,,,,,65.0,66.0,65.0,63.0,25.0,Long Ball
B1,2020-12-20,19:45,Waasland-Beveren,Antwerp,0,3,A,0.0,3.0,A,9.0,16.0,1.0,7.0,16.0,14.0,5.0,7.0,1.0,4.0,0.0,0.0,4.2,3.8,1.72,2020-2021,66.0,67.0,66.0,64.0,24.0,Long Ball,72.0,73.0,72.0,70.0,28.0,Long Ball
B1,2020-12-26,13:00,Club Brugge,Eupen,3,0,H,0.0,0.0,D,14.0,9.0,6.0,2.0,9.0,16.0,12.0,2.0,0.0,2.0,1.0,0.0,1.2,6.5,13.0,2020-2021,76.0,75.0,77.0,73.0,28.0,Balanced,66.0,66.0,66.0,64.0,26.0,Balanced
B1,2020-12-26,15:15,Waregem,Cercle Brugge,1,0,H,0.0,0.0,D,7.0,14.0,3.0,3.0,17.0,15.0,5.0,7.0,3.0,2.0,0.0,0.0,2.0,3.75,3.4,2020-2021,69.0,70.0,69.0,67.0,28.0,Balanced,67.0,68.0,67.0,65.0,25.0,Balanced
B1,2020-12-26,17:30,Kortrijk,Gent,1,0,H,0.0,0.0,D,9.0,13.0,5.0,6.0,21.0,8.0,4.0,3.0,3.0,0.0,0.0,1.0,3.25,3.5,2.1,2020-2021,,,,,,,75.0,76.0,75.0,72.0,27.0,Balanced
B1,2020-12-26,17:30,Oud-Heverlee Leuven,Oostende,1,2,A,1.0,0.0,H,9.0,20.0,4.0,6.0,12.0,9.0,4.0,9.0,1.0,3.0,0.0,0.0,2.6,3.5,2.6,2020-2021,,,,,,,68.0,69.0,68.0,66.0,27.0,Long Ball
B1,2020-12-26,19:45,Standard,St Truiden,1,2,A,0.0,2.0,A,18.0,9.0,7.0,5.0,19.0,14.0,7.0,3.0,2.0,2.0,0.0,1.0,1.6,3.75,6.0,2020-2021,,,,,,,68.0,68.0,68.0,66.0,26.0,Fast Build-Up
B1,2020-12-27,12:30,Antwerp,Charleroi,2,1,H,0.0,0.0,D,17.0,6.0,6.0,1.0,13.0,12.0,8.0,2.0,1.0,1.0,0.0,0.0,2.05,3.4,3.6,2020-2021,72.0,73.0,72.0,70.0,28.0,Long Ball,71.0,72.0,71.0,69.0,27.0,Fast Build-Up
B1,2020-12-27,15:00,Genk,Waasland-Beveren,1,1,D,1.0,1.0,D,13.0,8.0,2.0,2.0,9.0,11.0,6.0,5.0,0.0,3.0,0.0,0.0,1.28,5.5,9.5,2020-2021,73.0,73.0,73.0,71.0,25.0,Balanced,66.0,67.0,66.0,64.0,24.0,Long Ball
B1,2020-12-27,17:15,Anderlecht,Beerschot VA,2,0,H,1.0,0.0,H,27.0,8.0,6.0,2.0,9.0,20.0,7.0,1.0,1.0,4.0,0.0,0.0,1.7,4.0,4.5,2020-2021,73.0,73.0,73.0,71.0,29.0,Balanced,,,,,,
B1,2020-12-27,19:45,Mechelen,Mouscron,2,1,H,1.0,0.0,H,10.0,16.0,5.0,6.0,8.0,15.0,5.0,3.0,0.0,1.0,0.0,0.0,1.57,3.8,6.5,2020-2021,70.0,71.0,70.0,68.0,26.0,Balanced,65.0,66.0,65.0,63.0,25.0,Long Ball
B1,2020-12-29,19:45,Eupen,Waregem,2,3,A,1.0,0.0,H,17.0,16.0,7.0,9.0,21.0,8.0,3.0,6.0,3.0,2.0,0.0,0.0,1.9,3.6,3.75,2020-2021,66.0,66.0,66.0,64.0,26.0,Balanced,69.0,70.0,69.0,67.0,28.0,Balanced
B1,2020-12-30,19:45,St Truiden,Beerschot VA,1,0,H,1.0,0.0,H,9.0,12.0,3.0,4.0,10.0,14.0,6.0,3.0,3.0,0.0,0.0,0.0,2.25,3.5,3.0,2020-2021,68.0,68.0,68.0,66.0,26.0,Fast Build-Up,,,,,,
B1,2021-01-06,19:45,Eupen,Genk,1,4,A,1.0,2.0,A,20.0,9.0,3.0,4.0,15.0,10.0,6.0,1.0,3.0,1.0,0.0,0.0,3.6,3.75,1.9,2020-2021,66.0,66.0,66.0,64.0,26.0,Balanced,73.0,73.0,73.0,71.0,25.0,Balanced
B1,2021-01-09,15:15,Waregem,Mouscron,1,0,H,1.0,0.0,H,6.0,17.0,1.0,5.0,13.0,15.0,2.0,10.0,3.0,2.0,0.0,0.0,1.85,3.75,3.8,2020-2021,69.0,70.0,69.0,67.0,28.0,Balanced,65.0,66.0,65.0,63.0,25.0,Long Ball
B1,2021-01-09,17:30,Cercle Brugge,Eupen,1,2,A,0.0,0.0,D,14.0,12.0,5.0,5.0,12.0,11.0,6.0,8.0,2.0,3.0,0.0,0.0,2.5,3.4,2.62,2020-2021,67.0,68.0,67.0,65.0,25.0,Balanced,66.0,66.0,66.0,64.0,26.0,Balanced
B1,2021-01-09,17:30,Kortrijk,Genk,2,1,H,1.0,1.0,D,13.0,11.0,6.0,4.0,19.0,11.0,5.0,3.0,1.0,2.0,0.0,0.0,3.5,3.4,2.1,2020-2021,,,,,,,73.0,73.0,73.0,71.0,25.0,Balanced
B1,2021-01-09,19:45,Oostende,Charleroi,3,2,H,1.0,1.0,D,19.0,11.0,6.0,3.0,15.0,7.0,6.0,3.0,2.0,0.0,0.0,0.0,2.75,3.4,2.45,2020-2021,68.0,69.0,68.0,66.0,27.0,Long Ball,71.0,72.0,71.0,69.0,27.0,Fast Build-Up
B1,2021-01-10,12:30,Mechelen,Antwerp,3,0,H,0.0,0.0,D,12.0,9.0,5.0,0.0,14.0,10.0,6.0,4.0,1.0,3.0,0.0,0.0,2.87,3.4,2.3,2020-2021,70.0,71.0,70.0,68.0,26.0,Balanced,72.0,73.0,72.0,70.0,28.0,Long Ball
B1,2021-01-10,15:00,Beerschot VA,Gent,1,1,D,1.0,1.0,D,7.0,16.0,3.0,6.0,11.0,11.0,2.0,11.0,4.0,2.0,0.0,0.0,3.1,3.5,2.15,2020-2021,,,,,,,75.0,76.0,75.0,72.0,27.0,Balanced
B1,2021-01-10,17:15,Oud-Heverlee Leuven,Anderlecht,1,0,H,0.0,0.0,D,5.0,19.0,1.0,3.0,10.0,9.0,1.0,9.0,1.0,3.0,0.0,0.0,4.0,3.6,1.9,2020-2021,,,,,,,73.0,73.0,73.0,71.0,29.0,Balanced
B1,2021-01-10,19:45,St Truiden,Club Brugge,1,2,A,0.0,2.0,A,10.0,12.0,3.0,3.0,8.0,13.0,5.0,7.0,1.0,2.0,1.0,0.0,6.0,4.2,1.53,2020-2021,68.0,68.0,68.0,66.0,26.0,Fast Build-Up,76.0,75.0,77.0,73.0,28.0,Balanced
B1,2021-01-11,19:45,Standard,Waasland-Beveren,3,1,H,1.0,0.0,H,20.0,10.0,8.0,5.0,16.0,11.0,5.0,5.0,3.0,1.0,0.0,0.0,1.45,4.2,7.0,2020-2021,,,,,,,66.0,67.0,66.0,64.0,24.0,Long Ball
B1,2021-01-12,19:45,Oostende,Eupen,1,1,D,0.0,0.0,D,18.0,6.0,4.0,2.0,15.0,10.0,10.0,2.0,2.0,3.0,0.0,1.0,1.8,3.8,4.0,2020-2021,68.0,69.0,68.0,66.0,27.0,Long Ball,66.0,66.0,66.0,64.0,26.0,Balanced
B1,2021-01-13,17:30,Beerschot VA,Cercle Brugge,1,1,D,1.0,0.0,H,3.0,14.0,1.0,2.0,9.0,12.0,2.0,7.0,2.0,1.0,0.0,0.0,1.85,3.75,3.75,2020-2021,,,,,,,67.0,68.0,67.0,65.0,25.0,Balanced
B1,2021-01-15,19:45,Eupen,Anderlecht,2,0,H,0.0,0.0,D,18.0,12.0,4.0,5.0,16.0,9.0,3.0,3.0,2.0,3.0,0.0,1.0,4.0,3.75,1.9,2020-2021,66.0,66.0,66.0,64.0,26.0,Balanced,73.0,73.0,73.0,71.0,29.0,Balanced
B1,2021-01-16,15:15,Oostende,Kortrijk,2,1,H,1.0,0.0,H,7.0,11.0,2.0,2.0,20.0,13.0,2.0,2.0,2.0,1.0,0.0,0.0,2.15,3.6,3.1,2020-2021,68.0,69.0,68.0,66.0,27.0,Long Ball,,,,,,
B1,2021-01-16,17:30,Mouscron,Genk,2,0,H,1.0,0.0,H,17.0,12.0,12.0,2.0,20.0,16.0,8.0,4.0,2.0,2.0,0.0,1.0,4.75,3.75,1.7,2020-2021,65.0,66.0,65.0,63.0,25.0,Long Ball,73.0,73.0,73.0,71.0,25.0,Balanced
B1,2021-01-16,17:30,Waasland-Beveren,Waregem,1,5,A,0.0,2.0,A,13.0,18.0,7.0,10.0,8.0,7.0,8.0,1.0,2.0,1.0,0.0,0.0,2.7,3.6,2.37,2020-2021,66.0,67.0,66.0,64.0,24.0,Long Ball,69.0,70.0,69.0,67.0,28.0,Balanced
B1,2021-01-16,19:45,Charleroi,Mechelen,0,1,A,0.0,0.0,D,10.0,10.0,5.0,1.0,14.0,21.0,7.0,4.0,1.0,1.0,0.0,0.0,2.05,3.6,3.3,2020-2021,71.0,72.0,71.0,69.0,27.0,Fast Build-Up,70.0,71.0,70.0,68.0,26.0,Balanced
B1,2021-01-17,12:30,Gent,Antwerp,0,1,A,0.0,0.0,D,10.0,7.0,4.0,1.0,14.0,8.0,5.0,4.0,1.0,3.0,0.0,0.0,1.95,3.5,4.0,2020-2021,75.0,76.0,75.0,72.0,27.0,Balanced,72.0,73.0,72.0,70.0,28.0,Long Ball
B1,2021-01-17,15:00,Cercle Brugge,Standard,0,1,A,0.0,1.0,A,7.0,5.0,0.0,3.0,22.0,13.0,7.0,3.0,1.0,1.0,0.0,0.0,3.6,3.5,2.0,2020-2021,67.0,68.0,67.0,65.0,25.0,Balanced,,,,,,
B1,2021-01-17,17:15,Beerschot VA,Club Brugge,0,3,A,0.0,2.0,A,10.0,15.0,4.0,6.0,15.0,6.0,5.0,7.0,3.0,2.0,0.0,0.0,6.5,4.75,1.45,2020-2021,,,,,,,76.0,75.0,77.0,73.0,28.0,Balanced
B1,2021-01-17,19:45,St Truiden,Oud-Heverlee Leuven,3,1,H,2.0,1.0,H,12.0,9.0,4.0,4.0,11.0,17.0,2.0,4.0,2.0,0.0,0.0,1.0,2.0,3.4,3.75,2020-2021,68.0,68.0,68.0,66.0,26.0,Fast Build-Up,,,,,,
B1,2021-01-19,17:45,Mouscron,Waasland-Beveren,1,1,D,0.0,0.0,D,14.0,8.0,4.0,4.0,14.0,12.0,6.0,6.0,4.0,1.0,0.0,0.0,1.83,3.8,4.0,2020-2021,65.0,66.0,65.0,63.0,25.0,Long Ball,66.0,67.0,66.0,64.0,24.0,Long Ball
B1,2021-01-19,20:00,Anderlecht,Charleroi,3,0,H,2.0,0.0,H,15.0,4.0,4.0,0.0,2.0,16.0,6.0,4.0,0.0,3.0,0.0,0.0,1.9,3.5,3.75,2020-2021,73.0,73.0,73.0,71.0,29.0,Balanced,71.0,72.0,71.0,69.0,27.0,Fast Build-Up
B1,2021-01-20,15:30,Kortrijk,St Truiden,0,2,A,0.0,2.0,A,29.0,8.0,7.0,2.0,14.0,12.0,9.0,1.0,2.0,0.0,0.0,0.0,2.15,3.5,3.1,2020-2021,,,,,,,68.0,68.0,68.0,66.0,26.0,Fast Build-Up
B1,2021-01-20,17:45,Eupen,Beerschot VA,3,1,H,2.0,1.0,H,13.0,5.0,5.0,3.0,8.0,14.0,7.0,4.0,0.0,2.0,0.0,1.0,1.95,3.75,3.4,2020-2021,66.0,66.0,66.0,64.0,26.0,Balanced,,,,,,
B1,2021-01-20,17:45,Mechelen,Standard,0,4,A,0.0,1.0,A,13.0,11.0,3.0,5.0,17.0,14.0,4.0,0.0,1.0,1.0,0.0,0.0,2.25,3.75,2.8,2020-2021,70.0,71.0,70.0,68.0,26.0,Balanced,,,,,,
B1,2021-01-20,20:00,Antwerp,Cercle Brugge,1,0,H,0.0,0.0,D,10.0,8.0,1.0,1.0,9.0,14.0,2.0,8.0,2.0,3.0,0.0,0.0,1.5,4.33,5.75,2020-2021,72.0,73.0,72.0,70.0,28.0,Long Ball,67.0,68.0,67.0,65.0,25.0,Balanced
B1,2021-01-20,20:00,Club Brugge,Oostende,2,1,H,1.0,1.0,D,14.0,10.0,6.0,4.0,11.0,12.0,5.0,3.0,1.0,1.0,0.0,0.0,1.28,5.5,8.5,2020-2021,76.0,75.0,77.0,73.0,28.0,Balanced,68.0,69.0,68.0,66.0,27.0,Long Ball
B1,2021-01-21,17:45,Waregem,Oud-Heverlee Leuven,2,3,A,2.0,1.0,H,11.0,17.0,5.0,8.0,12.0,9.0,5.0,9.0,1.0,0.0,0.0,0.0,2.25,3.5,3.0,2020-2021,69.0,70.0,69.0,67.0,28.0,Balanced,,,,,,
B1,2021-01-21,20:00,Genk,Gent,1,1,D,1.0,1.0,D,6.0,16.0,3.0,6.0,12.0,25.0,0.0,4.0,2.0,4.0,1.0,0.0,2.05,3.75,3.3,2020-2021,73.0,73.0,73.0,71.0,25.0,Balanced,75.0,76.0,75.0,72.0,27.0,Balanced
B1,2021-01-22,19:45,Anderlecht,Waasland-Beveren,0,0,D,0.0,0.0,D,26.0,4.0,10.0,0.0,9.0,9.0,13.0,1.0,1.0,0.0,0.0,0.0,1.28,4.5,11.0,2020-2021,73.0,73.0,73.0,71.0,29.0,Balanced,66.0,67.0,66.0,64.0,24.0,Long Ball
B1,2021-01-23,15:15,Mechelen,Eupen,3,0,H,1.0,0.0,H,14.0,12.0,8.0,4.0,9.0,16.0,5.0,10.0,3.0,1.0,0.0,0.0,1.75,3.6,3.6,2020-2021,70.0,71.0,70.0,68.0,26.0,Balanced,66.0,66.0,66.0,64.0,26.0,Balanced
B1,2021-01-23,17:30,Kortrijk,Cercle Brugge,1,2,A,1.0,2.0,A,16.0,11.0,3.0,5.0,13.0,9.0,8.0,7.0,2.0,1.0,0.0,0.0,2.0,3.75,3.0,2020-2021,,,,,,,67.0,68.0,67.0,65.0,25.0,Balanced
B1,2021-01-23,17:30,St Truiden,Mouscron,0,2,A,0.0,1.0,A,17.0,12.0,3.0,6.0,8.0,16.0,7.0,4.0,4.0,3.0,0.0,0.0,1.9,3.6,3.25,2020-2021,68.0,68.0,68.0,66.0,26.0,Fast Build-Up,65.0,66.0,65.0,63.0,25.0,Long Ball
B1,2021-01-23,19:45,Antwerp,Oostende,1,2,A,1.0,1.0,D,11.0,12.0,3.0,5.0,7.0,9.0,4.0,4.0,3.0,3.0,0.0,0.0,2.0,3.75,3.4,2020-2021,72.0,73.0,72.0,70.0,28.0,Long Ball,68.0,69.0,68.0,66.0,27.0,Long Ball
B1,2021-01-24,12:30,Club Brugge,Genk,3,2,H,1.0,2.0,A,18.0,9.0,8.0,4.0,12.0,17.0,7.0,2.0,0.0,1.0,0.0,0.0,1.55,3.8,5.0,2020-2021,76.0,75.0,77.0,73.0,28.0,Balanced,73.0,73.0,73.0,71.0,25.0,Balanced
B1,2021-01-24,15:00,Waregem,Beerschot VA,0,3,A,0.0,0.0,D,9.0,9.0,2.0,5.0,13.0,16.0,6.0,3.0,0.0,0.0,0.0,0.0,1.95,3.6,3.1,2020-2021,69.0,70.0,69.0,67.0,28.0,Balanced,,,,,,
B1,2021-01-24,17:15,Standard,Charleroi,3,2,H,2.0,1.0,H,14.0,16.0,6.0,10.0,11.0,13.0,3.0,2.0,1.0,2.0,0.0,1.0,1.9,3.6,3.3,2020-2021,,,,,,,71.0,72.0,71.0,69.0,27.0,Fast Build-Up
B1,2021-01-24,19:45,Oud-Heverlee Leuven,Gent,0,3,A,0.0,1.0,A,12.0,25.0,5.0,9.0,4.0,10.0,3.0,7.0,2.0,2.0,1.0,0.0,3.8,3.6,1.72,2020-2021,,,,,,,75.0,76.0,75.0,72.0,27.0,Balanced
B1,2021-01-26,17:45,Eupen,Antwerp,0,2,A,0.0,2.0,A,19.0,11.0,4.0,4.0,10.0,8.0,5.0,4.0,2.0,1.0,0.0,0.0,2.75,3.6,2.37,2020-2021,66.0,66.0,66.0,64.0,26.0,Balanced,72.0,73.0,72.0,70.0,28.0,Long Ball
B1,2021-01-26,17:45,Waasland-Beveren,Mechelen,2,3,A,0.0,2.0,A,9.0,17.0,6.0,7.0,13.0,13.0,6.0,10.0,2.0,1.0,0.0,0.0,4.75,4.33,1.6,2020-2021,66.0,67.0,66.0,64.0,24.0,Long Ball,70.0,71.0,70.0,68.0,26.0,Balanced
B1,2021-01-26,20:00,Mouscron,Anderlecht,1,1,D,1.0,0.0,H,7.0,11.0,1.0,2.0,23.0,11.0,5.0,4.0,2.0,1.0,0.0,0.0,5.0,3.8,1.7,2020-2021,65.0,66.0,65.0,63.0,25.0,Long Ball,73.0,73.0,73.0,71.0,29.0,Balanced
B1,2021-01-27,17:45,Beerschot VA,Kortrijk,0,0,D,0.0,0.0,D,4.0,20.0,1.0,4.0,11.0,12.0,4.0,9.0,1.0,2.0,0.0,0.0,2.4,3.5,2.8,2020-2021,,,,,,,,,,,,
B1,2021-01-27,17:45,Genk,Waregem,3,2,H,1.0,0.0,H,12.0,13.0,5.0,6.0,11.0,11.0,5.0,3.0,0.0,0.0,0.0,0.0,1.5,4.5,5.75,2020-2021,73.0,73.0,73.0,71.0,25.0,Balanced,69.0,70.0,69.0,67.0,28.0,Balanced
