Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,Season,Overall Rating_home,Attack_home,Midfield_home,Defence_home,Num of Players_home,Build-up Style_home,Overall Rating_away,Attack_away,Midfield_away,Defence_away,Num of Players_away,Build-up Style_away
B1,2022-03-19,15:15,Eupen,Mechelen,1,1,D,1.0,1.0,D,12.0,22.0,5.0,6.0,3.0,7.0,6.0,12.0,3.0,0.0,1.0,0.0,2.9,3.5,2.3,2021-2022,68.0,71.0,68.0,66.0,28.0,Balanced,69.0,69.0,70.0,69.0,27.0,Balanced
B1,2022-03-19,17:30,Charleroi,Cercle Brugge,5,0,H,4.0,0.0,H,12.0,9.0,11.0,4.0,18.0,4.0,2.0,3.0,2.0,0.0,0.0,1.0,2.5,3.5,2.7,2021-2022,,,,,,,68.0,68.0,70.0,67.0,28.0,Fast build up
B1,2022-03-19,17:30,Seraing,Oud-Heverlee Leuven,1,1,D,0.0,0.0,D,12.0,12.0,3.0,5.0,11.0,13.0,3.0,3.0,2.0,1.0,0.0,0.0,2.9,3.4,2.37,2021-2022,66.0,68.0,65.0,65.0,28.0,Balanced,69.0,70.0,70.0,68.0,27.0,Long ball
B1,2022-03-19,19:45,Antwerp,Waregem,1,0,H,0.0,0.0,D,19.0,5.0,7.0,2.0,6.0,4.0,4.0,0.0,1.0,2.0,0.0,0.0,1.4,4.75,6.0,2021-2022,72.0,73.0,73.0,72.0,28.0,Balanced,69.0,70.0,69.0,68.0,28.0,Balanced
B1,2022-03-20,12:30,Club Brugge,Genk,3,1,H,1.0,1.0,D,14.0,10.0,5.0,2.0,9.0,15.0,10.0,6.0,1.0,4.0,0.0,1.0,1.7,3.8,4.5,2021-2022,75.0,76.0,74.0,75.0,28.0,Balanced,72.0,75.0,73.0,72.0,25.0,Balanced
B1,2022-03-20,15:00,Kortrijk,Standard,0,1,A,0.0,0.0,D,12.0,10.0,1.0,3.0,16.0,19.0,2.0,6.0,0.0,3.0,0.0,0.0,2.5,3.25,2.87,2021-2022,68.0,67.0,68.0,69.0,28.0,Balanced,,,,,,
B1,2022-03-20,17:30,Gent,Anderlecht,1,0,H,0.0,0.0,D,5.0,19.0,2.0,7.0,2.0,6.0,4.0,5.0,0.0,2.0,0.0,0.0,2.3,3.4,3.0,2021-2022,72.0,72.0,71.0,72.0,27.0,Slow Build up,,,,,,
B1,2022-03-20,20:00,St Truiden,Beerschot VA,3,2,H,2.0,1.0,H,18.0,10.0,4.0,5.0,10.0,8.0,7.0,6.0,1.0,2.0,0.0,0.0,1.53,4.0,6.0,2021-2022,68.0,67.0,68.0,67.0,27.0,Fast build up,67.0,67.0,68.0,67.0,25.0,Balanced
B1,2022-04-01,19:45,Beerschot VA,Club Brugge,1,3,A,0.0,1.0,A,4.0,22.0,1.0,10.0,10.0,8.0,2.0,5.0,1.0,0.0,0.0,0.0,10.0,5.75,1.22,2021-2022,67.0,67.0,68.0,67.0,25.0,Balanced,75.0,76.0,74.0,75.0,28.0,Balanced
B1,2022-04-02,15:15,Waregem,St Truiden,0,2,A,0.0,0.0,D,9.0,15.0,0.0,7.0,12.0,13.0,1.0,4.0,4.0,2.0,0.0,1.0,2.87,3.3,2.5,2021-2022,69.0,70.0,69.0,68.0,28.0,Balanced,68.0,67.0,68.0,67.0,27.0,Fast build up
B1,2022-04-02,17:30,Mechelen,Kortrijk,3,2,H,1.0,1.0,D,15.0,15.0,7.0,5.0,7.0,11.0,11.0,6.0,0.0,2.0,0.0,0.0,1.66,4.0,4.33,2021-2022,69.0,69.0,70.0,69.0,27.0,Balanced,68.0,67.0,68.0,69.0,28.0,Balanced
B1,2022-04-02,17:30,Oostende,Seraing,2,2,D,1.0,1.0,D,13.0,7.0,2.0,4.0,9.0,6.0,6.0,4.0,2.0,1.0,0.0,0.0,2.2,3.6,3.1,2021-2022,69.0,69.0,69.0,68.0,26.0,Long ball,66.0,68.0,65.0,65.0,28.0,Balanced
B1,2022-04-02,19:45,Oud-Heverlee Leuven,Antwerp,0,1,A,0.0,1.0,A,16.0,9.0,5.0,3.0,11.0,11.0,6.0,3.0,1.0,3.0,0.0,0.0,3.4,3.75,2.0,2021-2022,69.0,70.0,70.0,68.0,27.0,Long ball,72.0,73.0,73.0,72.0,28.0,Balanced
B1,2022-04-03,12:30,Standard,St. Gilloise,1,3,A,1.0,1.0,D,5.0,13.0,1.0,5.0,18.0,12.0,4.0,7.0,4.0,2.0,0.0,0.0,4.33,4.0,1.66,2021-2022,,,,,,,71.0,74.0,71.0,70.0,26.0,Long ball
B1,2022-04-03,15:00,Cercle Brugge,Gent,2,2,D,1.0,2.0,A,15.0,10.0,3.0,6.0,14.0,8.0,7.0,4.0,4.0,1.0,0.0,1.0,3.2,3.4,2.15,2021-2022,68.0,68.0,70.0,67.0,28.0,Fast build up,72.0,72.0,71.0,72.0,27.0,Slow Build up
B1,2022-04-03,17:30,Anderlecht,Charleroi,4,0,H,1.0,0.0,H,20.0,1.0,11.0,0.0,8.0,14.0,5.0,2.0,1.0,2.0,0.0,0.0,1.5,4.75,5.75,2021-2022,,,,,,,,,,,,
B1,2022-04-03,20:00,Genk,Eupen,5,0,H,2.0,0.0,H,14.0,5.0,9.0,2.0,11.0,10.0,4.0,2.0,2.0,1.0,0.0,0.0,1.4,4.75,7.0,2021-2022,72.0,75.0,73.0,72.0,25.0,Balanced,68.0,71.0,68.0,66.0,28.0,Balanced
B1,2022-04-09,17:30,Eupen,Oostende,0,2,A,0.0,1.0,A,9.0,16.0,1.0,8.0,14.0,9.0,5.0,3.0,4.0,3.0,0.0,1.0,2.45,3.4,2.55,2021-2022,68.0,71.0,68.0,66.0,28.0,Balanced,69.0,69.0,69.0,68.0,26.0,Long ball
B1,2022-04-09,19:45,Antwerp,Cercle Brugge,1,1,D,0.0,0.0,D,24.0,5.0,7.0,1.0,6.0,11.0,9.0,2.0,0.0,1.0,0.0,0.0,1.95,3.3,3.6,2021-2022,72.0,73.0,73.0,72.0,28.0,Balanced,68.0,68.0,70.0,67.0,28.0,Fast build up
B1,2022-04-10,17:30,Charleroi,Waregem,3,0,H,3.0,0.0,H,15.0,9.0,7.0,3.0,9.0,11.0,7.0,3.0,0.0,2.0,0.0,0.0,1.45,4.0,6.0,2021-2022,,,,,,,69.0,70.0,69.0,68.0,28.0,Balanced
B1,2022-04-10,17:30,Club Brugge,Mechelen,2,0,H,1.0,0.0,H,22.0,8.0,8.0,0.0,8.0,6.0,7.0,4.0,2.0,1.0,0.0,0.0,1.3,5.0,8.0,2021-2022,75.0,76.0,74.0,75.0,28.0,Balanced,69.0,69.0,70.0,69.0,27.0,Balanced
B1,2022-04-10,17:30,Gent,Oud-Heverlee Leuven,5,0,H,1.0,0.0,H,26.0,7.0,12.0,3.0,7.0,13.0,6.0,3.0,0.0,4.0,0.0,0.0,1.22,6.0,9.5,2021-2022,72.0,72.0,71.0,72.0,27.0,Slow Build up,69.0,70.0,70.0,68.0,27.0,Long ball
B1,2022-04-10,17:30,Kortrijk,Anderlecht,2,3,A,1.0,1.0,D,15.0,15.0,5.0,9.0,10.0,6.0,7.0,3.0,1.0,1.0,0.0,0.0,7.0,4.75,1.33,2021-2022,68.0,67.0,68.0,69.0,28.0,Balanced,,,,,,
B1,2022-04-10,17:30,Seraing,Genk,0,2,A,0.0,1.0,A,4.0,13.0,2.0,6.0,3.0,13.0,4.0,7.0,0.0,2.0,1.0,0.0,5.75,4.2,1.5,2021-2022,66.0,68.0,65.0,65.0,28.0,Balanced,72.0,75.0,73.0,72.0,25.0,Balanced
B1,2022-04-10,17:30,St. Gilloise,Beerschot VA,5,0,H,,,,,,,,,,,,,,,,1.14,7.5,12.0,2021-2022,71.0,74.0,71.0,70.0,26.0,Long ball,67.0,67.0,68.0,67.0,25.0,Balanced
B1,2022-04-10,17:30,St Truiden,Standard,3,0,H,2.0,0.0,H,15.0,11.0,5.0,2.0,12.0,15.0,5.0,2.0,2.0,3.0,0.0,0.0,1.83,3.4,4.0,2021-2022,68.0,67.0,68.0,67.0,27.0,Fast build up,,,,,,
B1,2022-07-22,19:45,Standard,Gent,2,2,D,1.0,0.0,H,7.0,25.0,3.0,9.0,14.0,13.0,2.0,12.0,5.0,2.0,1.0,0.0,4.2,3.6,1.85,2022-2023,,,,,,,,71.0,71.0,73.0,27.0,Slow Build up
B1,2022-07-23,15:00,Charleroi,Eupen,3,1,H,1.0,0.0,H,12.0,8.0,5.0,7.0,10.0,12.0,2.0,1.0,2.0,1.0,0.0,0.0,1.61,3.6,4.75,2022-2023,69.0,70.0,70.0,68.0,27.0,Fast build up,67.0,70.0,68.0,64.0,28.0,Balanced
B1,2022-07-23,17:15,Kortrijk,Oud-Heverlee Leuven,0,2,A,0.0,0.0,D,15.0,19.0,2.0,6.0,14.0,13.0,6.0,4.0,3.0,0.0,0.0,0.0,2.37,3.2,2.87,2022-2023,68.0,66.0,68.0,65.0,28.0,Balanced,69.0,74.0,70.0,68.0,23.0,Long ball
B1,2022-07-23,17:15,Waregem,Seraing,2,0,H,0.0,0.0,D,18.0,2.0,8.0,0.0,14.0,17.0,7.0,0.0,1.0,1.0,0.0,0.0,2.15,3.5,2.9,2022-2023,68.0,70.0,68.0,66.0,28.0,Balanced,65.0,66.0,65.0,64.0,28.0,Long ball
B1,2022-07-23,19:45,St Truiden,St. Gilloise,1,1,D,1.0,0.0,H,11.0,14.0,3.0,3.0,9.0,11.0,0.0,5.0,1.0,4.0,0.0,0.0,4.33,3.2,1.85,2022-2023,68.0,68.0,68.0,66.0,24.0,Fast build up,72.0,71.0,73.0,71.0,25.0,Long ball
B1,2022-07-24,12:30,Club Brugge,Genk,3,2,H,1.0,1.0,D,15.0,16.0,5.0,10.0,7.0,17.0,4.0,3.0,1.0,2.0,0.0,0.0,1.72,3.75,4.2,2022-2023,75.0,74.0,76.0,72.0,28.0,Balanced,73.0,72.0,74.0,72.0,28.0,Balanced
B1,2022-07-24,15:00,Mechelen,Antwerp,0,2,A,0.0,2.0,A,13.0,9.0,2.0,3.0,10.0,9.0,6.0,2.0,1.0,1.0,0.0,0.0,2.55,3.25,2.5,2022-2023,69.0,70.0,71.0,67.0,28.0,Balanced,73.0,76.0,72.0,73.0,27.0,Balanced
B1,2022-07-24,17:30,Anderlecht,Oostende,2,0,H,1.0,0.0,H,13.0,8.0,3.0,1.0,9.0,8.0,7.0,5.0,0.0,4.0,0.0,1.0,1.25,5.5,9.0,2022-2023,72.0,72.0,72.0,71.0,28.0,Balanced,68.0,68.0,68.0,66.0,28.0,Long ball
B1,2022-07-24,20:00,Westerlo,Cercle Brugge,2,0,H,1.0,0.0,H,18.0,4.0,8.0,0.0,12.0,20.0,3.0,4.0,1.0,5.0,0.0,1.0,2.5,3.2,2.7,2022-2023,,,,,,,69.0,70.0,69.0,66.0,25.0,Fast build up
B1,2022-07-29,19:45,St. Gilloise,Charleroi,1,0,H,0.0,0.0,D,16.0,5.0,6.0,4.0,11.0,5.0,8.0,4.0,2.0,1.0,0.0,0.0,1.65,4.0,5.0,2022-2023,72.0,71.0,73.0,71.0,25.0,Long ball,69.0,70.0,70.0,68.0,27.0,Fast build up
B1,2022-07-30,15:00,Cercle Brugge,Anderlecht,1,0,H,0.0,0.0,D,13.0,5.0,5.0,0.0,11.0,15.0,8.0,1.0,0.0,5.0,0.0,1.0,3.6,3.4,1.9,2022-2023,69.0,70.0,69.0,66.0,25.0,Fast build up,72.0,72.0,72.0,71.0,28.0,Balanced
B1,2022-07-30,17:15,Oostende,Mechelen,2,1,H,2.0,0.0,H,9.0,19.0,7.0,7.0,5.0,14.0,6.0,9.0,0.0,2.0,1.0,0.0,2.62,3.4,2.4,2022-2023,68.0,68.0,68.0,66.0,28.0,Long ball,69.0,70.0,71.0,67.0,28.0,Balanced
B1,2022-07-30,17:15,Oud-Heverlee Leuven,Westerlo,2,0,H,1.0,0.0,H,11.0,14.0,5.0,0.0,11.0,15.0,5.0,6.0,2.0,3.0,0.0,1.0,2.5,3.4,2.62,2022-2023,69.0,74.0,70.0,68.0,23.0,Long ball,,,,,,
B1,2022-07-30,19:45,Gent,St Truiden,1,1,D,1.0,0.0,H,13.0,11.0,4.0,7.0,14.0,12.0,3.0,6.0,2.0,2.0,0.0,0.0,1.5,4.2,5.5,2022-2023,,71.0,71.0,73.0,27.0,Slow Build up,68.0,68.0,68.0,66.0,24.0,Fast build up
B1,2022-07-31,12:30,Genk,Standard,3,1,H,3.0,1.0,H,16.0,10.0,5.0,2.0,15.0,11.0,7.0,4.0,3.0,4.0,0.0,0.0,1.5,4.2,5.25,2022-2023,73.0,72.0,74.0,72.0,28.0,Balanced,,,,,,
B1,2022-07-31,15:00,Eupen,Club Brugge,2,1,H,2.0,1.0,H,13.0,13.0,6.0,5.0,18.0,13.0,5.0,7.0,4.0,2.0,1.0,0.0,5.25,4.75,1.5,2022-2023,67.0,70.0,68.0,64.0,28.0,Balanced,75.0,74.0,76.0,72.0,28.0,Balanced
B1,2022-07-31,17:30,Seraing,Kortrijk,0,1,A,0.0,0.0,D,18.0,7.0,4.0,3.0,17.0,9.0,3.0,4.0,2.0,2.0,1.0,1.0,2.87,3.4,2.25,2022-2023,65.0,66.0,65.0,64.0,28.0,Long ball,68.0,66.0,68.0,65.0,28.0,Balanced
B1,2022-07-31,20:00,Antwerp,Waregem,1,0,H,0.0,0.0,D,17.0,12.0,7.0,4.0,6.0,14.0,3.0,6.0,2.0,3.0,0.0,1.0,1.36,4.5,7.0,2022-2023,73.0,76.0,72.0,73.0,27.0,Balanced,68.0,70.0,68.0,66.0,28.0,Balanced
B1,2022-08-05,19:45,Club Brugge,Waregem,1,1,D,0.0,0.0,D,23.0,7.0,7.0,4.0,7.0,17.0,7.0,4.0,2.0,3.0,0.0,0.0,1.22,6.0,9.0,2022-2023,75.0,74.0,76.0,72.0,28.0,Balanced,68.0,70.0,68.0,66.0,28.0,Balanced
B1,2022-08-06,15:00,Genk,Eupen,4,2,H,3.0,1.0,H,24.0,9.0,14.0,5.0,9.0,15.0,8.0,2.0,0.0,3.0,0.0,1.0,1.36,5.0,6.5,2022-2023,73.0,72.0,74.0,72.0,28.0,Balanced,67.0,70.0,68.0,64.0,28.0,Balanced
B1,2022-08-06,17:15,Charleroi,Oostende,1,3,A,0.0,1.0,A,15.0,9.0,3.0,6.0,11.0,7.0,9.0,5.0,2.0,1.0,0.0,0.0,1.6,3.8,5.0,2022-2023,69.0,70.0,70.0,68.0,27.0,Fast build up,68.0,68.0,68.0,66.0,28.0,Long ball
B1,2022-08-06,17:15,Kortrijk,St Truiden,0,0,D,0.0,0.0,D,10.0,18.0,4.0,2.0,12.0,16.0,4.0,6.0,0.0,1.0,0.0,0.0,3.0,3.2,2.3,2022-2023,68.0,66.0,68.0,65.0,28.0,Balanced,68.0,68.0,68.0,66.0,24.0,Fast build up
B1,2022-08-06,19:45,Mechelen,St. Gilloise,3,0,H,1.0,0.0,H,6.0,6.0,4.0,2.0,14.0,12.0,3.0,5.0,2.0,5.0,0.0,0.0,3.0,3.5,2.1,2022-2023,69.0,70.0,71.0,67.0,28.0,Balanced,72.0,71.0,73.0,71.0,25.0,Long ball
B1,2022-08-07,12:30,Standard,Cercle Brugge,2,0,H,2.0,0.0,H,10.0,6.0,7.0,3.0,15.0,17.0,6.0,6.0,1.0,2.0,0.0,0.0,2.55,3.2,2.55,2022-2023,,,,,,,69.0,70.0,69.0,66.0,25.0,Fast build up
B1,2022-08-07,15:00,Gent,Westerlo,2,1,H,2.0,1.0,H,15.0,9.0,5.0,3.0,11.0,10.0,10.0,7.0,2.0,0.0,0.0,0.0,1.61,4.0,4.75,2022-2023,,71.0,71.0,73.0,27.0,Slow Build up,,,,,,
B1,2022-08-07,17:30,Anderlecht,Seraing,3,1,H,3.0,0.0,H,12.0,5.0,6.0,2.0,14.0,8.0,2.0,1.0,1.0,1.0,0.0,0.0,1.25,5.5,11.0,2022-2023,72.0,72.0,72.0,71.0,28.0,Balanced,65.0,66.0,65.0,64.0,28.0,Long ball
B1,2022-08-07,20:00,Antwerp,Oud-Heverlee Leuven,4,2,H,2.0,1.0,H,17.0,8.0,4.0,4.0,7.0,11.0,8.0,7.0,2.0,1.0,0.0,0.0,1.61,4.0,4.75,2022-2023,73.0,76.0,72.0,73.0,27.0,Balanced,69.0,74.0,70.0,68.0,23.0,Long ball
B1,2022-08-12,19:45,Oostende,Gent,1,3,A,1.0,2.0,A,8.0,13.0,2.0,7.0,9.0,7.0,2.0,6.0,3.0,1.0,0.0,0.0,4.75,3.75,1.7,2022-2023,68.0,68.0,68.0,66.0,28.0,Long ball,,71.0,71.0,73.0,27.0,Slow Build up
B1,2022-08-13,15:00,Westerlo,Standard,4,2,H,1.0,0.0,H,14.0,12.0,5.0,6.0,3.0,11.0,4.0,6.0,2.0,6.0,0.0,1.0,2.05,3.4,3.5,2022-2023,,,,,,,,,,,,
B1,2022-08-13,17:15,Cercle Brugge,Mechelen,0,0,D,0.0,0.0,D,12.0,10.0,2.0,4.0,9.0,13.0,8.0,8.0,1.0,3.0,0.0,0.0,2.1,3.6,3.3,2022-2023,69.0,70.0,69.0,66.0,25.0,Fast build up,69.0,70.0,71.0,67.0,28.0,Balanced
B1,2022-08-13,17:15,Seraing,Charleroi,0,1,A,0.0,0.0,D,11.0,13.0,3.0,5.0,8.0,13.0,4.0,6.0,2.0,2.0,0.0,0.0,4.33,3.5,1.8,2022-2023,65.0,66.0,65.0,64.0,28.0,Long ball,69.0,70.0,70.0,68.0,27.0,Fast build up
B1,2022-08-13,19:45,St. Gilloise,Kortrijk,2,1,H,1.0,0.0,H,17.0,6.0,9.0,2.0,22.0,11.0,5.0,1.0,0.0,3.0,0.0,0.0,1.4,4.75,7.0,2022-2023,72.0,71.0,73.0,71.0,25.0,Long ball,68.0,66.0,68.0,65.0,28.0,Balanced
B1,2022-08-14,12:30,St Truiden,Anderlecht,0,3,A,0.0,2.0,A,12.0,10.0,6.0,7.0,13.0,11.0,6.0,5.0,4.0,3.0,0.0,0.0,3.6,3.5,2.0,2022-2023,68.0,68.0,68.0,66.0,24.0,Fast build up,72.0,72.0,72.0,71.0,28.0,Balanced
B1,2022-08-14,15:00,Eupen,Antwerp,0,1,A,0.0,0.0,D,16.0,9.0,5.0,3.0,12.0,9.0,6.0,3.0,4.0,0.0,0.0,0.0,4.0,3.6,1.85,2022-2023,67.0,70.0,68.0,64.0,28.0,Balanced,73.0,76.0,72.0,73.0,27.0,Balanced
B1,2022-08-14,17:30,Oud-Heverlee Leuven,Club Brugge,0,3,A,0.0,2.0,A,13.0,12.0,2.0,6.0,6.0,12.0,7.0,5.0,3.0,2.0,0.0,0.0,5.25,3.75,1.65,2022-2023,69.0,74.0,70.0,68.0,23.0,Long ball,75.0,74.0,76.0,72.0,28.0,Balanced
B1,2022-08-14,20:00,Waregem,Genk,1,4,A,1.0,3.0,A,15.0,15.0,6.0,6.0,14.0,16.0,4.0,8.0,4.0,2.0,0.0,0.0,4.33,3.8,1.72,2022-2023,68.0,70.0,68.0,66.0,28.0,Balanced,73.0,72.0,74.0,72.0,28.0,Balanced
B1,2022-08-19,19:45,Eupen,Seraing,1,3,A,0.0,3.0,A,12.0,16.0,5.0,7.0,17.0,10.0,7.0,6.0,5.0,3.0,0.0,0.0,1.7,3.8,4.75,2022-2023,67.0,70.0,68.0,64.0,28.0,Balanced,65.0,66.0,65.0,64.0,28.0,Long ball
B1,2022-08-20,15:00,Oostende,St Truiden,0,1,A,0.0,1.0,A,12.0,9.0,6.0,3.0,12.0,16.0,5.0,5.0,2.0,4.0,0.0,0.0,3.2,3.25,2.25,2022-2023,68.0,68.0,68.0,66.0,28.0,Long ball,68.0,68.0,68.0,66.0,24.0,Fast build up
B1,2022-08-20,17:15,Genk,Cercle Brugge,2,1,H,1.0,0.0,H,15.0,9.0,5.0,2.0,7.0,19.0,7.0,5.0,1.0,1.0,0.0,0.0,1.61,4.33,4.5,2022-2023,73.0,72.0,74.0,72.0,28.0,Balanced,69.0,70.0,69.0,66.0,25.0,Fast build up
B1,2022-08-21,12:30,Club Brugge,Kortrijk,2,1,H,2.0,1.0,H,29.0,9.0,12.0,2.0,16.0,12.0,15.0,2.0,3.0,3.0,0.0,1.0,1.33,5.0,9.5,2022-2023,75.0,74.0,76.0,72.0,28.0,Balanced,68.0,66.0,68.0,65.0,28.0,Balanced
B1,2022-08-21,15:00,Waregem,Charleroi,1,3,A,1.0,1.0,D,9.0,15.0,4.0,6.0,5.0,7.0,2.0,5.0,2.0,0.0,0.0,0.0,3.1,3.75,2.15,2022-2023,68.0,70.0,68.0,66.0,28.0,Balanced,69.0,70.0,70.0,68.0,27.0,Fast build up
B1,2022-08-21,17:30,Standard,Oud-Heverlee Leuven,1,3,A,0.0,2.0,A,25.0,7.0,8.0,5.0,11.0,15.0,10.0,3.0,3.0,4.0,0.0,1.0,1.95,3.75,3.4,2022-2023,,,,,,,69.0,74.0,70.0,68.0,23.0,Long ball
B1,2022-08-21,20:00,Mechelen,Westerlo,5,4,H,1.0,1.0,D,14.0,14.0,7.0,8.0,11.0,7.0,4.0,5.0,1.0,2.0,0.0,0.0,2.62,3.25,2.7,2022-2023,69.0,70.0,71.0,67.0,28.0,Balanced,,,,,,
B1,2022-08-26,19:45,Charleroi,Club Brugge,1,3,A,1.0,2.0,A,21.0,16.0,6.0,6.0,9.0,6.0,2.0,5.0,1.0,0.0,0.0,0.0,3.6,3.8,1.95,2022-2023,69.0,70.0,70.0,68.0,27.0,Fast build up,75.0,74.0,76.0,72.0,28.0,Balanced
B1,2022-08-27,15:00,Seraing,Genk,0,4,A,0.0,1.0,A,10.0,11.0,3.0,4.0,10.0,13.0,5.0,2.0,2.0,3.0,0.0,0.0,5.75,4.5,1.5,2022-2023,65.0,66.0,65.0,64.0,28.0,Long ball,73.0,72.0,74.0,72.0,28.0,Balanced
B1,2022-08-27,17:15,Cercle Brugge,Waregem,1,1,D,1.0,1.0,D,23.0,8.0,6.0,4.0,10.0,16.0,6.0,4.0,1.0,2.0,0.0,0.0,1.75,3.75,4.5,2022-2023,69.0,70.0,69.0,66.0,25.0,Fast build up,68.0,70.0,68.0,66.0,28.0,Balanced
B1,2022-08-27,17:15,Oud-Heverlee Leuven,Oostende,2,1,H,0.0,1.0,A,11.0,15.0,6.0,5.0,9.0,15.0,2.0,7.0,1.0,3.0,0.0,0.0,1.95,3.5,3.6,2022-2023,69.0,74.0,70.0,68.0,23.0,Long ball,68.0,68.0,68.0,66.0,28.0,Long ball
B1,2022-08-27,19:45,St Truiden,Mechelen,3,1,H,0.0,0.0,D,10.0,2.0,4.0,2.0,10.0,15.0,4.0,3.0,1.0,3.0,0.0,0.0,2.1,3.3,3.4,2022-2023,68.0,68.0,68.0,66.0,24.0,Fast build up,69.0,70.0,71.0,67.0,28.0,Balanced
B1,2022-08-28,12:30,Gent,Antwerp,1,2,A,1.0,2.0,A,15.0,6.0,4.0,4.0,12.0,11.0,6.0,2.0,2.0,3.0,0.0,0.0,1.9,3.6,3.75,2022-2023,,71.0,71.0,73.0,27.0,Slow Build up,73.0,76.0,72.0,73.0,27.0,Balanced
B1,2022-08-28,15:00,Kortrijk,Standard,0,1,A,0.0,0.0,D,6.0,16.0,2.0,5.0,10.0,19.0,4.0,9.0,4.0,3.0,1.0,0.0,2.7,3.25,2.62,2022-2023,68.0,66.0,68.0,65.0,28.0,Balanced,,,,,,
B1,2022-08-28,17:30,St. Gilloise,Anderlecht,2,1,H,2.0,1.0,H,11.0,9.0,6.0,5.0,11.0,8.0,7.0,7.0,3.0,1.0,0.0,0.0,2.25,3.3,3.2,2022-2023,72.0,71.0,73.0,71.0,25.0,Long ball,72.0,72.0,72.0,71.0,28.0,Balanced
B1,2022-08-28,20:00,Westerlo,Eupen,0,1,A,0.0,0.0,D,7.0,15.0,5.0,2.0,10.0,15.0,5.0,10.0,2.0,1.0,0.0,0.0,1.85,3.5,4.2,2022-2023,,,,,,,67.0,70.0,68.0,64.0,28.0,Balanced
B1,2022-08-31,19:30,Antwerp,St. Gilloise,4,2,H,4.0,1.0,H,10.0,8.0,4.0,3.0,11.0,10.0,4.0,3.0,2.0,0.0,0.0,2.0,2.75,3.25,2.55,2022-2023,73.0,76.0,72.0,73.0,27.0,Balanced,72.0,71.0,73.0,71.0,25.0,Long ball
B1,2022-09-01,19:30,Anderlecht,Gent,0,1,A,0.0,0.0,D,10.0,10.0,1.0,5.0,10.0,13.0,5.0,3.0,2.0,2.0,0.0,0.0,2.2,3.4,3.3,2022-2023,72.0,72.0,72.0,71.0,28.0,Balanced,,71.0,71.0,73.0,27.0,Slow Build up
B1,2022-09-02,19:45,Club Brugge,Cercle Brugge,4,0,H,1.0,0.0,H,8.0,13.0,4.0,2.0,10.0,18.0,7.0,4.0,1.0,2.0,0.0,0.0,1.6,4.33,4.5,2022-2023,75.0,74.0,76.0,72.0,28.0,Balanced,69.0,70.0,69.0,66.0,25.0,Fast build up
B1,2022-09-03,15:00,Genk,St Truiden,0,0,D,0.0,0.0,D,17.0,8.0,4.0,3.0,13.0,12.0,8.0,6.0,1.0,3.0,0.0,0.0,1.65,4.0,5.0,2022-2023,73.0,72.0,74.0,72.0,28.0,Balanced,68.0,68.0,68.0,66.0,24.0,Fast build up
B1,2022-09-03,17:15,Eupen,Kortrijk,0,1,A,0.0,0.0,D,21.0,14.0,5.0,3.0,16.0,7.0,8.0,4.0,5.0,3.0,0.0,0.0,2.25,3.4,3.1,2022-2023,67.0,70.0,68.0,64.0,28.0,Balanced,68.0,66.0,68.0,65.0,28.0,Balanced
B1,2022-09-03,17:15,Mechelen,Seraing,2,3,A,2.0,1.0,H,8.0,6.0,5.0,2.0,14.0,17.0,9.0,3.0,2.0,2.0,0.0,0.0,1.57,4.33,5.25,2022-2023,69.0,70.0,71.0,67.0,28.0,Balanced,65.0,66.0,65.0,64.0,28.0,Long ball
B1,2022-09-03,19:45,Standard,Oostende,1,0,H,0.0,0.0,D,15.0,14.0,5.0,5.0,10.0,7.0,5.0,4.0,2.0,2.0,0.0,0.0,2.0,3.5,3.75,2022-2023,,,,,,,68.0,68.0,68.0,66.0,28.0,Long ball
B1,2022-09-04,12:30,Anderlecht,Oud-Heverlee Leuven,2,2,D,0.0,1.0,A,21.0,12.0,6.0,4.0,11.0,13.0,12.0,2.0,3.0,1.0,0.0,0.0,1.4,5.0,8.5,2022-2023,72.0,72.0,72.0,71.0,28.0,Balanced,69.0,74.0,70.0,68.0,23.0,Long ball
B1,2022-09-04,15:00,Antwerp,Westerlo,3,0,H,1.0,0.0,H,12.0,11.0,3.0,3.0,10.0,8.0,3.0,6.0,0.0,2.0,0.0,0.0,1.9,4.0,3.6,2022-2023,73.0,76.0,72.0,73.0,27.0,Balanced,,,,,,
B1,2022-09-04,17:30,Charleroi,Gent,2,1,H,1.0,1.0,D,14.0,9.0,7.0,1.0,6.0,6.0,4.0,4.0,2.0,0.0,0.0,1.0,3.4,3.4,2.1,2022-2023,69.0,70.0,70.0,68.0,27.0,Fast build up,,71.0,71.0,73.0,27.0,Slow Build up
B1,2022-09-04,20:00,Waregem,St. Gilloise,1,3,A,0.0,1.0,A,9.0,12.0,1.0,4.0,14.0,16.0,7.0,3.0,3.0,3.0,0.0,1.0,5.25,3.75,1.65,2022-2023,68.0,70.0,68.0,66.0,28.0,Balanced,72.0,71.0,73.0,71.0,25.0,Long ball
