Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,matchday,Home_pre_po,Away_pre_po,home_Public_per,draw_public_per,away_public_per,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
B1,29/09/2019,17:00,Standard,Charleroi,1,1,9,1,8,95.5,4.5,0,D,0,1,A,9,10,3,5,13,21,9,2,2,4,0,1,1.57,4,4.75,1.65,4.1,5,1.6,3.85,4.95,1.65,4.1,5.35,1.57,4,5,1.62,4,5.2,1.69,4.2,5.35,1.63,3.99,4.92
B1,29/09/2019,19:00,Oostende,Antwerp,1,1,9,11,2,13.6,9.1,77.3,D,0,1,A,12,7,5,2,14,12,2,5,0,0,0,0,3.8,3.8,1.75,3.8,3.8,1.9,3.85,3.75,1.8,4.12,3.93,1.86,3.75,3.7,1.83,4,3.8,1.83,4.12,4,1.9,3.85,3.8,1.84
B1,04/10/2019,19:30,Charleroi,Anderlecht,1,2,10,8,13,60.9,26.1,13,A,1,1,D,11,11,3,6,23,17,4,4,2,5,0,0,2.37,3.3,2.87,2.5,3.4,2.9,2.4,3.35,2.75,2.45,3.63,2.85,2.4,3.5,2.7,2.45,3.4,2.8,2.56,3.63,2.9,2.43,3.42,2.78
B1,05/10/2019,17:00,Eupen,Mechelen,0,2,10,14,7,12.5,8.3,79.2,A,0,1,A,13,10,5,4,10,11,10,6,1,5,0,1,2.7,3.4,2.5,2.65,3.5,2.6,2.6,3.4,2.5,2.62,3.58,2.68,2.6,3.4,2.55,2.63,3.4,2.6,2.8,3.58,2.68,2.59,3.45,2.57
B1,05/10/2019,19:00,Waasland-Beveren,Oostende,3,1,10,15,11,25,33.3,41.7,H,2,1,H,14,7,8,5,16,16,8,1,1,3,0,0,2.5,3.3,2.75,2.5,3.6,2.7,2.4,3.55,2.6,2.43,3.92,2.72,2.4,3.7,2.6,2.45,3.7,2.63,2.55,3.92,2.75,2.43,3.66,2.63
B1,05/10/2019,19:00,Waregem,Cercle Brugge,6,0,10,9,16,95.8,0,4.2,H,2,0,H,11,8,7,3,8,17,4,7,1,3,0,0,1.6,4,5.5,1.62,4.1,5.25,1.6,4.15,4.65,1.61,4.4,5.29,1.6,4.2,4.8,1.6,4.3,5,1.64,4.45,5.6,1.59,4.22,4.99
B1,05/10/2019,19:30,Kortrijk,St Truiden,4,0,10,12,10,54.2,25,20.8,H,3,0,H,16,6,9,0,16,12,3,2,3,2,0,1,1.83,3.6,4,1.85,3.75,4.1,1.83,3.85,3.7,1.85,4.14,3.96,1.83,3.9,3.7,1.83,3.9,3.9,1.9,4.2,4.1,1.84,3.9,3.78
B1,06/10/2019,13:30,Club Brugge,Gent,4,0,10,1,4,87.5,12.5,0,H,2,0,H,11,15,7,8,16,9,5,5,4,3,0,0,1.6,4,5.25,1.65,4.1,5,1.6,4.15,4.55,1.6,4.53,5.16,1.6,4.2,4.8,1.6,4.3,5,1.67,4.53,5.4,1.6,4.23,4.87
B1,06/10/2019,17:00,Antwerp,Standard,2,2,10,3,2,25,29.2,45.8,D,1,0,H,14,9,5,3,15,19,5,4,3,2,0,0,2.15,3.4,3.25,2.25,3.7,3,2.15,3.5,3.05,2.24,3.79,3.08,2.2,3.6,3,2.2,3.6,3.1,2.26,3.8,3.25,2.17,3.61,3.05
B1,06/10/2019,19:00,Genk,Mouscron,2,1,10,6,5,75,16.7,8.3,H,0,0,D,12,7,6,3,12,12,1,4,1,2,0,0,1.45,4.33,6,1.48,4.75,6.25,1.5,4.3,5.4,1.55,4.43,5.9,1.5,4.33,5.8,1.5,4.4,6,1.56,4.75,6.25,1.51,4.38,5.66
B1,18/10/2019,19:30,Mouscron,Club Brugge,0,1,11,8,1,0,4.2,95.8,A,0,1,A,5,11,1,6,13,15,4,5,0,1,0,0,7,4.75,1.4,7,5,1.44,7,4,1.45,6.77,5.02,1.44,7,5,1.38,7,4.8,1.4,7,5.02,1.46,6.59,4.76,1.43
B1,19/10/2019,17:00,Standard,Genk,1,0,11,2,5,29.2,12.5,58.3,H,0,0,D,10,7,4,2,11,10,4,6,2,1,0,0,2.1,3.75,3.1,2.3,3.3,3.2,2.5,3.95,2.25,2.25,3.83,3.03,2.2,3.6,3,2.15,3.75,3,2.5,3.95,3.2,2.21,3.64,2.96
B1,19/10/2019,19:00,Kortrijk,Waregem,2,0,11,11,7,95.8,4.2,0,H,1,0,H,9,7,7,3,10,8,11,5,1,4,0,1,2.1,3.8,3.1,2.2,3.9,2.95,2.1,3.7,3,2.19,4.04,3.03,2.1,3.8,3,2.1,3.8,3.1,2.22,4.04,3.2,2.14,3.81,2.99
B1,19/10/2019,19:00,Oostende,Eupen,2,3,11,12,15,87.2,8.3,4.2,A,2,1,H,10,10,5,5,8,19,11,5,1,3,0,1,2,3.6,3.4,2.05,3.7,3.4,2.05,3.55,3.2,2.06,3.89,3.42,2.05,3.7,3.2,2.05,3.6,3.4,2.13,3.89,3.42,2.05,3.66,3.29
B1,19/10/2019,19:30,Gent,Waasland-Beveren,2,0,11,4,14,100,0,0,H,1,0,H,11,9,9,2,14,8,8,1,1,2,0,0,1.18,8,11,1.22,7,12,1.2,6.7,11.5,1.2,6.99,13.69,1.18,7,13,1.17,7.5,15,1.22,8,15,1.19,6.93,12.58
B1,20/10/2019,13:30,Mechelen,Antwerp,3,1,11,6,3,45.8,25,29.2,H,2,1,H,9,8,7,3,12,14,6,1,3,3,0,0,3.6,3.6,1.95,3.5,3.8,2,3.3,3.5,2,3.54,3.84,2.04,3.4,3.6,2,3.4,3.6,2.05,3.6,3.84,2.15,3.39,3.63,2.02
B1,20/10/2019,17:00,Anderlecht,St Truiden,4,1,11,13,10,91.7,4.2,4.2,H,2,0,H,11,8,8,3,10,14,3,3,1,2,0,0,1.4,4.75,7,1.48,4.75,6.25,1.42,4.6,6.3,1.47,4.78,6.64,1.4,4.6,7,1.4,4.75,7.5,1.48,4.9,7.5,1.43,4.65,6.5
B1,20/10/2019,19:00,Cercle Brugge,Charleroi,0,3,11,16,9,12.5,20.8,66.7,A,0,3,A,10,9,4,7,13,12,10,2,2,2,0,0,3.5,3.8,1.95,3.8,3.6,1.95,3.5,3.5,1.95,3.58,3.84,2.02,3.6,3.6,1.95,3.6,3.7,1.95,3.8,3.84,2.03,3.53,3.64,1.97
B1,25/10/2019,19:30,Eupen,Anderlecht,0,0,12,14,11,5.6,0,94.4,D,0,0,D,10,8,7,2,15,12,3,4,4,0,0,0,4.2,3.3,1.9,4,3.6,1.91,3.7,3.5,1.9,3.89,3.84,1.93,3.9,3.6,1.85,3.75,3.7,1.91,4.2,3.84,2,3.81,3.62,1.91
B1,26/10/2019,17:00,Charleroi,Mouscron,1,0,12,8,9,50,44.4,5.6,H,0,0,D,9,9,5,3,11,16,1,10,2,2,0,0,1.9,3.4,4,1.95,3.7,3.7,1.93,3.35,3.85,1.96,3.75,3.91,1.95,3.5,3.7,1.93,3.5,3.9,2.01,3.75,4,1.94,3.51,3.79
B1,26/10/2019,19:00,Antwerp,Kortrijk,3,1,12,4,10,100,0,0,H,1,0,H,14,7,7,3,8,12,6,4,1,1,0,0,1.4,4.5,7.5,1.45,4.4,7.25,1.47,4.3,5.9,1.49,4.47,6.88,1.4,4.6,7,1.5,4.5,6.25,1.5,4.65,7.5,1.47,4.38,6.41
B1,26/10/2019,19:00,Waregem,Oostende,2,0,12,7,13,94.4,5.6,0,H,0,0,D,7,5,2,4,12,18,4,2,0,1,0,0,1.75,4,4,1.83,4.1,3.9,1.8,3.85,3.75,1.88,4.01,3.91,1.75,4,4,1.85,4,3.7,1.91,4.2,4,1.83,3.92,3.79
B1,26/10/2019,19:30,Genk,Cercle Brugge,1,0,12,6,16,100,0,0,H,1,0,H,13,11,6,4,7,16,8,4,0,2,0,0,1.16,7,15,1.18,7.5,15,1.18,6.8,12,1.17,7.4,16.47,1.18,6.5,15,1.18,7,15,1.22,7.5,16.47,1.18,7.06,13.65
B1,27/10/2019,13:30,Club Brugge,Standard,1,1,12,1,2,66.7,33.3,0,D,0,1,A,9,6,3,2,8,12,5,5,1,2,0,0,1.45,4.2,6.5,1.48,4.4,7,1.47,4.3,6,1.48,4.36,7.46,1.4,4.75,7,1.45,4.5,7,1.5,4.6,7.5,1.46,4.35,6.7
B1,27/10/2019,17:00,St Truiden,Gent,0,0,12,12,3,0,11.1,88.9,D,0,0,D,8,19,3,6,10,14,4,11,0,1,0,0,6,4,1.55,5.75,4.1,1.57,5,4.25,1.55,5.28,4.67,1.57,5,4.4,1.55,5.5,4.4,1.53,6,4.7,1.64,5.15,4.33,1.56
B1,27/10/2019,19:00,Waasland-Beveren,Mechelen,1,3,12,15,5,5.6,0,94.4,A,0,1,A,8,7,5,2,15,20,10,4,2,1,0,0,3.4,3.5,2.05,3.1,3.5,2.25,3,3.45,2.15,3.19,3.7,2.22,3.1,3.6,2.15,3.1,3.6,2.2,3.4,3.75,2.25,3.09,3.53,2.18
B1,29/10/2019,19:30,Cercle Brugge,Mouscron,2,2,13,16,9,18.8,0,81.3,D,1,1,D,10,4,7,3,19,19,4,5,2,4,0,0,2.8,3.6,2.3,3,3.5,2.3,2.85,3.45,2.3,2.94,3.67,2.37,3.1,3.5,2.15,2.8,3.6,2.38,3.05,3.7,2.38,2.89,3.53,2.31
B1,29/10/2019,19:30,Kortrijk,Eupen,1,2,13,10,14,87.5,12.5,0,A,0,2,A,7,7,2,5,16,16,6,2,1,4,0,0,1.85,4,3.6,1.87,3.9,3.9,1.8,3.65,3.95,1.85,3.87,4.25,1.83,3.7,3.9,1.8,3.8,4.1,1.89,4,4.4,1.82,3.74,4.06
B1,29/10/2019,19:30,Oostende,Charleroi,0,1,13,13,8,25,31.3,43.8,A,0,0,D,8,7,5,3,15,13,6,5,2,1,0,1,3.25,3.4,2.2,3.1,3.5,2.25,3,3.45,2.2,3.08,3.65,2.29,3,3.6,2.2,3.1,3.5,2.2,3.25,3.7,2.29,3.05,3.53,2.21
B1,30/10/2019,19:30,Genk,Antwerp,2,2,13,6,3,76.5,23.5,0,D,0,1,A,11,13,7,6,13,21,7,5,0,4,0,1,1.95,3.6,3.6,2,3.6,3.7,2,3.45,3.45,2.03,3.66,3.74,2.05,3.5,3.4,2.05,3.6,3.4,2.09,3.72,3.75,2,3.53,3.52
B1,30/10/2019,19:30,Mechelen,St Truiden,1,2,13,4,12,100,0,0,A,1,0,H,15,10,5,4,15,14,3,7,1,3,0,0,1.75,4,4.2,1.75,4.2,4.2,1.77,3.85,3.95,1.78,4.28,4.16,1.75,3.9,4.2,1.75,4.1,4.1,1.83,4.28,4.2,1.76,4.01,4.02
B1,30/10/2019,19:30,Standard,Waasland-Beveren,2,0,13,2,15,100,0,0,H,1,0,H,15,3,8,2,8,17,11,1,1,2,0,0,1.2,6.5,11,1.22,6.25,13.5,1.25,5.7,10,1.23,6.27,14.89,1.22,5.8,13,1.22,6.25,12,1.26,6.5,14.89,1.22,6.08,11.98
B1,30/10/2019,19:30,Waregem,Club Brugge,0,2,13,7,1,0,11.8,88.2,A,0,1,A,5,13,2,5,10,13,6,8,1,2,0,0,5.75,4.5,1.45,6.25,4.75,1.48,5.5,4.6,1.47,5.98,4.98,1.49,6,4.75,1.44,6.25,4.75,1.45,6.4,4.98,1.52,5.82,4.65,1.47
B1,31/10/2019,19:30,Anderlecht,Gent,3,3,13,11,5,23.5,41.2,35.3,D,1,1,D,10,13,8,7,18,19,4,5,1,2,0,0,2.75,3.6,2.37,2.75,3.6,2.45,2.7,3.45,2.4,2.83,3.68,2.44,2.7,3.5,2.4,2.75,3.6,2.4,2.83,3.68,2.5,2.72,3.51,2.41
B1,02/11/2019,17:00,Eupen,Genk,2,0,14,13,7,6.7,0,93.3,H,2,0,H,6,7,2,3,12,13,5,5,0,1,0,0,4.33,3.6,1.8,4.4,3.6,1.83,4,3.55,1.83,4.5,3.83,1.81,4.33,3.6,1.78,4.1,3.7,1.83,4.5,3.83,1.86,4.17,3.64,1.82
B1,02/11/2019,19:00,Mouscron,Antwerp,3,1,14,9,3,13.3,40,46.7,H,0,1,A,8,8,6,6,18,14,5,5,3,1,0,0,3.8,3.6,1.9,3.6,3.7,2,3.55,3.5,1.95,3.61,3.79,2.03,3.6,3.6,1.95,3.7,3.6,1.95,3.8,3.79,2.05,3.55,3.6,1.97
B1,02/11/2019,19:00,St Truiden,Oostende,1,0,14,10,14,100,0,0,H,0,0,D,5,10,2,6,9,16,4,6,1,3,0,0,1.95,3.8,3.25,2.05,3.9,3.3,2,3.7,3.15,2.12,3.82,3.31,2.05,3.7,3.2,2.05,3.8,3.25,2.12,3.92,3.4,2.05,3.74,3.21
B1,02/11/2019,19:00,Waasland-Beveren,Waregem,1,2,14,15,8,6.7,26.7,66.7,A,0,1,A,13,9,5,6,13,8,7,4,2,2,0,0,2.9,3.75,2.2,3.1,3.8,2.15,2.9,3.6,2.2,3.14,3.65,2.26,3,3.6,2.2,2.88,3.7,2.25,3.14,3.8,2.33,2.99,3.59,2.21
B1,02/11/2019,19:30,Club Brugge,Kortrijk,3,0,14,1,11,100,0,0,H,2,0,H,15,4,8,1,7,22,5,4,0,4,0,0,1.16,7,15,1.18,7.5,14.5,1.2,6.6,11,1.2,7.27,13.76,1.18,6.5,15,1.18,7,15,1.23,7.5,15,1.19,6.95,12.4
B1,03/11/2019,13:30,Anderlecht,Cercle Brugge,2,1,14,12,16,100,0,0,H,2,1,H,15,8,13,5,7,16,12,6,1,3,0,0,1.36,5.25,7.5,1.42,5,7,1.38,4.85,6.7,1.38,5.24,7.79,1.35,5,7.5,1.36,5.2,7.5,1.42,5.25,7.79,1.38,5.02,7.17
B1,03/11/2019,17:00,Gent,Standard,3,1,14,5,2,33.3,40,26.7,H,0,1,A,11,14,3,4,13,22,5,4,3,5,1,1,1.75,4,4,1.78,4.1,4.1,1.83,3.8,3.7,1.88,3.91,4.02,1.8,3.9,3.9,1.83,4,3.8,1.89,4.1,4.1,1.83,3.85,3.86
B1,03/11/2019,19:00,Mechelen,Charleroi,2,2,14,4,6,80,20,0,D,2,2,D,11,9,5,7,17,19,8,4,2,0,0,0,2.3,3.6,2.8,2.35,3.7,2.85,2.35,3.5,2.75,2.44,3.59,2.88,2.35,3.5,2.8,2.38,3.5,2.8,2.44,3.7,2.9,2.36,3.51,2.79
B1,08/11/2019,19:30,Waregem,Anderlecht,1,2,15,7,11,50,31.3,18.8,A,0,1,A,11,6,6,5,9,14,5,2,2,1,0,0,3,3.75,2.2,3,3.6,2.3,2.95,3.4,2.25,3.09,3.59,2.31,2.9,3.6,2.25,2.9,3.6,2.3,3.1,3.75,2.33,2.97,3.5,2.26
B1,09/11/2019,17:00,Charleroi,Eupen,1,0,15,6,12,87.5,6.3,12,H,0,0,D,13,8,7,3,8,9,6,9,0,1,0,0,1.75,3.75,4.33,1.8,3.75,4.4,1.77,3.55,4.3,1.81,3.65,4.73,1.75,3.6,4.5,1.75,3.7,4.5,1.85,3.75,4.73,1.79,3.59,4.35
B1,09/11/2019,19:00,Cercle Brugge,St Truiden,2,1,15,16,10,18.8,13.3,50,H,1,0,H,16,12,8,4,14,7,10,7,1,2,0,0,2.37,3.6,2.75,2.45,3.6,2.75,2.45,3.45,2.6,2.47,3.7,2.78,2.38,3.6,2.7,2.45,3.6,2.7,2.51,3.75,2.78,2.44,3.52,2.68
B1,09/11/2019,19:00,Kortrijk,Waasland-Beveren,1,3,15,13,15,75,18.8,6.3,A,0,2,A,9,7,4,6,19,14,5,5,1,4,0,0,1.6,4.33,4.75,1.62,4.1,5.25,1.63,3.9,4.85,1.66,3.99,5.44,1.62,4,5,1.62,4.1,5,1.69,4.33,5.44,1.63,3.95,4.97
B1,09/11/2019,19:30,Oostende,Mouscron,2,2,15,14,9,12.5,6.3,81.3,D,1,0,H,7,14,5,7,10,15,3,7,1,1,0,0,2.6,3.6,2.5,2.65,3.4,2.65,2.5,3.3,2.6,2.58,3.54,2.75,2.5,3.5,2.62,2.55,3.5,2.63,2.65,3.6,2.75,2.52,3.4,2.65
B1,10/11/2019,13:30,Antwerp,Club Brugge,2,1,15,4,1,6.3,6.3,87.5,H,0,1,A,9,7,3,4,16,19,4,9,6,3,0,0,3.5,3.6,2,3.5,3.6,2.05,3.25,3.5,2.05,3.53,3.83,2.04,3.25,3.6,2.05,3.4,3.6,2.05,3.53,3.83,2.1,3.36,3.58,2.04
B1,10/11/2019,17:00,Genk,Gent,0,2,15,8,3,43.8,25,31.3,A,0,1,A,10,8,7,7,19,11,6,2,3,0,0,0,2.37,3.6,2.7,2.4,3.5,2.85,2.35,3.45,2.75,2.39,3.66,2.91,2.3,3.6,2.8,2.38,3.6,2.8,2.45,3.74,2.91,2.37,3.5,2.78
B1,10/11/2019,19:00,Standard,Mechelen,1,2,15,2,5,81.3,18.8,0,A,0,1,A,12,6,3,3,14,15,8,2,1,2,0,0,1.57,4,5.5,1.6,4.25,5.25,1.6,3.95,5,1.61,4.44,5.22,1.62,4,5,1.62,4,5.25,1.66,4.44,5.5,1.6,4.12,5.08
B1,21/11/2019,19:30,Antwerp,Gent,3,2,5,4,5,45.8,33.3,20.8,H,2,1,H,10,12,6,5,20,11,4,4,4,5,0,0,2.8,3.4,2.4,2.7,3.6,2.5,2.65,3.5,2.4,2.78,3.71,2.46,2.62,3.6,2.45,2.7,3.6,2.45,2.8,3.74,2.52,2.69,3.54,2.43
B1,22/11/2019,19:30,Club Brugge,Oostende,2,0,16,1,14,100,0,0,H,1,0,H,17,4,8,2,7,6,9,2,1,0,0,1,1.16,7.5,13,1.19,7.5,14.5,1.15,7.2,14.5,1.14,8.24,19.02,1.15,7,17,1.15,7.5,17,1.19,8.6,19.02,1.16,7.53,15.34
B1,23/11/2019,17:00,Eupen,Standard,1,2,16,12,3,11.8,5.9,82.4,A,0,1,A,5,15,2,4,19,12,3,2,3,0,0,0,4.5,3.6,1.8,3.9,3.9,1.87,4,3.6,1.8,4.17,3.91,1.85,3.5,3.5,2,4.2,3.7,1.8,4.5,3.91,1.9,4.01,3.7,1.83
B1,23/11/2019,19:00,Mechelen,Waregem,0,2,16,5,7,58.8,29.4,11.8,A,0,1,A,10,15,4,6,12,17,1,6,2,3,0,0,1.8,3.75,4.2,1.83,3.8,4.1,1.8,3.75,3.75,1.83,4.01,3.9,1.88,3.75,3.7,1.83,3.8,4,1.9,4.06,4.2,1.83,3.84,3.85
B1,23/11/2019,19:00,Waasland-Beveren,Cercle Brugge,1,1,16,15,16,64.7,23.5,11.8,D,1,0,H,6,8,3,7,14,20,2,3,2,3,0,0,2.25,3.4,3.1,2.25,3.7,3,2.2,3.45,2.9,2.34,3.59,3.03,2.15,3.5,3.1,2.25,3.6,3,2.34,3.74,3.1,2.26,3.5,2.96
B1,23/11/2019,19:30,Mouscron,Genk,2,2,16,9,8,11.8,11.8,76.5,D,1,1,D,3,6,2,3,14,10,6,7,1,0,0,0,3.6,3.5,2,3.5,3.6,2.05,3.5,3.35,2,3.67,3.66,2.04,3.4,3.5,2.05,3.5,3.5,2.05,3.67,3.66,2.11,3.49,3.47,2.03
B1,24/11/2019,13:30,Gent,Antwerp,1,1,16,2,4,88.2,5.9,5.9,D,1,0,H,9,10,3,4,15,18,5,2,1,6,0,0,1.95,3.5,3.75,1.95,3.8,3.6,1.93,3.6,3.5,1.96,3.78,3.87,1.88,3.7,3.75,1.95,3.7,3.6,1.98,3.9,3.87,1.93,3.66,3.62
B1,24/11/2019,17:00,Anderlecht,Kortrijk,0,0,16,10,13,100,0,0,D,0,0,D,19,3,7,3,8,19,9,2,1,3,0,0,1.53,4.2,5.75,1.65,4.1,5,1.57,4,5.1,1.59,4.29,5.66,1.55,4.2,5.5,1.57,4.2,5.5,1.67,4.3,5.75,1.58,4.11,5.21
B1,24/11/2019,19:00,St Truiden,Charleroi,1,3,16,11,6,23.5,17.6,58.8,A,0,0,D,7,17,2,7,11,21,6,10,2,0,0,0,2.7,3.4,2.5,2.75,3.5,2.5,2.75,3.3,2.4,2.94,3.43,2.48,2.8,3.4,2.38,2.8,3.4,2.45,2.94,3.67,2.51,2.79,3.35,2.44
B1,29/11/2019,19:30,Antwerp,Mechelen,1,0,17,5,6,94.1,0,5.9,H,0,0,D,14,5,7,3,13,15,6,3,1,1,0,0,1.53,4.33,5.5,1.55,4.6,5.25,1.55,4.15,5.3,1.55,4.49,5.73,1.5,4.33,5.8,1.57,4.3,5.25,1.59,4.6,6,1.55,4.31,5.41
B1,30/11/2019,17:00,Club Brugge,Mouscron,1,0,17,1,9,100,0,0,H,1,0,H,9,6,4,1,8,11,9,1,0,2,0,0,1.12,8,19,1.17,7.5,16.5,1.15,7.1,15,1.17,7.49,16.24,1.14,7.5,17,1.14,7.5,18,1.21,8,19,1.16,7.2,15.52
B1,30/11/2019,19:00,Charleroi,Waasland-Beveren,2,0,17,4,15,100,0,0,H,2,0,H,11,7,6,0,18,9,6,2,1,2,0,0,1.4,4.5,8,1.48,4.5,6.75,1.43,4.35,6.6,1.45,4.62,7.54,1.42,4.33,7.5,1.4,4.5,7.5,1.51,4.62,8,1.44,4.41,6.84
B1,30/11/2019,19:00,Waregem,Eupen,1,0,17,7,12,100,0,0,H,1,0,H,10,7,6,2,11,22,4,4,2,2,0,0,2,3.5,3.6,2,3.7,3.6,2,3.55,3.35,2.03,3.77,3.64,2,3.6,3.5,2,3.6,3.5,2.12,3.77,3.65,2,3.59,3.44
B1,30/11/2019,19:30,Genk,St Truiden,1,2,17,8,11,100,0,0,A,1,2,A,20,6,8,3,7,14,12,1,1,1,0,0,1.33,4.75,9,1.34,5.25,8.75,1.35,4.9,7.6,1.36,5.32,8.56,1.33,5,8.5,1.33,5,8.5,1.41,5.32,9,1.35,5.01,7.97
B1,01/12/2019,13:30,Oostende,Anderlecht,3,2,17,14,10,11.8,17.6,70.6,H,2,0,H,10,7,5,5,12,9,4,8,2,2,0,0,4,3.5,1.9,3.8,3.7,1.95,3.8,3.65,1.85,4,3.88,1.9,3.75,3.75,1.85,4,3.7,1.87,4,3.88,1.96,3.81,3.68,1.88
B1,01/12/2019,17:00,Standard,Cercle Brugge,2,1,17,2,16,100,0,0,H,1,0,H,14,15,11,8,13,17,3,4,1,4,0,0,1.33,5,9,1.34,5.25,8.75,1.35,5,7.2,1.32,5.51,9.78,1.3,5.25,9,1.33,5.2,8.5,1.37,5.51,9.78,1.33,5.21,8.25
B1,01/12/2019,19:00,Kortrijk,Gent,0,2,17,13,3,5.9,11.8,82.4,A,0,1,A,7,11,4,6,16,15,6,5,3,3,0,0,3.8,3.8,1.85,4,3.9,1.85,3.85,3.9,1.77,4.03,4.21,1.81,3.9,4,1.78,4,3.9,1.8,4.03,4.21,1.85,3.88,3.95,1.8
B1,06/12/2019,19:30,Waasland-Beveren,Antwerp,0,4,18,15,5,6.7,0,93.3,A,0,1,A,4,9,0,6,22,13,6,2,1,1,0,0,6,4,1.53,6,4.2,1.55,5.7,4.15,1.5,6.17,4.44,1.53,5.8,4,1.53,6.25,4.3,1.5,6.41,4.44,1.6,5.85,4.24,1.52
B1,07/12/2019,17:00,Mechelen,Kortrijk,1,1,18,7,13,100,0,0,D,0,0,D,9,6,4,4,13,19,7,5,0,3,0,0,1.9,3.75,3.75,2,3.8,3.5,1.95,3.65,3.45,1.96,4.04,3.62,1.95,3.75,3.4,1.95,3.75,3.6,2.01,4.04,3.75,1.95,3.77,3.48
B1,07/12/2019,19:00,Cercle Brugge,Genk,1,2,18,3,6,100,0,0,A,0,1,A,16,10,9,5,13,13,3,3,1,3,0,0,5,4,1.61,4.4,4,1.75,4.4,3.9,1.67,4.54,4.14,1.74,4.5,4,1.67,4.75,4,1.67,5,4.2,1.75,4.39,3.98,1.7
B1,07/12/2019,19:00,Gent,Waregem,2,0,18,16,8,6.3,0,93.8,H,2,0,H,12,10,6,4,14,16,5,5,2,1,0,0,1.33,5,9,1.35,5,9,1.35,5.2,7.1,1.34,5.48,8.64,1.3,5.25,9,1.33,5.25,8.5,1.38,5.5,9,1.34,5.2,7.83
B1,07/12/2019,19:30,St Truiden,Club Brugge,1,2,18,9,1,6.3,0,93.8,A,1,1,D,7,8,2,3,15,20,2,6,3,4,0,0,9.5,4.75,1.33,9.5,4.75,1.36,7.7,5,1.33,8.41,5.41,1.35,8.5,5,1.33,8.5,5.2,1.33,9.5,5.41,1.4,7.98,5.06,1.34
B1,08/12/2019,13:30,Mouscron,Standard,2,2,18,10,2,6.3,6.3,87.5,D,1,1,D,11,11,5,5,15,10,7,5,2,0,0,2,4.5,3.75,1.75,4.4,3.75,1.8,4.35,3.65,1.75,4.38,4.12,1.77,4.2,3.9,1.73,4.5,3.75,1.75,4.5,4.12,1.85,4.31,3.78,1.75
B1,08/12/2019,17:00,Anderlecht,Charleroi,0,0,18,11,4,37.5,37.5,25,D,0,0,D,9,8,3,3,11,20,8,5,0,3,0,0,1.85,3.6,4,1.91,3.7,3.9,1.85,3.5,3.9,1.89,3.77,4.16,1.83,3.6,4,1.85,3.6,4.1,1.92,3.77,4.16,1.87,3.6,3.92
B1,08/12/2019,19:00,Eupen,Oostende,1,0,18,12,14,62.5,31.3,6.3,H,0,0,D,10,11,2,5,15,10,6,8,0,1,0,0,2,3.6,3.4,2,3.6,3.7,2.05,3.45,3.35,2.09,3.6,3.59,2.05,3.5,3.4,2.05,3.6,3.4,2.09,3.7,3.7,2.03,3.51,3.43
B1,13/12/2019,19:30,Kortrijk,Mouscron,1,2,19,13,9,29.4,17.6,52.9,A,1,0,H,12,7,7,3,16,18,8,3,1,2,0,0,1.9,3.8,3.8,1.95,3.6,3.8,1.9,3.5,3.65,1.99,3.76,3.71,2,3.6,3.4,1.93,3.7,3.7,1.99,3.85,3.85,1.93,3.65,3.68
B1,14/12/2019,17:00,Antwerp,Eupen,1,0,19,4,12,88.2,5.9,5.9,H,0,0,D,7,3,4,1,18,19,5,1,2,6,0,1,1.33,5,9,1.34,5.25,9,1.31,5,8.6,1.36,5.18,8.56,1.32,5,9,1.3,5.2,9.5,1.36,5.25,9.5,1.33,5.07,8.55
B1,14/12/2019,19:00,Charleroi,Cercle Brugge,3,0,19,6,10,82.4,17.6,0,H,1,0,H,8,7,7,1,12,18,4,3,1,1,0,0,1.44,4.5,6.5,1.42,4.75,7.25,1.45,4.4,6.3,1.46,4.65,7.02,1.38,4.75,7.5,1.44,4.5,7,1.47,4.9,7.25,1.44,4.58,6.59
B1,14/12/2019,19:00,Waregem,St Truiden,5,1,19,5,16,100,0,0,H,2,1,H,21,3,13,2,12,12,7,3,2,1,0,0,1.75,3.8,4.33,1.87,3.8,3.9,1.8,3.85,3.75,1.77,4.24,4.18,1.85,3.8,3.7,1.8,3.9,4,1.88,4.24,4.36,1.79,3.97,3.92
B1,14/12/2019,19:30,Genk,Waasland-Beveren,4,1,19,8,15,100,0,0,H,3,0,H,8,5,5,4,12,21,6,1,1,2,0,0,1.22,6.5,11,1.22,6.75,11.5,1.23,5.8,10.5,1.24,6.27,11.95,1.22,5.8,12,1.22,6,12,1.25,6.75,12.5,1.22,6.24,11.24
B1,15/12/2019,13:30,Standard,Anderlecht,1,1,19,3,11,76.5,23.5,0,D,1,0,H,15,4,7,1,17,14,9,2,2,3,0,1,1.9,3.6,3.8,1.95,3.7,3.75,1.95,3.55,3.55,1.96,3.78,3.8,1.91,3.6,3.7,1.91,3.7,3.75,2,3.8,3.88,1.93,3.65,3.65
