Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,Hour,FTR_numeric,Year,Month,Day,HomeTeam_enc,AwayTeam_enc,DayOfWeek_Num,FTR_category,Result,Season,Team_Home,Overall Rating_Home,Attack_Home,Midfield_Home,Defence_Home,Num of Players_Home,Build-up Style_Home,Team_Away,Overall Rating_Away,Attack_Away,Midfield_Away,Defence_Away,Num of Players_Away,Build-up Style_Away,HomeTeam_Advantage,HomeTeam_Form,AwayTeam_Form
B1,2020-12-27,Mechelen,Mouscron,2,1,H,10.0,16.0,5.0,6.0,8.0,15.0,5.0,3.0,0.0,1.0,0.0,0.0,1.57,3.8,6.5,19,1,2020,12,27,10,11,1,Home Win,Home Win,2020-2021,Mechelen,70.0,71.0,70.0,68.0,26.0,Balanced,Mouscron,65.0,66.0,65.0,63.0,25.0,Long Ball,6.666666666666667,33.33333333333333,46.666666666666664
B1,2020-12-29,Eupen,Waregem,2,3,A,17.0,16.0,7.0,9.0,21.0,8.0,3.0,6.0,3.0,2.0,0.0,0.0,1.9,3.6,3.75,19,2,2020,12,29,6,20,3,Away Win,Away Win,2020-2021,Eupen,66.0,66.0,66.0,64.0,26.0,Balanced,Waregem,69.0,70.0,69.0,67.0,28.0,Balanced,53.333333333333336,53.333333333333336,66.66666666666666
B1,2020-12-30,St Truiden,Beerschot VA,1,0,H,9.0,12.0,3.0,4.0,10.0,14.0,6.0,3.0,3.0,0.0,0.0,0.0,2.25,3.5,3.0,19,1,2020,12,30,16,2,4,Home Win,Home Win,2020-2021,St Truiden,68.0,68.0,68.0,66.0,26.0,Fast Build-Up,,69.64389067524115,70.3330689928628,69.83108643933386,68.45757335448057,26.94528152260111,Balanced,33.33333333333333,40.0,40.0
B1,2021-01-06,Eupen,Genk,1,4,A,20.0,9.0,3.0,4.0,15.0,10.0,6.0,1.0,3.0,1.0,0.0,0.0,3.6,3.75,1.9,19,2,2021,1,6,6,7,4,Away Win,Away Win,2020-2021,Eupen,66.0,66.0,66.0,64.0,26.0,Balanced,Genk,73.0,73.0,73.0,71.0,25.0,Balanced,33.33333333333333,46.666666666666664,66.66666666666666
B1,2021-01-09,Waregem,Mouscron,1,0,H,6.0,17.0,1.0,5.0,13.0,15.0,2.0,10.0,3.0,2.0,0.0,0.0,1.85,3.75,3.8,15,1,2021,1,9,20,11,7,Home Win,Home Win,2020-2021,Waregem,69.0,70.0,69.0,67.0,28.0,Balanced,Mouscron,65.0,66.0,65.0,63.0,25.0,Long Ball,33.33333333333333,66.66666666666666,46.666666666666664
B1,2021-01-09,Cercle Brugge,Eupen,1,2,A,14.0,12.0,5.0,5.0,12.0,11.0,6.0,8.0,2.0,3.0,0.0,0.0,2.5,3.4,2.62,17,2,2021,1,9,3,6,7,Away Win,Away Win,2020-2021,Cercle Brugge,67.0,68.0,67.0,65.0,25.0,Balanced,Eupen,66.0,66.0,66.0,64.0,26.0,Balanced,0.0,0.0,26.666666666666668
B1,2021-01-09,Kortrijk,Genk,2,1,H,13.0,11.0,6.0,4.0,19.0,11.0,5.0,3.0,1.0,2.0,0.0,0.0,3.5,3.4,2.1,17,1,2021,1,9,9,7,7,Home Win,Home Win,2020-2021,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,Genk,73.0,73.0,73.0,71.0,25.0,Balanced,66.66666666666666,46.666666666666664,66.66666666666666
B1,2021-01-09,Oostende,Charleroi,3,2,H,19.0,11.0,6.0,3.0,15.0,7.0,6.0,3.0,2.0,0.0,0.0,0.0,2.75,3.4,2.45,19,1,2021,1,9,12,4,7,Home Win,Home Win,2020-2021,Oostende,68.0,69.0,68.0,66.0,27.0,Long Ball,Charleroi,71.0,72.0,71.0,69.0,27.0,Fast Build-Up,66.66666666666666,60.0,66.66666666666666
B1,2021-01-10,Mechelen,Antwerp,3,0,H,12.0,9.0,5.0,0.0,14.0,10.0,6.0,4.0,1.0,3.0,0.0,0.0,2.87,3.4,2.3,12,1,2021,1,10,10,1,1,Home Win,Home Win,2020-2021,Mechelen,70.0,71.0,70.0,68.0,26.0,Balanced,Antwerp,72.0,73.0,72.0,70.0,28.0,Long Ball,26.666666666666668,46.666666666666664,40.0
B1,2021-01-10,Beerschot VA,Gent,1,1,D,7.0,16.0,3.0,6.0,11.0,11.0,2.0,11.0,4.0,2.0,0.0,0.0,3.1,3.5,2.15,15,0,2021,1,10,2,8,1,Draw,Draw,2020-2021,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,Gent,75.0,76.0,75.0,72.0,27.0,Balanced,80.0,20.0,60.0
B1,2021-01-10,Oud-Heverlee Leuven,Anderlecht,1,0,H,5.0,19.0,1.0,3.0,10.0,9.0,1.0,9.0,1.0,3.0,0.0,0.0,4.0,3.6,1.9,17,1,2021,1,10,13,0,1,Home Win,Home Win,2020-2021,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,Anderlecht,73.0,73.0,73.0,71.0,29.0,Balanced,46.666666666666664,46.666666666666664,66.66666666666666
B1,2021-01-10,St Truiden,Club Brugge,1,2,A,10.0,12.0,3.0,3.0,8.0,13.0,5.0,7.0,1.0,2.0,1.0,0.0,6.0,4.2,1.53,19,2,2021,1,10,16,5,1,Away Win,Away Win,2020-2021,St Truiden,68.0,68.0,68.0,66.0,26.0,Fast Build-Up,Club Brugge,76.0,75.0,77.0,73.0,28.0,Balanced,46.666666666666664,60.0,80.0
B1,2021-01-11,Standard,Waasland-Beveren,3,1,H,20.0,10.0,8.0,5.0,16.0,11.0,5.0,5.0,3.0,1.0,0.0,0.0,1.45,4.2,7.0,19,1,2021,1,11,18,19,2,Home Win,Home Win,2020-2021,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,Waasland-Beveren,66.0,67.0,66.0,64.0,24.0,Long Ball,33.33333333333333,6.666666666666667,46.666666666666664
B1,2021-01-12,Oostende,Eupen,1,1,D,18.0,6.0,4.0,2.0,15.0,10.0,10.0,2.0,2.0,3.0,0.0,1.0,1.8,3.8,4.0,19,0,2021,1,12,12,6,3,Draw,Draw,2020-2021,Oostende,68.0,69.0,68.0,66.0,27.0,Long Ball,Eupen,66.0,66.0,66.0,64.0,26.0,Balanced,66.66666666666666,80.0,40.0
B1,2021-01-13,Beerschot VA,Cercle Brugge,1,1,D,3.0,14.0,1.0,2.0,9.0,12.0,2.0,7.0,2.0,1.0,0.0,0.0,1.85,3.75,3.75,17,0,2021,1,13,2,3,4,Draw,Draw,2020-2021,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,Cercle Brugge,67.0,68.0,67.0,65.0,25.0,Balanced,66.66666666666666,6.666666666666667,0.0
B1,2021-01-15,Eupen,Anderlecht,2,0,H,18.0,12.0,4.0,5.0,16.0,9.0,3.0,3.0,2.0,3.0,0.0,1.0,4.0,3.75,1.9,19,1,2021,1,15,6,0,6,Home Win,Home Win,2020-2021,Eupen,66.0,66.0,66.0,64.0,26.0,Balanced,Anderlecht,73.0,73.0,73.0,71.0,29.0,Balanced,33.33333333333333,26.666666666666668,60.0
B1,2021-01-16,Oostende,Kortrijk,2,1,H,7.0,11.0,2.0,2.0,20.0,13.0,2.0,2.0,2.0,1.0,0.0,0.0,2.15,3.6,3.1,15,1,2021,1,16,12,9,7,Home Win,Home Win,2020-2021,Oostende,68.0,69.0,68.0,66.0,27.0,Long Ball,,69.64389067524115,70.3330689928628,69.83108643933386,68.45757335448057,26.94528152260111,Balanced,53.333333333333336,66.66666666666666,60.0
B1,2021-01-16,Mouscron,Genk,2,0,H,17.0,12.0,12.0,2.0,20.0,16.0,8.0,4.0,2.0,2.0,0.0,1.0,4.75,3.75,1.7,17,1,2021,1,16,11,7,7,Home Win,Home Win,2020-2021,Mouscron,65.0,66.0,65.0,63.0,25.0,Long Ball,Genk,73.0,73.0,73.0,71.0,25.0,Balanced,53.333333333333336,46.666666666666664,46.666666666666664
B1,2021-01-16,Waasland-Beveren,Waregem,1,5,A,13.0,18.0,7.0,10.0,8.0,7.0,8.0,1.0,2.0,1.0,0.0,0.0,2.7,3.6,2.37,17,2,2021,1,16,19,20,7,Away Win,Away Win,2020-2021,Waasland-Beveren,66.0,67.0,66.0,64.0,24.0,Long Ball,Waregem,69.0,70.0,69.0,67.0,28.0,Balanced,40.0,26.666666666666668,80.0
B1,2021-01-16,Charleroi,Mechelen,0,1,A,10.0,10.0,5.0,1.0,14.0,21.0,7.0,4.0,1.0,1.0,0.0,0.0,2.05,3.6,3.3,19,2,2021,1,16,4,10,7,Away Win,Away Win,2020-2021,Charleroi,71.0,72.0,71.0,69.0,27.0,Fast Build-Up,Mechelen,70.0,71.0,70.0,68.0,26.0,Balanced,46.666666666666664,60.0,60.0
B1,2021-01-17,Gent,Antwerp,0,1,A,10.0,7.0,4.0,1.0,14.0,8.0,5.0,4.0,1.0,3.0,0.0,0.0,1.95,3.5,4.0,12,2,2021,1,17,8,1,1,Away Win,Away Win,2020-2021,Gent,75.0,76.0,75.0,72.0,27.0,Balanced,Antwerp,72.0,73.0,72.0,70.0,28.0,Long Ball,46.666666666666664,66.66666666666666,40.0
B1,2021-01-17,Cercle Brugge,Standard,0,1,A,7.0,5.0,0.0,3.0,22.0,13.0,7.0,3.0,1.0,1.0,0.0,0.0,3.6,3.5,2.0,15,2,2021,1,17,3,18,1,Away Win,Away Win,2020-2021,Cercle Brugge,67.0,68.0,67.0,65.0,25.0,Balanced,,69.64389067524115,70.3330689928628,69.83108643933386,68.45757335448057,26.94528152260111,Balanced,0.0,6.666666666666667,20.0
B1,2021-01-17,Beerschot VA,Club Brugge,0,3,A,10.0,15.0,4.0,6.0,15.0,6.0,5.0,7.0,3.0,2.0,0.0,0.0,6.5,4.75,1.45,17,2,2021,1,17,2,5,1,Away Win,Away Win,2020-2021,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,Club Brugge,76.0,75.0,77.0,73.0,28.0,Balanced,53.333333333333336,13.333333333333334,80.0
B1,2021-01-17,St Truiden,Oud-Heverlee Leuven,3,1,H,12.0,9.0,4.0,4.0,11.0,17.0,2.0,4.0,2.0,0.0,0.0,1.0,2.0,3.4,3.75,19,1,2021,1,17,16,13,1,Home Win,Home Win,2020-2021,St Truiden,68.0,68.0,68.0,66.0,26.0,Fast Build-Up,,69.64389067524115,70.3330689928628,69.83108643933386,68.45757335448057,26.94528152260111,Balanced,26.666666666666668,60.0,46.666666666666664
B1,2021-01-19,Mouscron,Waasland-Beveren,1,1,D,14.0,8.0,4.0,4.0,14.0,12.0,6.0,6.0,4.0,1.0,0.0,0.0,1.83,3.8,4.0,17,0,2021,1,19,11,19,3,Draw,Draw,2020-2021,Mouscron,65.0,66.0,65.0,63.0,25.0,Long Ball,Waasland-Beveren,66.0,67.0,66.0,64.0,24.0,Long Ball,73.33333333333333,46.666666666666664,6.666666666666667
B1,2021-01-19,Anderlecht,Charleroi,3,0,H,15.0,4.0,4.0,0.0,2.0,16.0,6.0,4.0,0.0,3.0,0.0,0.0,1.9,3.5,3.75,20,1,2021,1,19,0,4,3,Home Win,Home Win,2020-2021,Anderlecht,73.0,73.0,73.0,71.0,29.0,Balanced,Charleroi,71.0,72.0,71.0,69.0,27.0,Fast Build-Up,86.66666666666667,40.0,40.0
B1,2021-01-20,Kortrijk,St Truiden,0,2,A,29.0,8.0,7.0,2.0,14.0,12.0,9.0,1.0,2.0,0.0,0.0,0.0,2.15,3.5,3.1,15,2,2021,1,20,9,16,4,Away Win,Away Win,2020-2021,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,St Truiden,68.0,68.0,68.0,66.0,26.0,Fast Build-Up,80.0,60.0,80.0
B1,2021-01-20,Eupen,Beerschot VA,3,1,H,13.0,5.0,5.0,3.0,8.0,14.0,7.0,4.0,0.0,2.0,0.0,1.0,1.95,3.75,3.4,17,1,2021,1,20,6,2,4,Home Win,Home Win,2020-2021,Eupen,66.0,66.0,66.0,64.0,26.0,Balanced,,69.64389067524115,70.3330689928628,69.83108643933386,68.45757335448057,26.94528152260111,Balanced,46.666666666666664,46.666666666666664,13.333333333333334
B1,2021-01-20,Mechelen,Standard,0,4,A,13.0,11.0,3.0,5.0,17.0,14.0,4.0,0.0,1.0,1.0,0.0,0.0,2.25,3.75,2.8,17,2,2021,1,20,10,18,4,Away Win,Away Win,2020-2021,Mechelen,70.0,71.0,70.0,68.0,26.0,Balanced,,69.64389067524115,70.3330689928628,69.83108643933386,68.45757335448057,26.94528152260111,Balanced,40.0,80.0,40.0
B1,2021-01-20,Antwerp,Cercle Brugge,1,0,H,10.0,8.0,1.0,1.0,9.0,14.0,2.0,8.0,2.0,3.0,0.0,0.0,1.5,4.33,5.75,20,1,2021,1,20,1,3,4,Home Win,Home Win,2020-2021,Antwerp,72.0,73.0,72.0,70.0,28.0,Long Ball,Cercle Brugge,67.0,68.0,67.0,65.0,25.0,Balanced,46.666666666666664,60.0,6.666666666666667
B1,2021-01-20,Club Brugge,Oostende,2,1,H,14.0,10.0,6.0,4.0,11.0,12.0,5.0,3.0,1.0,1.0,0.0,0.0,1.28,5.5,8.5,20,1,2021,1,20,5,12,4,Home Win,Home Win,2020-2021,Club Brugge,76.0,75.0,77.0,73.0,28.0,Balanced,Oostende,68.0,69.0,68.0,66.0,27.0,Long Ball,66.66666666666666,80.0,66.66666666666666
B1,2021-01-21,Waregem,Oud-Heverlee Leuven,2,3,A,11.0,17.0,5.0,8.0,12.0,9.0,5.0,9.0,1.0,0.0,0.0,0.0,2.25,3.5,3.0,17,2,2021,1,21,20,13,5,Away Win,Away Win,2020-2021,Waregem,69.0,70.0,69.0,67.0,28.0,Balanced,,69.64389067524115,70.3330689928628,69.83108643933386,68.45757335448057,26.94528152260111,Balanced,46.666666666666664,80.0,26.666666666666668
B1,2021-01-21,Genk,Gent,1,1,D,6.0,16.0,3.0,6.0,12.0,25.0,0.0,4.0,2.0,4.0,1.0,0.0,2.05,3.75,3.3,20,0,2021,1,21,7,8,5,Draw,Draw,2020-2021,Genk,73.0,73.0,73.0,71.0,25.0,Balanced,Gent,75.0,76.0,75.0,72.0,27.0,Balanced,86.66666666666667,46.666666666666664,46.666666666666664
B1,2021-01-22,Anderlecht,Waasland-Beveren,0,0,D,26.0,4.0,10.0,0.0,9.0,9.0,13.0,1.0,1.0,0.0,0.0,0.0,1.28,4.5,11.0,19,0,2021,1,22,0,19,6,Draw,Draw,2020-2021,Anderlecht,73.0,73.0,73.0,71.0,29.0,Balanced,Waasland-Beveren,66.0,67.0,66.0,64.0,24.0,Long Ball,86.66666666666667,40.0,13.333333333333334
B1,2021-01-23,Mechelen,Eupen,3,0,H,14.0,12.0,8.0,4.0,9.0,16.0,5.0,10.0,3.0,1.0,0.0,0.0,1.75,3.6,3.6,15,1,2021,1,23,10,6,7,Home Win,Home Win,2020-2021,Mechelen,70.0,71.0,70.0,68.0,26.0,Balanced,Eupen,66.0,66.0,66.0,64.0,26.0,Balanced,40.0,80.0,66.66666666666666
B1,2021-01-23,Kortrijk,Cercle Brugge,1,2,A,16.0,11.0,3.0,5.0,13.0,9.0,8.0,7.0,2.0,1.0,0.0,0.0,2.0,3.75,3.0,17,2,2021,1,23,9,3,7,Away Win,Away Win,2020-2021,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,Cercle Brugge,67.0,68.0,67.0,65.0,25.0,Balanced,60.0,40.0,6.666666666666667
B1,2021-01-23,St Truiden,Mouscron,0,2,A,17.0,12.0,3.0,6.0,8.0,16.0,7.0,4.0,4.0,3.0,0.0,0.0,1.9,3.6,3.25,17,2,2021,1,23,16,11,7,Away Win,Away Win,2020-2021,St Truiden,68.0,68.0,68.0,66.0,26.0,Fast Build-Up,Mouscron,65.0,66.0,65.0,63.0,25.0,Long Ball,46.666666666666664,80.0,46.666666666666664
B1,2021-01-23,Antwerp,Oostende,1,2,A,11.0,12.0,3.0,5.0,7.0,9.0,4.0,4.0,3.0,3.0,0.0,0.0,2.0,3.75,3.4,19,2,2021,1,23,1,12,7,Away Win,Away Win,2020-2021,Antwerp,72.0,73.0,72.0,70.0,28.0,Long Ball,Oostende,68.0,69.0,68.0,66.0,27.0,Long Ball,60.0,80.0,66.66666666666666
B1,2021-01-24,Club Brugge,Genk,3,2,H,18.0,9.0,8.0,4.0,12.0,17.0,7.0,2.0,0.0,1.0,0.0,0.0,1.55,3.8,5.0,12,1,2021,1,24,5,7,1,Home Win,Home Win,2020-2021,Club Brugge,76.0,75.0,77.0,73.0,28.0,Balanced,Genk,73.0,73.0,73.0,71.0,25.0,Balanced,80.0,80.0,33.33333333333333
B1,2021-01-24,Waregem,Beerschot VA,0,3,A,9.0,9.0,2.0,5.0,13.0,16.0,6.0,3.0,0.0,0.0,0.0,0.0,1.95,3.6,3.1,15,2,2021,1,24,20,2,1,Away Win,Away Win,2020-2021,Waregem,69.0,70.0,69.0,67.0,28.0,Balanced,,69.64389067524115,70.3330689928628,69.83108643933386,68.45757335448057,26.94528152260111,Balanced,46.666666666666664,80.0,13.333333333333334
B1,2021-01-24,Standard,Charleroi,3,2,H,14.0,16.0,6.0,10.0,11.0,13.0,3.0,2.0,1.0,2.0,0.0,1.0,1.9,3.6,3.3,17,1,2021,1,24,18,4,1,Home Win,Home Win,2020-2021,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,Charleroi,71.0,72.0,71.0,69.0,27.0,Fast Build-Up,33.33333333333333,60.0,20.0
B1,2021-01-24,Oud-Heverlee Leuven,Gent,0,3,A,12.0,25.0,5.0,9.0,4.0,10.0,3.0,7.0,2.0,2.0,1.0,0.0,3.8,3.6,1.72,19,2,2021,1,24,13,8,1,Away Win,Away Win,2020-2021,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,Gent,75.0,76.0,75.0,72.0,27.0,Balanced,60.0,40.0,33.33333333333333
B1,2021-01-26,Eupen,Antwerp,0,2,A,19.0,11.0,4.0,4.0,10.0,8.0,5.0,4.0,2.0,1.0,0.0,0.0,2.75,3.6,2.37,17,2,2021,1,26,6,1,3,Away Win,Away Win,2020-2021,Eupen,66.0,66.0,66.0,64.0,26.0,Balanced,Antwerp,72.0,73.0,72.0,70.0,28.0,Long Ball,46.666666666666664,66.66666666666666,60.0
B1,2021-01-26,Waasland-Beveren,Mechelen,2,3,A,9.0,17.0,6.0,7.0,13.0,13.0,6.0,10.0,2.0,1.0,0.0,0.0,4.75,4.33,1.6,17,2,2021,1,26,19,10,3,Away Win,Away Win,2020-2021,Waasland-Beveren,66.0,67.0,66.0,64.0,24.0,Long Ball,Mechelen,70.0,71.0,70.0,68.0,26.0,Balanced,40.0,20.0,80.0
B1,2021-01-26,Mouscron,Anderlecht,1,1,D,7.0,11.0,1.0,2.0,23.0,11.0,5.0,4.0,2.0,1.0,0.0,0.0,5.0,3.8,1.7,20,0,2021,1,26,11,0,3,Draw,Draw,2020-2021,Mouscron,65.0,66.0,65.0,63.0,25.0,Long Ball,Anderlecht,73.0,73.0,73.0,71.0,29.0,Balanced,73.33333333333333,46.666666666666664,46.666666666666664
B1,2021-01-27,Beerschot VA,Kortrijk,0,0,D,4.0,20.0,1.0,4.0,11.0,12.0,4.0,9.0,1.0,2.0,0.0,0.0,2.4,3.5,2.8,17,0,2021,1,27,2,9,4,Draw,Draw,2020-2021,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,,69.64389067524115,70.3330689928628,69.83108643933386,68.45757335448057,26.94528152260111,Balanced,33.33333333333333,33.33333333333333,40.0
B1,2021-01-27,Genk,Waregem,3,2,H,12.0,13.0,5.0,6.0,11.0,11.0,5.0,3.0,0.0,0.0,0.0,0.0,1.5,4.5,5.75,17,1,2021,1,27,7,20,4,Home Win,Home Win,2020-2021,Genk,73.0,73.0,73.0,71.0,25.0,Balanced,Waregem,69.0,70.0,69.0,67.0,28.0,Balanced,73.33333333333333,26.666666666666668,60.0
B1,2021-01-27,Charleroi,Oud-Heverlee Leuven,1,1,D,19.0,17.0,11.0,5.0,9.0,14.0,12.0,5.0,2.0,3.0,0.0,0.0,1.8,3.8,4.0,20,0,2021,1,27,4,13,4,Draw,Draw,2020-2021,Charleroi,71.0,72.0,71.0,69.0,27.0,Fast Build-Up,,69.64389067524115,70.3330689928628,69.83108643933386,68.45757335448057,26.94528152260111,Balanced,26.666666666666668,0.0,40.0
B1,2021-01-27,Gent,St Truiden,1,1,D,10.0,3.0,5.0,2.0,18.0,16.0,6.0,3.0,1.0,2.0,0.0,0.0,1.57,4.0,5.75,20,0,2021,1,27,8,16,4,Draw,Draw,2020-2021,Gent,75.0,76.0,75.0,72.0,27.0,Balanced,St Truiden,68.0,68.0,68.0,66.0,26.0,Fast Build-Up,46.666666666666664,33.33333333333333,60.0
B1,2021-01-28,Cercle Brugge,Club Brugge,1,2,A,8.0,8.0,5.0,3.0,9.0,9.0,2.0,6.0,0.0,2.0,0.0,0.0,7.5,5.0,1.36,17,2,2021,1,28,3,5,5,Away Win,Away Win,2020-2021,Cercle Brugge,67.0,68.0,67.0,65.0,25.0,Balanced,Club Brugge,76.0,75.0,77.0,73.0,28.0,Balanced,0.0,26.666666666666668,100.0
B1,2021-01-28,Oostende,Standard,2,2,D,9.0,21.0,3.0,5.0,15.0,5.0,8.0,12.0,2.0,0.0,0.0,0.0,2.7,3.2,2.6,20,0,2021,1,28,12,18,5,Draw,Draw,2020-2021,Oostende,68.0,69.0,68.0,66.0,27.0,Long Ball,,69.64389067524115,70.3330689928628,69.83108643933386,68.45757335448057,26.94528152260111,Balanced,73.33333333333333,66.66666666666666,80.0
B1,2021-01-29,Antwerp,Waasland-Beveren,3,2,H,15.0,6.0,7.0,3.0,7.0,9.0,12.0,2.0,2.0,1.0,0.0,0.0,1.5,4.5,6.0,19,1,2021,1,29,1,19,6,Home Win,Home Win,2020-2021,Antwerp,72.0,73.0,72.0,70.0,28.0,Long Ball,Waasland-Beveren,66.0,67.0,66.0,64.0,24.0,Long Ball,40.0,60.0,13.333333333333334
B1,2021-01-30,Mechelen,Genk,0,0,D,15.0,12.0,2.0,3.0,20.0,16.0,4.0,3.0,2.0,3.0,0.0,0.0,2.55,3.4,2.62,15,0,2021,1,30,10,7,7,Draw,Draw,2020-2021,Mechelen,70.0,71.0,70.0,68.0,26.0,Balanced,Genk,73.0,73.0,73.0,71.0,25.0,Balanced,60.0,80.0,26.666666666666668
B1,2021-01-30,Eupen,Mouscron,1,1,D,12.0,11.0,5.0,4.0,10.0,13.0,7.0,6.0,0.0,2.0,0.0,0.0,2.05,3.3,3.5,17,0,2021,1,30,6,11,7,Draw,Draw,2020-2021,Eupen,66.0,66.0,66.0,64.0,26.0,Balanced,Mouscron,65.0,66.0,65.0,63.0,25.0,Long Ball,40.0,46.666666666666664,53.333333333333336
B1,2021-01-30,Oud-Heverlee Leuven,Beerschot VA,0,1,A,14.0,14.0,3.0,7.0,15.0,12.0,6.0,4.0,3.0,2.0,0.0,0.0,2.2,3.5,3.1,17,2,2021,1,30,13,2,7,Away Win,Away Win,2020-2021,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,,69.64389067524115,70.3330689928628,69.83108643933386,68.45757335448057,26.94528152260111,Balanced,40.0,46.666666666666664,33.33333333333333
B1,2021-01-30,Kortrijk,Charleroi,1,3,A,12.0,14.0,4.0,5.0,14.0,19.0,5.0,3.0,1.0,1.0,1.0,0.0,2.45,3.4,2.75,19,2,2021,1,30,9,4,7,Away Win,Away Win,2020-2021,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,Charleroi,71.0,72.0,71.0,69.0,27.0,Fast Build-Up,60.0,26.666666666666668,6.666666666666667
B1,2021-01-31,Club Brugge,Standard,3,1,H,17.0,10.0,7.0,5.0,8.0,18.0,7.0,4.0,1.0,4.0,0.0,0.0,1.55,3.8,6.5,12,1,2021,1,31,5,18,1,Home Win,Home Win,2020-2021,Club Brugge,76.0,75.0,77.0,73.0,28.0,Balanced,,69.64389067524115,70.3330689928628,69.83108643933386,68.45757335448057,26.94528152260111,Balanced,80.0,100.0,86.66666666666667
B1,2021-01-31,Waregem,Oostende,2,1,H,20.0,13.0,3.0,7.0,8.0,11.0,7.0,9.0,1.0,1.0,0.0,0.0,3.4,3.5,2.05,15,1,2021,1,31,20,12,1,Home Win,Home Win,2020-2021,Waregem,69.0,70.0,69.0,67.0,28.0,Balanced,Oostende,68.0,69.0,68.0,66.0,27.0,Long Ball,40.0,40.0,53.333333333333336
B1,2021-01-31,Anderlecht,Gent,0,0,D,10.0,12.0,4.0,3.0,11.0,17.0,5.0,3.0,0.0,1.0,0.0,0.0,2.25,3.4,3.1,17,0,2021,1,31,0,8,1,Draw,Draw,2020-2021,Anderlecht,73.0,73.0,73.0,71.0,29.0,Balanced,Gent,75.0,76.0,75.0,72.0,27.0,Balanced,86.66666666666667,33.33333333333333,40.0
B1,2021-01-31,St Truiden,Cercle Brugge,3,0,H,10.0,15.0,6.0,2.0,7.0,11.0,1.0,4.0,3.0,2.0,0.0,0.0,2.0,3.5,3.5,19,1,2021,1,31,16,3,1,Home Win,Home Win,2020-2021,St Truiden,68.0,68.0,68.0,66.0,26.0,Fast Build-Up,Cercle Brugge,67.0,68.0,67.0,65.0,25.0,Balanced,40.0,46.666666666666664,26.666666666666668
B1,2021-02-05,Mouscron,Kortrijk,0,3,A,10.0,13.0,3.0,5.0,14.0,8.0,4.0,4.0,2.0,1.0,1.0,0.0,3.0,3.4,2.3,19,2,2021,2,5,11,9,6,Away Win,Away Win,2020-2021,Mouscron,65.0,66.0,65.0,63.0,25.0,Long Ball,,69.64389067524115,70.3330689928628,69.83108643933386,68.45757335448057,26.94528152260111,Balanced,60.0,60.0,6.666666666666667
B1,2021-02-06,Oostende,St Truiden,3,1,H,13.0,5.0,4.0,2.0,8.0,14.0,7.0,5.0,0.0,1.0,0.0,0.0,2.0,3.2,3.8,15,1,2021,2,6,12,16,7,Home Win,Home Win,2020-2021,Oostende,68.0,69.0,68.0,66.0,27.0,Long Ball,St Truiden,68.0,68.0,68.0,66.0,26.0,Fast Build-Up,73.33333333333333,46.666666666666664,66.66666666666666
B1,2021-02-06,Cercle Brugge,Mechelen,0,1,A,9.0,13.0,3.0,3.0,13.0,11.0,7.0,10.0,2.0,1.0,0.0,0.0,3.0,3.6,2.15,17,2,2021,2,6,3,10,7,Away Win,Away Win,2020-2021,Cercle Brugge,67.0,68.0,67.0,65.0,25.0,Balanced,Mechelen,70.0,71.0,70.0,68.0,26.0,Balanced,0.0,20.0,66.66666666666666
B1,2021-02-06,Waasland-Beveren,Club Brugge,0,2,A,6.0,22.0,0.0,10.0,16.0,9.0,3.0,5.0,2.0,0.0,0.0,0.0,13.0,7.5,1.16,17,2,2021,2,6,19,5,7,Away Win,Away Win,2020-2021,Waasland-Beveren,66.0,67.0,66.0,64.0,24.0,Long Ball,Club Brugge,76.0,75.0,77.0,73.0,28.0,Balanced,40.0,13.333333333333334,100.0
B1,2021-02-06,Standard,Oud-Heverlee Leuven,1,1,D,13.0,10.0,4.0,3.0,11.0,13.0,7.0,1.0,3.0,1.0,1.0,0.0,1.65,3.8,5.0,19,0,2021,2,6,18,13,7,Draw,Draw,2020-2021,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,,69.64389067524115,70.3330689928628,69.83108643933386,68.45757335448057,26.94528152260111,Balanced,46.666666666666664,66.66666666666666,26.666666666666668
