Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,Hour,FTR_numeric,Year,Month,Day,HomeTeam_enc,AwayTeam_enc,DayOfWeek_Num,FTR_category,Result,Season,Team_Home,Overall Rating_Home,Attack_Home,Midfield_Home,Defence_Home,Num of Players_Home,Build-up Style_Home,Team_Away,Overall Rating_Away,Attack_Away,Midfield_Away,Defence_Away,Num of Players_Away,Build-up Style_Away,HomeTeam_Advantage,HomeTeam_Form,AwayTeam_Form
B1,2023-03-11,Eupen,Oostende,4,4,D,29.0,14.0,10.0,9.0,9.0,10.0,9.0,2.0,0.0,3.0,0.0,1.0,2.5,3.4,2.6,17,0,2023,3,11,6,12,7,Draw,Draw,2022-2023,Eupen,67.0,70.0,68.0,64.0,28.0,Balanced,Oostende,68.0,68.0,68.0,66.0,28.0,Long ball,40.0,33.33333333333333,33.33333333333333
B1,2023-03-11,Westerlo,Kortrijk,3,1,H,9.0,19.0,7.0,6.0,9.0,10.0,7.0,7.0,3.0,2.0,0.0,0.0,1.67,4.0,4.33,17,1,2023,3,11,21,9,7,Home Win,Home Win,2022-2023,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,Kortrijk,68.0,66.0,68.0,65.0,28.0,Balanced,46.666666666666664,53.333333333333336,33.33333333333333
B1,2023-03-11,Seraing,Antwerp,0,2,A,8.0,18.0,1.0,5.0,15.0,12.0,4.0,5.0,3.0,1.0,1.0,0.0,7.5,4.33,1.4,19,2,2023,3,11,15,1,7,Away Win,Away Win,2022-2023,Seraing,65.0,66.0,65.0,64.0,28.0,Long ball,Antwerp,73.0,76.0,72.0,73.0,27.0,Balanced,33.33333333333333,26.666666666666668,73.33333333333333
B1,2023-03-12,Club Brugge,Standard,2,0,H,13.0,17.0,4.0,4.0,11.0,10.0,6.0,6.0,1.0,1.0,0.0,0.0,1.7,3.8,4.33,12,1,2023,3,12,5,18,1,Home Win,Home Win,2022-2023,Club Brugge,75.0,74.0,76.0,72.0,28.0,Balanced,,69.64389067524115,70.3330689928628,69.83108643933386,68.45757335448057,26.94528152260111,Balanced,46.666666666666664,40.0,53.333333333333336
B1,2023-03-12,Waregem,Gent,2,6,A,11.0,12.0,4.0,8.0,14.0,11.0,4.0,1.0,1.0,1.0,0.0,0.0,3.2,3.6,1.95,15,2,2023,3,12,20,8,1,Away Win,Away Win,2022-2023,Waregem,68.0,70.0,68.0,66.0,28.0,Balanced,Gent,69.64389067524115,71.0,71.0,73.0,27.0,Slow Build up,40.0,20.0,46.666666666666664
B1,2023-03-12,Genk,St. Gilloise,1,2,A,12.0,13.0,6.0,5.0,13.0,15.0,14.0,5.0,3.0,3.0,0.0,0.0,2.2,3.4,3.0,17,2,2023,3,12,7,17,1,Away Win,Away Win,2022-2023,Genk,73.0,72.0,74.0,72.0,28.0,Balanced,St. Gilloise,72.0,71.0,73.0,71.0,25.0,Long ball,80.0,53.333333333333336,46.666666666666664
B1,2023-03-12,Anderlecht,Cercle Brugge,2,0,H,18.0,7.0,9.0,2.0,8.0,17.0,5.0,4.0,0.0,2.0,0.0,1.0,2.05,3.5,3.3,18,1,2023,3,12,0,3,1,Home Win,Home Win,2022-2023,Anderlecht,72.0,72.0,72.0,71.0,28.0,Balanced,Cercle Brugge,69.0,70.0,69.0,66.0,25.0,Fast build up,33.33333333333333,53.333333333333336,46.666666666666664
B1,2023-03-17,Cercle Brugge,Genk,1,1,D,18.0,10.0,4.0,2.0,5.0,9.0,6.0,9.0,2.0,1.0,0.0,0.0,2.7,3.4,2.38,19,0,2023,3,17,3,7,6,Draw,Draw,2022-2023,Cercle Brugge,69.0,70.0,69.0,66.0,25.0,Fast build up,Genk,73.0,72.0,74.0,72.0,28.0,Balanced,60.0,40.0,33.33333333333333
B1,2023-03-18,Kortrijk,Club Brugge,1,0,H,10.0,13.0,6.0,3.0,11.0,11.0,1.0,6.0,2.0,2.0,0.0,0.0,4.2,3.8,1.65,15,1,2023,3,18,9,5,7,Home Win,Home Win,2022-2023,Kortrijk,68.0,66.0,68.0,65.0,28.0,Balanced,Club Brugge,75.0,74.0,76.0,72.0,28.0,Balanced,53.333333333333336,33.33333333333333,53.333333333333336
B1,2023-03-18,Oostende,Westerlo,1,2,A,22.0,7.0,12.0,2.0,9.0,9.0,7.0,5.0,1.0,2.0,0.0,0.0,2.88,3.3,2.25,17,2,2023,3,18,12,21,7,Away Win,Away Win,2022-2023,Oostende,68.0,68.0,68.0,66.0,28.0,Long ball,,69.64389067524115,70.3330689928628,69.83108643933386,68.45757335448057,26.94528152260111,Balanced,26.666666666666668,40.0,66.66666666666666
B1,2023-03-18,St Truiden,Seraing,2,1,H,12.0,9.0,7.0,1.0,14.0,8.0,4.0,2.0,2.0,2.0,0.0,0.0,1.53,3.75,5.75,17,1,2023,3,18,16,15,7,Home Win,Home Win,2022-2023,St Truiden,68.0,68.0,68.0,66.0,24.0,Fast build up,Seraing,65.0,66.0,65.0,64.0,28.0,Long ball,33.33333333333333,6.666666666666667,6.666666666666667
B1,2023-03-18,Standard,Waregem,2,2,D,21.0,9.0,8.0,5.0,14.0,12.0,6.0,5.0,3.0,2.0,0.0,0.0,1.67,3.75,4.5,19,0,2023,3,18,18,20,7,Draw,Draw,2022-2023,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,Waregem,68.0,70.0,68.0,66.0,28.0,Balanced,66.66666666666666,46.666666666666664,20.0
B1,2023-03-19,Antwerp,Charleroi,0,1,A,28.0,5.0,8.0,2.0,8.0,9.0,8.0,0.0,0.0,4.0,0.0,1.0,1.67,3.75,4.5,12,2,2023,3,19,1,4,1,Away Win,Away Win,2022-2023,Antwerp,73.0,76.0,72.0,73.0,27.0,Balanced,Charleroi,69.0,70.0,70.0,68.0,27.0,Fast build up,86.66666666666667,86.66666666666667,66.66666666666666
B1,2023-03-19,Oud-Heverlee Leuven,Anderlecht,0,2,A,9.0,12.0,5.0,5.0,11.0,13.0,4.0,7.0,3.0,2.0,0.0,0.0,3.0,3.4,2.15,15,2,2023,3,19,13,0,1,Away Win,Away Win,2022-2023,Oud-Heverlee Leuven,69.0,74.0,70.0,68.0,23.0,Long ball,Anderlecht,72.0,72.0,72.0,71.0,28.0,Balanced,46.666666666666664,53.333333333333336,53.333333333333336
B1,2023-03-19,St. Gilloise,Mechelen,2,1,H,15.0,5.0,6.0,1.0,11.0,11.0,3.0,5.0,1.0,2.0,0.0,0.0,1.36,4.75,7.0,17,1,2023,3,19,17,10,1,Home Win,Home Win,2022-2023,St. Gilloise,72.0,71.0,73.0,71.0,25.0,Long ball,Mechelen,69.0,70.0,71.0,67.0,28.0,Balanced,80.0,46.666666666666664,46.666666666666664
B1,2023-03-19,Gent,Eupen,3,0,H,25.0,11.0,5.0,3.0,6.0,9.0,16.0,5.0,2.0,0.0,0.0,0.0,1.36,4.75,8.0,18,1,2023,3,19,8,6,1,Home Win,Home Win,2022-2023,Gent,69.65567176186646,71.0,71.0,73.0,27.0,Slow Build up,Eupen,67.0,70.0,68.0,64.0,28.0,Balanced,66.66666666666666,66.66666666666666,33.33333333333333
B1,2023-03-31,Waregem,Antwerp,0,2,A,7.0,13.0,3.0,5.0,11.0,15.0,6.0,5.0,4.0,1.0,0.0,0.0,4.2,4.0,1.65,19,2,2023,3,31,20,1,6,Away Win,Away Win,2022-2023,Waregem,68.0,70.0,68.0,66.0,28.0,Balanced,Antwerp,73.0,76.0,72.0,73.0,27.0,Balanced,20.0,20.0,66.66666666666666
B1,2023-04-01,Cercle Brugge,Kortrijk,2,0,H,19.0,6.0,6.0,4.0,17.0,13.0,6.0,2.0,2.0,2.0,0.0,0.0,1.57,4.0,4.75,15,1,2023,4,1,3,9,7,Home Win,Home Win,2022-2023,Cercle Brugge,69.0,70.0,69.0,66.0,25.0,Fast build up,Kortrijk,68.0,66.0,68.0,65.0,28.0,Balanced,60.0,40.0,33.33333333333333
B1,2023-04-01,Seraing,Gent,0,5,A,6.0,18.0,0.0,10.0,5.0,6.0,3.0,13.0,0.0,1.0,0.0,0.0,8.0,4.33,1.33,17,2,2023,4,1,15,8,7,Away Win,Away Win,2022-2023,Seraing,65.0,66.0,65.0,64.0,28.0,Long ball,Gent,69.64389067524115,71.0,71.0,73.0,27.0,Slow Build up,26.666666666666668,6.666666666666667,80.0
B1,2023-04-01,Westerlo,Charleroi,2,3,A,17.0,12.0,7.0,5.0,5.0,16.0,7.0,4.0,2.0,5.0,0.0,0.0,2.1,3.5,3.1,17,2,2023,4,1,21,4,7,Away Win,Away Win,2022-2023,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,Charleroi,69.0,70.0,70.0,68.0,27.0,Fast build up,66.66666666666666,80.0,66.66666666666666
B1,2023-04-01,Oostende,Standard,1,3,A,15.0,13.0,4.0,7.0,11.0,6.0,6.0,7.0,3.0,1.0,1.0,0.0,3.1,3.4,2.1,19,2,2023,4,1,12,18,7,Away Win,Away Win,2022-2023,Oostende,68.0,68.0,68.0,66.0,28.0,Long ball,,69.64389067524115,70.3330689928628,69.83108643933386,68.45757335448057,26.94528152260111,Balanced,26.666666666666668,33.33333333333333,53.333333333333336
B1,2023-04-02,Genk,Oud-Heverlee Leuven,2,1,H,22.0,11.0,8.0,5.0,10.0,9.0,11.0,5.0,4.0,2.0,0.0,0.0,1.5,4.0,6.0,12,1,2023,4,2,7,13,1,Home Win,Home Win,2022-2023,Genk,73.0,72.0,74.0,72.0,28.0,Balanced,Oud-Heverlee Leuven,69.0,74.0,70.0,68.0,23.0,Long ball,60.0,40.0,46.666666666666664
B1,2023-04-02,Eupen,Anderlecht,0,1,A,9.0,13.0,1.0,4.0,16.0,8.0,2.0,6.0,1.0,0.0,0.0,0.0,3.8,3.6,1.8,15,2,2023,4,2,6,0,1,Away Win,Away Win,2022-2023,Eupen,67.0,70.0,68.0,64.0,28.0,Balanced,Anderlecht,72.0,72.0,72.0,71.0,28.0,Balanced,46.666666666666664,13.333333333333334,53.333333333333336
B1,2023-04-02,Mechelen,Club Brugge,0,3,A,4.0,18.0,1.0,5.0,9.0,6.0,1.0,8.0,1.0,1.0,0.0,0.0,3.5,3.5,1.91,17,2,2023,4,2,10,5,1,Away Win,Away Win,2022-2023,Mechelen,69.0,70.0,71.0,67.0,28.0,Balanced,Club Brugge,75.0,74.0,76.0,72.0,28.0,Balanced,73.33333333333333,46.666666666666664,46.666666666666664
B1,2023-04-02,St. Gilloise,St Truiden,2,1,H,11.0,6.0,7.0,1.0,14.0,8.0,13.0,1.0,2.0,3.0,0.0,1.0,1.44,4.5,6.5,18,1,2023,4,2,17,16,1,Home Win,Home Win,2022-2023,St. Gilloise,72.0,71.0,73.0,71.0,25.0,Long ball,St Truiden,68.0,68.0,68.0,66.0,24.0,Fast build up,80.0,60.0,26.666666666666668
B1,2023-04-07,Club Brugge,Seraing,2,0,H,26.0,5.0,11.0,0.0,10.0,8.0,21.0,1.0,0.0,0.0,0.0,0.0,1.11,9.5,21.0,19,1,2023,4,7,5,15,6,Home Win,Home Win,2022-2023,Club Brugge,75.0,74.0,76.0,72.0,28.0,Balanced,Seraing,65.0,66.0,65.0,64.0,28.0,Long ball,60.0,60.0,0.0
B1,2023-04-08,Kortrijk,Eupen,0,0,D,14.0,13.0,1.0,3.0,17.0,9.0,7.0,6.0,3.0,2.0,0.0,0.0,2.0,3.5,3.6,15,0,2023,4,8,9,6,7,Draw,Draw,2022-2023,Kortrijk,68.0,66.0,68.0,65.0,28.0,Balanced,Eupen,67.0,70.0,68.0,64.0,28.0,Balanced,53.333333333333336,26.666666666666668,13.333333333333334
B1,2023-04-08,Oud-Heverlee Leuven,Mechelen,4,1,H,17.0,16.0,11.0,6.0,8.0,13.0,2.0,8.0,1.0,3.0,0.0,0.0,2.1,3.5,3.3,15,1,2023,4,8,13,10,7,Home Win,Home Win,2022-2023,Oud-Heverlee Leuven,69.0,74.0,70.0,68.0,23.0,Long ball,Mechelen,69.0,70.0,71.0,67.0,28.0,Balanced,40.0,46.666666666666664,40.0
B1,2023-04-08,Charleroi,Waregem,3,2,H,18.0,8.0,8.0,5.0,11.0,15.0,3.0,5.0,3.0,1.0,0.0,0.0,1.73,3.8,4.75,17,1,2023,4,8,4,20,7,Home Win,Home Win,2022-2023,Charleroi,69.0,70.0,70.0,68.0,27.0,Fast build up,Waregem,68.0,70.0,68.0,66.0,28.0,Balanced,60.0,80.0,13.333333333333334
B1,2023-04-08,Gent,St. Gilloise,1,1,D,10.0,5.0,3.0,3.0,4.0,11.0,4.0,3.0,0.0,2.0,0.0,0.0,2.55,3.3,2.7,19,0,2023,4,8,8,17,7,Draw,Draw,2022-2023,Gent,69.65567176186646,71.0,71.0,73.0,27.0,Slow Build up,St. Gilloise,72.0,71.0,73.0,71.0,25.0,Long ball,66.66666666666666,80.0,80.0
B1,2023-04-09,Anderlecht,Westerlo,0,0,D,16.0,13.0,2.0,6.0,11.0,18.0,10.0,1.0,2.0,2.0,0.0,0.0,1.67,3.75,5.0,12,0,2023,4,9,0,21,1,Draw,Draw,2022-2023,Anderlecht,72.0,72.0,72.0,71.0,28.0,Balanced,,69.64389067524115,70.3330689928628,69.83108643933386,68.45757335448057,26.94528152260111,Balanced,53.333333333333336,66.66666666666666,60.0
B1,2023-04-09,Antwerp,Cercle Brugge,2,1,H,11.0,10.0,4.0,4.0,10.0,19.0,6.0,1.0,1.0,3.0,0.0,0.0,1.7,3.6,4.75,15,1,2023,4,9,1,3,1,Home Win,Home Win,2022-2023,Antwerp,73.0,76.0,72.0,73.0,27.0,Balanced,Cercle Brugge,69.0,70.0,69.0,66.0,25.0,Fast build up,66.66666666666666,66.66666666666666,53.333333333333336
B1,2023-04-09,Standard,Genk,2,0,H,11.0,19.0,4.0,7.0,17.0,13.0,4.0,7.0,3.0,3.0,0.0,0.0,2.63,3.4,2.55,17,1,2023,4,9,18,7,1,Home Win,Home Win,2022-2023,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,Genk,73.0,72.0,74.0,72.0,28.0,Balanced,66.66666666666666,53.333333333333336,53.333333333333336
B1,2023-04-09,St Truiden,Oostende,5,0,H,18.0,11.0,11.0,4.0,14.0,12.0,6.0,2.0,1.0,1.0,0.0,0.0,2.25,3.25,3.25,18,1,2023,4,9,16,12,1,Home Win,Home Win,2022-2023,St Truiden,68.0,68.0,68.0,66.0,24.0,Fast build up,Oostende,68.0,68.0,68.0,66.0,28.0,Long ball,46.666666666666664,26.666666666666668,26.666666666666668
B1,2023-04-14,Standard,Charleroi,3,1,H,10.0,17.0,6.0,5.0,15.0,11.0,5.0,5.0,4.0,1.0,1.0,0.0,2.05,3.5,3.5,19,1,2023,4,14,18,4,6,Home Win,Home Win,2022-2023,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,Charleroi,69.0,70.0,70.0,68.0,27.0,Fast build up,66.66666666666666,66.66666666666666,80.0
B1,2023-04-15,Eupen,Waregem,1,5,A,11.0,16.0,3.0,9.0,15.0,13.0,4.0,3.0,3.0,1.0,0.0,0.0,2.38,3.4,2.9,15,2,2023,4,15,6,20,7,Away Win,Away Win,2022-2023,Eupen,67.0,70.0,68.0,64.0,28.0,Balanced,Waregem,68.0,70.0,68.0,66.0,28.0,Balanced,40.0,13.333333333333334,6.666666666666667
B1,2023-04-15,Cercle Brugge,St Truiden,3,1,H,10.0,5.0,5.0,1.0,11.0,15.0,4.0,1.0,3.0,0.0,0.0,0.0,1.67,3.75,5.0,17,1,2023,4,15,3,16,7,Home Win,Home Win,2022-2023,Cercle Brugge,69.0,70.0,69.0,66.0,25.0,Fast build up,St Truiden,68.0,68.0,68.0,66.0,24.0,Fast build up,60.0,46.666666666666664,46.666666666666664
B1,2023-04-15,Oostende,Oud-Heverlee Leuven,0,4,A,13.0,19.0,3.0,8.0,10.0,8.0,7.0,6.0,1.0,0.0,0.0,0.0,2.4,3.5,2.75,17,2,2023,4,15,12,13,7,Away Win,Away Win,2022-2023,Oostende,68.0,68.0,68.0,66.0,28.0,Long ball,Oud-Heverlee Leuven,69.0,74.0,70.0,68.0,23.0,Long ball,26.666666666666668,26.666666666666668,60.0
B1,2023-04-15,Westerlo,Club Brugge,0,0,D,7.0,22.0,1.0,10.0,13.0,8.0,4.0,13.0,4.0,3.0,0.0,0.0,3.3,3.4,2.15,19,0,2023,4,15,21,5,7,Draw,Draw,2022-2023,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,Club Brugge,75.0,74.0,76.0,72.0,28.0,Balanced,66.66666666666666,46.666666666666664,60.0
B1,2023-04-16,Genk,Anderlecht,5,2,H,14.0,13.0,9.0,6.0,16.0,17.0,7.0,2.0,2.0,3.0,0.0,0.0,1.85,3.6,4.0,12,1,2023,4,16,7,0,1,Home Win,Home Win,2022-2023,Genk,73.0,72.0,74.0,72.0,28.0,Balanced,Anderlecht,72.0,72.0,72.0,71.0,28.0,Balanced,60.0,33.33333333333333,66.66666666666666
B1,2023-04-16,Mechelen,Gent,1,1,D,2.0,14.0,1.0,5.0,10.0,7.0,3.0,6.0,1.0,1.0,0.0,0.0,4.75,3.8,1.67,15,0,2023,4,16,10,8,1,Draw,Draw,2022-2023,Mechelen,69.0,70.0,71.0,67.0,28.0,Balanced,Gent,69.64389067524115,71.0,71.0,73.0,27.0,Slow Build up,53.333333333333336,20.0,86.66666666666667
B1,2023-04-16,Antwerp,Kortrijk,1,0,H,14.0,5.0,3.0,2.0,13.0,13.0,12.0,2.0,0.0,1.0,0.0,0.0,1.29,5.75,9.0,17,1,2023,4,16,1,9,1,Home Win,Home Win,2022-2023,Antwerp,73.0,76.0,72.0,73.0,27.0,Balanced,Kortrijk,68.0,66.0,68.0,65.0,28.0,Balanced,66.66666666666666,80.0,26.666666666666668
B1,2023-04-16,St. Gilloise,Seraing,2,1,H,19.0,6.0,8.0,2.0,9.0,13.0,11.0,2.0,1.0,1.0,0.0,0.0,1.08,10.0,23.0,18,1,2023,4,16,17,15,1,Home Win,Home Win,2022-2023,St. Gilloise,72.0,71.0,73.0,71.0,25.0,Long ball,Seraing,65.0,66.0,65.0,64.0,28.0,Long ball,80.0,86.66666666666667,0.0
B1,2023-04-22,Seraing,Westerlo,1,1,D,10.0,12.0,4.0,1.0,14.0,12.0,6.0,4.0,4.0,1.0,0.0,0.0,5.5,4.0,1.55,17,0,2023,4,22,15,21,7,Draw,Draw,2022-2023,Seraing,65.0,66.0,65.0,64.0,28.0,Long ball,,69.64389067524115,70.3330689928628,69.83108643933386,68.45757335448057,26.94528152260111,Balanced,26.666666666666668,0.0,53.333333333333336
B1,2023-04-23,St Truiden,Antwerp,0,1,A,10.0,10.0,0.0,4.0,11.0,6.0,6.0,2.0,2.0,0.0,0.0,0.0,4.33,3.5,1.8,12,2,2023,4,23,16,1,1,Away Win,Away Win,2022-2023,St Truiden,68.0,68.0,68.0,66.0,24.0,Fast build up,Antwerp,73.0,76.0,72.0,73.0,27.0,Balanced,66.66666666666666,40.0,80.0
B1,2023-04-23,Anderlecht,Mechelen,2,3,A,19.0,15.0,9.0,7.0,11.0,12.0,6.0,3.0,0.0,0.0,0.0,0.0,1.36,5.0,7.0,17,2,2023,4,23,0,10,1,Away Win,Away Win,2022-2023,Anderlecht,72.0,72.0,72.0,71.0,28.0,Balanced,Mechelen,69.0,70.0,71.0,67.0,28.0,Balanced,60.0,66.66666666666666,26.666666666666668
B1,2023-04-23,Charleroi,Genk,2,2,D,13.0,4.0,6.0,2.0,15.0,13.0,6.0,4.0,3.0,1.0,0.0,0.0,3.6,3.6,1.91,17,0,2023,4,23,4,7,1,Draw,Draw,2022-2023,Charleroi,69.0,70.0,70.0,68.0,27.0,Fast build up,Genk,73.0,72.0,74.0,72.0,28.0,Balanced,60.0,60.0,46.666666666666664
B1,2023-04-23,Club Brugge,Eupen,7,0,H,33.0,6.0,13.0,0.0,8.0,15.0,4.0,4.0,0.0,3.0,0.0,0.0,1.3,5.0,9.5,17,1,2023,4,23,5,6,1,Home Win,Home Win,2022-2023,Club Brugge,75.0,74.0,76.0,72.0,28.0,Balanced,Eupen,67.0,70.0,68.0,64.0,28.0,Balanced,73.33333333333333,66.66666666666666,13.333333333333334
B1,2023-04-23,Gent,Oostende,1,2,A,19.0,13.0,4.0,6.0,4.0,10.0,3.0,5.0,2.0,3.0,0.0,0.0,1.2,6.0,12.0,17,2,2023,4,23,8,12,1,Away Win,Away Win,2022-2023,Gent,69.65567176186646,71.0,71.0,73.0,27.0,Slow Build up,Oostende,68.0,68.0,68.0,66.0,28.0,Long ball,66.66666666666666,73.33333333333333,6.666666666666667
B1,2023-04-23,Kortrijk,St. Gilloise,2,4,A,9.0,16.0,5.0,8.0,9.0,14.0,0.0,3.0,1.0,3.0,0.0,0.0,5.25,4.2,1.53,17,2,2023,4,23,9,17,1,Away Win,Away Win,2022-2023,Kortrijk,68.0,66.0,68.0,65.0,28.0,Balanced,St. Gilloise,72.0,71.0,73.0,71.0,25.0,Long ball,40.0,26.666666666666668,86.66666666666667
B1,2023-04-23,Oud-Heverlee Leuven,Standard,3,2,H,12.0,14.0,5.0,5.0,9.0,9.0,6.0,7.0,0.0,2.0,0.0,0.0,2.5,3.6,2.5,17,1,2023,4,23,13,18,1,Home Win,Home Win,2022-2023,Oud-Heverlee Leuven,69.0,74.0,70.0,68.0,23.0,Long ball,,69.64389067524115,70.3330689928628,69.83108643933386,68.45757335448057,26.94528152260111,Balanced,53.333333333333336,60.0,66.66666666666666
B1,2023-04-23,Waregem,Cercle Brugge,2,3,A,11.0,22.0,3.0,8.0,16.0,21.0,3.0,3.0,2.0,4.0,0.0,0.0,3.0,3.6,2.15,17,2,2023,4,23,20,3,1,Away Win,Away Win,2022-2023,Waregem,68.0,70.0,68.0,66.0,28.0,Balanced,Cercle Brugge,69.0,70.0,69.0,66.0,25.0,Fast build up,13.333333333333334,26.666666666666668,46.666666666666664
B1,2023-07-28,St. Gilloise,Anderlecht,2,0,H,10.0,5.0,3.0,2.0,16.0,13.0,3.0,3.0,5.0,3.0,0.0,0.0,2.1,3.3,3.2,19,1,2023,7,28,17,0,6,Home Win,Home Win,2023-2024,St. Gilloise,72.0,72.0,70.0,72.0,27.0,Balanced,Anderlecht,74.0,74.0,73.0,74.0,28.0,Balanced,80.0,86.66666666666667,46.666666666666664
B1,2023-07-29,Eupen,Westerlo,2,2,D,13.0,22.0,6.0,5.0,14.0,7.0,1.0,4.0,1.0,0.0,0.0,0.0,3.4,3.3,2.05,15,0,2023,7,29,6,21,7,Draw,Draw,2023-2024,Eupen,67.0,67.0,67.0,66.0,28.0,Long ball,Westerlo,68.0,67.0,67.0,68.0,28.0,Balanced,33.33333333333333,6.666666666666667,40.0
B1,2023-07-29,Charleroi,Oud-Heverlee Leuven,1,1,D,4.0,19.0,2.0,5.0,7.0,12.0,2.0,6.0,3.0,1.0,1.0,0.0,1.95,3.5,3.5,17,0,2023,7,29,4,13,7,Draw,Draw,2023-2024,Charleroi,69.0,72.0,70.0,68.0,28.0,Balanced,Oud-Heverlee Leuven,68.0,69.0,68.0,69.0,28.0,Balanced,66.66666666666666,66.66666666666666,60.0
B1,2023-07-29,RWD Molenbeek,Genk,0,4,A,10.0,28.0,4.0,10.0,11.0,11.0,2.0,6.0,1.0,0.0,0.0,0.0,3.5,3.6,1.85,19,2,2023,7,29,14,7,7,Away Win,Away Win,2023-2024,RWD Molenbeek,67.0,70.0,68.0,65.0,28.0,Balanced,Genk,72.0,71.0,72.0,72.0,26.0,Long ball,,,53.333333333333336
B1,2023-07-30,Antwerp,Cercle Brugge,1,0,H,15.0,8.0,4.0,1.0,15.0,13.0,7.0,7.0,0.0,2.0,0.0,0.0,1.75,3.5,4.2,12,1,2023,7,30,1,3,1,Home Win,Home Win,2023-2024,Antwerp,73.0,74.0,73.0,73.0,27.0,Fast build up,Cercle Brugge,69.0,70.0,70.0,67.0,28.0,Balanced,80.0,80.0,66.66666666666666
B1,2023-07-30,Gent,Kortrijk,3,2,H,17.0,10.0,4.0,3.0,5.0,9.0,7.0,5.0,1.0,4.0,0.0,0.0,1.33,4.75,8.0,15,1,2023,7,30,8,9,1,Home Win,Home Win,2023-2024,Gent,72.0,71.0,72.0,72.0,28.0,Fast build up,Kortrijk,67.0,67.0,68.0,66.0,28.0,Balanced,66.66666666666666,53.333333333333336,26.666666666666668
B1,2023-07-30,Club Brugge,Mechelen,1,1,D,21.0,9.0,5.0,2.0,8.0,9.0,4.0,3.0,2.0,2.0,1.0,0.0,1.45,4.5,5.25,17,0,2023,7,30,5,10,1,Draw,Draw,2023-2024,Club Brugge,74.0,73.0,75.0,71.0,27.0,Long ball,Mechelen,69.0,71.0,68.0,68.0,28.0,Balanced,86.66666666666667,66.66666666666666,26.666666666666668
B1,2023-07-30,St Truiden,Standard,1,0,H,11.0,7.0,3.0,3.0,13.0,11.0,3.0,2.0,1.0,1.0,0.0,0.0,2.63,3.2,2.63,18,1,2023,7,30,16,18,1,Home Win,Home Win,2023-2024,St Truiden,68.0,70.0,68.0,68.0,27.0,Fast build up,,69.64389067524115,70.3330689928628,69.83108643933386,68.45757335448057,26.94528152260111,Balanced,46.666666666666664,40.0,66.66666666666666
B1,2023-08-04,Standard,St. Gilloise,0,1,A,8.0,24.0,3.0,8.0,9.0,12.0,2.0,13.0,4.0,1.0,1.0,0.0,3.75,3.6,1.91,19,2,2023,8,4,18,17,6,Away Win,Away Win,2023-2024,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,St. Gilloise,72.0,72.0,70.0,72.0,27.0,Balanced,66.66666666666666,60.0,86.66666666666667
B1,2023-08-05,Genk,Eupen,0,1,A,28.0,5.0,3.0,2.0,11.0,11.0,7.0,2.0,1.0,2.0,0.0,0.0,1.33,5.25,8.5,15,2,2023,8,5,7,6,7,Away Win,Away Win,2023-2024,Genk,72.0,71.0,72.0,72.0,26.0,Long ball,Eupen,67.0,67.0,67.0,66.0,28.0,Long ball,60.0,66.66666666666666,13.333333333333334
B1,2023-08-05,Cercle Brugge,Charleroi,2,0,H,19.0,8.0,3.0,3.0,11.0,13.0,4.0,5.0,0.0,3.0,0.0,0.0,1.85,3.8,4.0,17,1,2023,8,5,3,4,7,Home Win,Home Win,2023-2024,Cercle Brugge,69.0,70.0,70.0,67.0,28.0,Balanced,Charleroi,69.0,72.0,70.0,68.0,28.0,Balanced,73.33333333333333,60.0,53.333333333333336
B1,2023-08-05,Oud-Heverlee Leuven,RWD Molenbeek,1,2,A,18.0,15.0,5.0,4.0,14.0,18.0,15.0,6.0,4.0,1.0,0.0,0.0,1.75,4.0,4.2,19,2,2023,8,5,13,14,7,Away Win,Away Win,2023-2024,Oud-Heverlee Leuven,68.0,69.0,68.0,69.0,28.0,Balanced,RWD Molenbeek,67.0,70.0,68.0,65.0,28.0,Balanced,66.66666666666666,66.66666666666666,0.0
B1,2023-08-06,Anderlecht,Antwerp,1,0,H,9.0,5.0,2.0,3.0,9.0,19.0,3.0,6.0,1.0,1.0,0.0,0.0,2.55,3.4,2.63,12,1,2023,8,6,0,1,1,Home Win,Home Win,2023-2024,Anderlecht,74.0,74.0,73.0,74.0,28.0,Balanced,Antwerp,73.0,74.0,73.0,73.0,27.0,Fast build up,53.333333333333336,26.666666666666668,100.0
