Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,Hour,FTR_numeric,Year,Month,Day,HomeTeam_enc,AwayTeam_enc,DayOfWeek_Num,Result,Season
B1,2023-08-06,Anderlecht,Antwerp,1,0,H,9.0,5.0,2.0,3.0,9.0,19.0,3.0,6.0,1.0,1.0,0.0,0.0,2.55,3.4,2.63,2.45,3.6,2.65,2.5,3.45,2.6,2.65,3.7,2.55,,,,2.55,3.4,2.6,2.65,3.75,2.67,2.55,3.5,2.58,12,1,2023,8,6,0,1,1,Home Win,2023-2024
B1,2023-08-06,Mechelen,Gent,0,1,A,14.0,12.0,2.0,3.0,14.0,14.0,7.0,3.0,2.0,3.0,0.0,0.0,3.8,4.0,1.8,3.8,3.9,1.85,3.75,3.85,1.83,3.78,4.04,1.87,,,,3.9,3.8,1.8,4.0,4.2,1.88,3.81,3.88,1.83,15,2,2023,8,6,10,8,1,Away Win,2023-2024
B1,2023-08-06,Westerlo,Club Brugge,0,1,A,11.0,20.0,3.0,8.0,7.0,9.0,4.0,5.0,1.0,0.0,0.0,0.0,3.6,3.75,1.95,3.5,3.8,1.95,3.4,3.7,2.0,3.69,3.7,1.98,,,,3.5,3.7,1.95,3.8,3.9,2.07,3.48,3.72,1.97,17,2,2023,8,6,21,5,1,Away Win,2023-2024
B1,2023-08-06,Kortrijk,St Truiden,0,1,A,8.0,14.0,1.0,4.0,10.0,12.0,0.0,14.0,1.0,2.0,0.0,0.0,2.8,3.4,2.45,2.85,3.4,2.4,2.85,3.35,2.45,2.85,3.35,2.53,,,,,,,2.9,3.57,2.53,2.8,3.36,2.44,18,2,2023,8,6,9,16,1,Away Win,2023-2024
B1,2023-08-11,Antwerp,Kortrijk,6,0,H,25.0,4.0,9.0,1.0,8.0,11.0,4.0,1.0,0.0,2.0,0.0,0.0,1.25,5.25,9.5,1.28,6.0,9.75,1.3,5.5,9.0,1.26,6.31,11.17,,,,1.25,5.75,10.5,1.3,6.31,11.17,1.26,5.86,10.02,19,1,2023,8,11,1,9,6,Home Win,2023-2024
B1,2023-08-12,RWD Molenbeek,Mechelen,1,0,H,18.0,9.0,8.0,4.0,12.0,11.0,7.0,4.0,3.0,1.0,0.0,0.0,2.15,3.5,2.9,2.25,3.7,2.95,2.3,3.5,2.9,2.25,3.89,3.01,,,,2.2,3.5,3.0,2.38,4.0,3.01,2.24,3.67,2.9,15,1,2023,8,12,14,10,7,Home Win,2023-2024
B1,2023-08-12,St. Gilloise,Oud-Heverlee Leuven,5,1,H,16.0,4.0,9.0,1.0,10.0,15.0,0.0,3.0,1.0,4.0,0.0,0.0,1.5,4.0,5.75,1.46,4.8,6.25,1.47,4.6,6.0,1.51,4.42,6.74,,,,1.44,4.6,6.0,1.53,4.9,7.5,1.47,4.61,6.06,17,1,2023,8,12,17,13,7,Home Win,2023-2024
B1,2023-08-13,St Truiden,Anderlecht,0,1,A,14.0,9.0,5.0,3.0,13.0,15.0,6.0,1.0,4.0,5.0,0.0,1.0,3.2,3.4,2.05,3.4,3.4,2.15,3.2,3.35,2.2,3.46,3.45,2.15,,,,3.2,3.4,2.15,3.46,3.68,2.21,3.26,3.41,2.15,12,2,2023,8,13,16,0,1,Away Win,2023-2024
B1,2023-08-13,Cercle Brugge,Genk,0,1,A,13.0,10.0,2.0,3.0,8.0,20.0,5.0,3.0,2.0,3.0,0.0,0.0,2.75,3.5,2.25,2.85,3.6,2.3,2.8,3.55,2.35,2.72,3.73,2.45,,,,2.75,3.6,2.3,2.85,3.92,2.45,2.75,3.67,2.33,15,2,2023,8,13,3,7,1,Away Win,2023-2024
B1,2023-08-13,Eupen,Club Brugge,0,5,A,9.0,13.0,1.0,7.0,9.0,13.0,4.0,6.0,0.0,2.0,0.0,0.0,5.25,4.0,1.5,5.25,4.2,1.58,5.25,4.2,1.6,5.62,4.33,1.56,,,,5.5,4.2,1.53,5.62,4.7,1.61,5.28,4.29,1.55,15,2,2023,8,13,6,5,1,Away Win,2023-2024
B1,2023-08-13,Charleroi,Standard,1,1,D,18.0,7.0,3.0,2.0,11.0,12.0,13.0,2.0,3.0,2.0,1.0,1.0,1.95,3.5,3.4,2.05,3.5,3.5,2.1,3.5,3.35,2.07,3.64,3.47,,,,2.05,3.5,3.4,2.11,3.91,3.52,2.04,3.59,3.36,17,0,2023,8,13,4,18,1,Draw,2023-2024
B1,2023-08-13,Westerlo,Gent,1,3,A,14.0,18.0,4.0,9.0,10.0,14.0,4.0,10.0,1.0,1.0,0.0,0.0,3.3,3.4,2.0,3.4,3.75,2.0,3.4,3.65,2.0,3.56,3.96,1.95,,,,3.5,3.75,1.93,3.6,4.1,2.04,3.44,3.79,1.96,18,2,2023,8,13,21,8,1,Away Win,2023-2024
B1,2023-08-18,Oud-Heverlee Leuven,Antwerp,1,1,D,10.0,13.0,2.0,4.0,16.0,10.0,7.0,7.0,4.0,2.0,1.0,0.0,5.25,4.0,1.62,4.6,4.1,1.68,4.7,4.0,1.67,4.93,4.24,1.67,,,,4.75,4.0,1.65,5.25,4.3,1.7,4.66,4.07,1.66,19,0,2023,8,18,13,1,6,Draw,2023-2024
B1,2023-08-19,Standard,Cercle Brugge,0,1,A,7.0,16.0,3.0,4.0,10.0,11.0,3.0,2.0,2.0,2.0,0.0,0.0,2.9,3.4,2.38,2.85,3.6,2.35,2.85,3.45,2.4,2.94,3.55,2.43,,,,2.88,3.4,2.3,2.94,3.65,2.43,2.85,3.49,2.35,15,2,2023,8,19,18,3,7,Away Win,2023-2024
B1,2023-08-19,Mechelen,St. Gilloise,4,0,H,10.0,14.0,7.0,1.0,9.0,10.0,4.0,6.0,0.0,2.0,0.0,0.0,4.33,3.75,1.75,4.33,4.1,1.73,4.1,3.9,1.77,4.29,4.01,1.81,,,,4.4,3.8,1.73,4.4,4.1,1.81,4.2,3.93,1.75,19,1,2023,8,19,10,17,7,Home Win,2023-2024
B1,2023-08-20,Anderlecht,Westerlo,2,1,H,24.0,18.0,7.0,3.0,7.0,13.0,6.0,2.0,1.0,3.0,0.0,0.0,1.83,3.75,4.0,1.85,3.9,3.8,1.9,3.75,3.75,1.92,3.59,4.13,,,,1.87,3.6,3.9,1.95,3.95,4.2,1.87,3.69,3.86,12,1,2023,8,20,0,21,1,Home Win,2023-2024
B1,2023-08-20,Genk,Charleroi,0,0,D,23.0,7.0,7.0,3.0,11.0,13.0,11.0,4.0,0.0,0.0,0.0,0.0,1.53,4.2,5.5,1.57,4.4,5.25,1.57,4.3,5.25,1.59,4.53,5.02,,,,1.53,4.2,5.5,1.61,4.6,5.6,1.56,4.37,5.19,15,0,2023,8,20,7,4,1,Draw,2023-2024
B1,2023-08-20,Gent,St Truiden,2,2,D,19.0,14.0,5.0,3.0,11.0,9.0,7.0,2.0,2.0,2.0,0.0,0.0,1.4,4.75,7.5,1.42,4.75,7.25,1.43,4.7,7.0,1.44,4.89,6.52,,,,1.4,4.6,8.0,1.45,5.1,7.5,1.41,4.71,6.99,15,0,2023,8,20,8,16,1,Draw,2023-2024
B1,2023-08-20,Club Brugge,RWD Molenbeek,7,1,H,23.0,9.0,9.0,3.0,10.0,12.0,8.0,3.0,0.0,1.0,0.0,0.0,1.29,5.75,9.5,1.27,6.0,9.75,1.27,6.0,9.0,1.29,5.77,9.29,,,,1.29,5.5,10.0,1.31,6.25,10.5,1.28,5.78,9.33,17,1,2023,8,20,5,14,1,Home Win,2023-2024
B1,2023-08-20,Kortrijk,Eupen,1,3,A,13.0,15.0,4.0,8.0,15.0,15.0,5.0,9.0,5.0,4.0,1.0,0.0,2.25,3.5,3.0,2.25,3.6,2.95,2.25,3.5,2.95,2.33,3.77,2.85,,,,2.3,3.4,2.9,2.35,3.78,3.05,2.27,3.58,2.89,18,2,2023,8,20,9,6,1,Away Win,2023-2024
B1,2023-08-26,Westerlo,Mechelen,2,3,A,11.0,17.0,4.0,5.0,8.0,9.0,5.0,4.0,0.0,3.0,0.0,0.0,2.2,3.5,3.1,2.1,3.75,3.2,2.15,3.6,3.05,2.25,3.83,3.04,,,,2.15,3.5,3.1,2.27,3.9,3.2,2.17,3.69,3.04,15,2,2023,8,26,21,10,7,Away Win,2023-2024
B1,2023-08-26,Eupen,Oud-Heverlee Leuven,3,1,H,17.0,22.0,4.0,5.0,15.0,9.0,3.0,5.0,1.0,2.0,0.0,0.0,3.0,3.6,2.2,2.9,3.75,2.25,2.95,3.65,2.2,3.02,3.81,2.27,,,,3.0,3.6,2.2,3.05,3.84,2.29,2.96,3.68,2.22,17,1,2023,8,26,6,13,7,Home Win,2023-2024
B1,2023-08-26,Kortrijk,Standard,1,1,D,19.0,23.0,6.0,6.0,7.0,12.0,7.0,10.0,0.0,2.0,0.0,0.0,3.0,3.4,2.3,2.9,3.6,2.3,2.95,3.5,2.25,3.0,3.65,2.35,,,,3.0,3.4,2.25,3.1,3.69,2.36,2.97,3.54,2.27,19,0,2023,8,26,9,18,7,Draw,2023-2024
B1,2023-08-27,St Truiden,Cercle Brugge,0,2,A,20.0,25.0,4.0,8.0,8.0,18.0,8.0,8.0,1.0,1.0,0.0,0.0,3.25,3.3,2.2,3.0,3.4,2.3,3.15,3.35,2.25,3.19,3.38,2.3,,,,3.13,3.4,2.2,3.25,3.47,2.3,3.16,3.36,2.24,15,2,2023,8,27,16,3,1,Away Win,2023-2024
B1,2023-08-27,Anderlecht,Charleroi,2,1,H,15.0,18.0,8.0,5.0,12.0,16.0,4.0,7.0,0.0,2.0,0.0,0.0,1.75,3.75,4.5,1.8,3.9,4.1,1.75,3.8,4.2,1.72,4.11,4.43,,,,1.75,3.75,4.33,1.8,4.2,4.6,1.75,3.9,4.32,17,1,2023,8,27,0,4,1,Home Win,2023-2024
B1,2023-09-01,Oud-Heverlee Leuven,Kortrijk,3,0,H,20.0,13.0,9.0,7.0,10.0,14.0,4.0,1.0,1.0,3.0,0.0,0.0,1.6,4.5,4.5,1.62,4.5,4.6,1.63,4.4,4.5,1.63,4.61,4.83,,,,1.6,4.33,4.75,1.64,4.61,4.83,1.61,4.45,4.65,19,1,2023,9,1,13,9,6,Home Win,2023-2024
B1,2023-09-02,Cercle Brugge,Westerlo,2,1,H,21.0,7.0,6.0,1.0,16.0,16.0,14.0,1.0,0.0,1.0,0.0,0.0,1.55,4.2,5.5,1.6,4.33,5.0,1.57,4.3,5.0,1.58,4.43,5.54,,,,1.53,4.2,5.5,1.6,4.6,5.6,1.56,4.38,5.24,15,1,2023,9,2,3,21,7,Home Win,2023-2024
B1,2023-09-02,Mechelen,Eupen,1,0,H,22.0,9.0,6.0,1.0,10.0,13.0,6.0,4.0,0.0,1.0,0.0,0.0,1.8,3.8,4.0,1.77,3.9,4.1,1.8,3.85,3.9,1.78,4.13,4.21,,,,1.8,3.8,4.1,1.82,4.2,4.21,1.77,3.98,4.06,17,1,2023,9,2,10,6,7,Home Win,2023-2024
B1,2023-09-02,Standard,RWD Molenbeek,1,1,D,11.0,8.0,4.0,3.0,9.0,22.0,5.0,0.0,1.0,3.0,0.0,0.0,1.95,3.6,3.6,2.0,3.7,3.5,2.0,3.65,3.45,2.07,3.56,3.7,,,,1.95,3.6,3.5,2.07,3.76,3.75,2.01,3.63,3.51,19,0,2023,9,2,18,14,7,Draw,2023-2024
B1,2023-09-03,Gent,Club Brugge,2,1,H,14.0,14.0,4.0,7.0,14.0,12.0,5.0,6.0,2.0,0.0,1.0,0.0,2.4,3.5,2.75,2.4,3.7,2.7,2.45,3.55,2.75,2.41,3.77,2.79,,,,2.4,3.5,2.75,2.48,3.77,2.81,2.39,3.62,2.73,12,1,2023,9,3,8,5,1,Home Win,2023-2024
B1,2023-09-03,St. Gilloise,Antwerp,2,2,D,24.0,8.0,7.0,5.0,9.0,12.0,8.0,4.0,1.0,2.0,0.0,0.0,2.3,3.4,3.0,2.35,3.4,3.0,2.3,3.3,3.0,2.34,3.22,3.27,,,,2.3,3.3,3.0,2.38,3.43,3.29,2.32,3.3,3.08,15,0,2023,9,3,17,1,1,Draw,2023-2024
B1,2023-09-03,Genk,Anderlecht,1,1,D,12.0,8.0,4.0,4.0,6.0,15.0,7.0,7.0,5.0,6.0,1.0,0.0,1.91,3.6,3.8,1.9,3.8,3.6,1.95,3.7,3.6,1.97,3.56,3.87,,,,1.91,3.7,3.6,1.99,3.89,3.91,1.93,3.68,3.69,17,0,2023,9,3,7,0,1,Draw,2023-2024
B1,2023-09-03,Charleroi,St Truiden,1,1,D,18.0,8.0,5.0,5.0,12.0,6.0,3.0,5.0,2.0,0.0,0.0,1.0,2.25,3.3,3.2,2.25,3.4,3.1,2.3,3.3,3.05,2.23,3.43,3.28,,,,2.25,3.3,3.1,2.33,3.5,3.28,2.24,3.38,3.14,18,0,2023,9,3,4,16,1,Draw,2023-2024
B1,2023-09-15,Westerlo,Antwerp,0,3,A,9.0,15.0,2.0,4.0,13.0,9.0,4.0,5.0,3.0,0.0,0.0,0.0,5.5,4.0,1.57,5.25,4.4,1.57,5.5,4.2,1.57,5.39,4.45,1.6,,,,5.75,4.0,1.55,5.75,4.5,1.61,5.28,4.28,1.57,19,2,2023,9,15,21,1,6,Away Win,2023-2024
B1,2023-09-16,RWD Molenbeek,Cercle Brugge,2,1,H,10.0,15.0,5.0,4.0,18.0,12.0,5.0,4.0,3.0,3.0,0.0,0.0,4.2,3.75,1.8,4.0,3.9,1.8,3.9,3.8,1.85,4.18,4.22,1.79,,,,4.1,3.75,1.8,4.2,4.22,1.84,4.05,3.93,1.79,15,1,2023,9,16,14,3,7,Home Win,2023-2024
B1,2023-09-16,St. Gilloise,Genk,0,2,A,25.0,7.0,4.0,2.0,15.0,15.0,7.0,3.0,1.0,6.0,0.0,0.0,1.91,3.6,3.75,1.98,3.7,3.5,1.97,3.6,3.5,2.0,3.85,3.63,,,,1.95,3.5,3.7,2.01,3.87,3.75,1.97,3.7,3.56,17,2,2023,9,16,17,7,7,Away Win,2023-2024
B1,2023-09-16,Club Brugge,Charleroi,4,2,H,25.0,14.0,10.0,8.0,8.0,6.0,5.0,5.0,2.0,3.0,0.0,0.0,1.4,4.75,6.5,1.43,5.0,6.5,1.43,4.9,6.5,1.41,5.26,7.15,,,,1.4,4.75,7.0,1.44,5.4,7.15,1.4,4.96,6.78,19,1,2023,9,16,5,4,7,Home Win,2023-2024
B1,2023-09-17,Eupen,Standard,1,3,A,13.0,16.0,3.0,6.0,5.0,12.0,6.0,6.0,1.0,4.0,0.0,1.0,3.0,3.4,2.3,2.9,3.5,2.35,2.9,3.45,2.35,3.08,3.37,2.36,,,,2.9,3.4,2.3,3.1,3.61,2.38,2.95,3.42,2.32,12,2,2023,9,17,6,18,1,Away Win,2023-2024
B1,2023-09-17,Kortrijk,Anderlecht,2,2,D,9.0,18.0,4.0,6.0,13.0,6.0,3.0,11.0,5.0,1.0,1.0,1.0,4.5,4.0,1.7,4.5,4.1,1.7,4.3,4.0,1.7,4.66,4.22,1.68,,,,4.75,3.9,1.67,4.75,4.4,1.73,4.52,4.09,1.68,15,0,2023,9,17,9,0,1,Draw,2023-2024
B1,2023-09-17,Oud-Heverlee Leuven,Gent,1,1,D,9.0,22.0,2.0,4.0,7.0,11.0,3.0,16.0,4.0,3.0,0.0,0.0,4.33,3.75,1.75,4.2,3.9,1.77,4.1,3.85,1.8,4.4,4.13,1.73,,,,4.2,3.9,1.73,4.5,4.2,1.81,4.22,3.98,1.75,17,0,2023,9,17,13,8,1,Draw,2023-2024
B1,2023-09-17,St Truiden,Mechelen,2,0,H,16.0,13.0,4.0,7.0,8.0,12.0,1.0,7.0,1.0,2.0,0.0,0.0,2.4,3.4,2.88,2.37,3.4,2.9,2.35,3.35,2.9,2.45,3.44,2.9,,,,2.38,3.3,2.9,2.45,3.56,3.0,2.38,3.41,2.87,18,1,2023,9,17,16,10,1,Home Win,2023-2024
B1,2023-09-22,Standard,Westerlo,0,0,D,14.0,3.0,5.0,2.0,6.0,23.0,5.0,2.0,0.0,3.0,0.0,0.0,1.8,4.0,3.8,1.85,3.9,3.75,1.9,3.85,3.6,1.83,4.25,3.92,,,,1.83,3.8,3.9,1.92,4.25,3.92,1.84,3.99,3.78,19,0,2023,9,22,18,21,6,Draw,2023-2024
B1,2023-09-23,Charleroi,Kortrijk,1,0,H,14.0,13.0,5.0,3.0,16.0,13.0,8.0,7.0,2.0,1.0,0.0,0.0,1.62,4.33,4.75,1.68,4.1,4.6,1.65,4.1,4.7,1.65,4.34,5.05,,,,1.62,4.0,5.0,1.7,4.34,5.1,1.64,4.16,4.77,15,1,2023,9,23,4,9,7,Home Win,2023-2024
B1,2023-09-23,Mechelen,Oud-Heverlee Leuven,1,2,A,16.0,15.0,4.0,8.0,12.0,7.0,6.0,6.0,5.0,3.0,0.0,0.0,1.91,3.75,3.6,1.93,3.9,3.5,1.9,3.85,3.55,1.93,3.81,3.9,,,,1.9,3.6,3.75,1.95,4.0,3.9,1.91,3.84,3.67,17,2,2023,9,23,10,13,7,Away Win,2023-2024
B1,2023-09-23,Antwerp,RWD Molenbeek,0,0,D,14.0,5.0,3.0,1.0,4.0,14.0,9.0,1.0,0.0,1.0,0.0,0.0,1.3,5.0,9.0,1.34,5.25,8.5,1.33,5.25,8.25,1.33,5.63,8.62,,,,1.33,5.0,9.0,1.35,5.8,10.5,1.32,5.33,8.56,19,0,2023,9,23,1,14,7,Draw,2023-2024
B1,2023-09-24,Genk,St Truiden,3,3,D,20.0,16.0,7.0,6.0,17.0,11.0,5.0,1.0,2.0,4.0,0.0,0.0,1.55,4.33,5.25,1.61,4.2,5.25,1.57,4.2,5.25,1.58,4.34,5.35,,,,1.55,4.0,5.75,1.61,4.4,5.6,1.57,4.23,5.33,12,0,2023,9,24,7,16,1,Draw,2023-2024
B1,2023-09-24,Cercle Brugge,St. Gilloise,0,2,A,6.0,15.0,1.0,7.0,8.0,17.0,3.0,2.0,3.0,3.0,1.0,0.0,2.63,3.6,2.45,2.7,3.5,2.5,2.7,3.45,2.45,2.88,3.53,2.42,,,,2.8,3.4,2.4,2.92,3.6,2.6,2.76,3.49,2.44,15,2,2023,9,24,3,17,1,Away Win,2023-2024
B1,2023-09-24,Anderlecht,Club Brugge,1,1,D,8.0,9.0,1.0,3.0,12.0,11.0,3.0,3.0,1.0,1.0,0.0,0.0,3.1,3.6,2.15,3.0,3.7,2.2,3.0,3.55,2.2,2.91,3.74,2.31,,,,3.0,3.4,2.25,3.12,3.8,2.33,2.96,3.65,2.23,17,0,2023,9,24,0,5,1,Draw,2023-2024
B1,2023-09-24,Gent,Eupen,2,1,H,13.0,14.0,6.0,3.0,9.0,16.0,3.0,7.0,1.0,4.0,1.0,0.0,1.29,5.5,11.0,1.29,6.0,9.5,1.3,6.0,9.5,1.28,5.94,9.23,,,,1.25,5.75,10.5,1.31,6.2,11.0,1.28,5.73,9.63,18,1,2023,9,24,8,6,1,Home Win,2023-2024
B1,2023-09-27,Antwerp,Gent,0,0,D,14.0,6.0,4.0,2.0,10.0,4.0,6.0,0.0,3.0,1.0,0.0,0.0,2.1,3.6,3.2,2.1,3.7,3.2,2.15,3.55,3.1,2.12,3.7,3.42,,,,2.15,3.3,3.2,2.16,3.75,3.42,2.12,3.61,3.21,19,0,2023,9,27,1,8,4,Draw,2023-2024
B1,2023-09-28,RWD Molenbeek,St. Gilloise,2,3,A,10.0,16.0,7.0,8.0,8.0,14.0,3.0,8.0,2.0,3.0,0.0,0.0,4.75,3.8,1.7,4.5,4.1,1.7,4.5,3.9,1.7,4.79,4.22,1.66,,,,4.6,4.0,1.67,4.9,4.3,1.71,4.64,4.06,1.68,17,2,2023,9,28,14,17,5,Away Win,2023-2024
B1,2023-09-28,Club Brugge,Genk,1,1,D,18.0,15.0,3.0,5.0,16.0,7.0,10.0,3.0,4.0,1.0,0.0,0.0,1.85,3.6,4.2,1.82,3.9,4.0,1.85,3.75,3.85,1.79,4.03,4.16,,,,1.8,3.9,3.9,1.85,4.1,4.3,1.79,3.92,4.03,19,0,2023,9,28,5,7,5,Draw,2023-2024
B1,2023-09-29,Kortrijk,Cercle Brugge,2,1,H,10.0,10.0,4.0,2.0,13.0,19.0,3.0,7.0,3.0,1.0,0.0,0.0,5.0,4.0,1.62,4.75,4.2,1.63,4.7,4.1,1.63,4.68,4.39,1.68,,,,4.8,4.2,1.6,5.0,4.5,1.68,4.68,4.25,1.63,19,1,2023,9,29,9,3,6,Home Win,2023-2024
B1,2023-09-30,Eupen,Anderlecht,1,3,A,9.0,20.0,3.0,6.0,11.0,15.0,2.0,4.0,1.0,0.0,0.0,0.0,4.2,4.0,1.73,4.2,3.9,1.77,4.0,3.9,1.8,4.48,3.99,1.78,,,,4.4,3.75,1.73,4.52,4.06,1.79,4.3,3.92,1.75,15,2,2023,9,30,6,0,7,Away Win,2023-2024
B1,2023-09-30,Oud-Heverlee Leuven,Standard,1,2,A,11.0,14.0,5.0,3.0,10.0,11.0,6.0,3.0,2.0,1.0,0.0,0.0,2.3,3.6,2.88,2.25,3.7,2.87,2.3,3.6,2.85,2.38,3.69,2.92,,,,2.3,3.5,2.88,2.38,3.84,2.93,2.29,3.65,2.85,17,2,2023,9,30,13,18,7,Away Win,2023-2024
B1,2023-09-30,Mechelen,Antwerp,0,0,D,14.0,22.0,3.0,4.0,3.0,5.0,5.0,13.0,0.0,1.0,0.0,0.0,3.6,4.0,1.85,3.7,3.8,1.9,3.65,3.85,1.9,3.93,3.8,1.93,,,,3.75,3.6,1.9,3.93,4.0,1.94,3.77,3.77,1.89,19,0,2023,9,30,10,1,7,Draw,2023-2024
B1,2023-10-01,St. Gilloise,Charleroi,3,1,H,17.0,4.0,7.0,3.0,13.0,13.0,8.0,7.0,1.0,2.0,0.0,0.0,1.55,4.2,5.5,1.62,4.2,5.0,1.6,4.3,5.0,1.57,4.43,5.34,,,,1.57,4.0,5.5,1.63,4.6,5.5,1.58,4.31,5.12,12,1,2023,10,1,17,4,1,Home Win,2023-2024
B1,2023-10-01,Genk,Westerlo,3,3,D,18.0,10.0,6.0,7.0,7.0,12.0,4.0,7.0,2.0,2.0,1.0,0.0,1.44,4.5,7.0,1.47,4.6,6.25,1.45,4.7,6.25,1.45,4.87,6.35,,,,1.44,4.5,6.5,1.48,5.0,7.0,1.45,4.7,6.32,15,0,2023,10,1,7,21,1,Draw,2023-2024
B1,2023-10-01,Club Brugge,St Truiden,1,1,D,20.0,12.0,7.0,3.0,12.0,8.0,11.0,4.0,3.0,1.0,0.0,0.0,1.36,4.75,8.5,1.41,4.8,7.0,1.4,4.8,7.25,1.38,5.12,7.61,,,,1.36,4.8,8.0,1.42,5.3,8.5,1.39,4.91,7.36,17,0,2023,10,1,5,16,1,Draw,2023-2024
B1,2023-10-01,RWD Molenbeek,Gent,1,1,D,9.0,19.0,3.0,9.0,9.0,10.0,4.0,4.0,3.0,1.0,0.0,0.0,4.5,4.0,1.7,4.75,4.1,1.66,4.5,4.0,1.7,4.5,4.23,1.69,,,,4.75,3.9,1.65,4.9,4.33,1.71,4.57,4.11,1.67,18,0,2023,10,1,14,8,1,Draw,2023-2024
B1,2023-10-06,Charleroi,RWD Molenbeek,2,1,H,22.0,6.0,7.0,3.0,9.0,7.0,14.0,2.0,1.0,3.0,0.0,1.0,1.91,3.75,3.75,1.93,3.75,3.7,1.95,3.7,3.55,1.91,3.88,3.95,1.85,3.7,3.8,1.87,3.7,3.75,1.95,3.88,4.02,1.89,3.76,3.75,19,1,2023,10,6,4,14,6,Home Win,2023-2024
B1,2023-10-07,Cercle Brugge,Oud-Heverlee Leuven,3,2,H,18.0,13.0,7.0,5.0,9.0,9.0,6.0,6.0,2.0,3.0,0.0,0.0,1.57,4.33,5.0,1.58,4.5,5.0,1.6,4.4,4.8,1.62,4.4,5.2,1.53,4.4,5.5,1.57,4.2,5.0,1.63,4.51,5.3,1.58,4.36,5.01,15,1,2023,10,7,3,13,7,Home Win,2023-2024
B1,2023-10-07,Westerlo,Kortrijk,1,0,H,13.0,13.0,4.0,3.0,15.0,10.0,1.0,10.0,2.0,4.0,0.0,0.0,1.8,4.0,3.8,1.83,4.1,3.7,1.9,3.95,3.6,1.85,4.29,3.79,1.8,4.0,3.75,1.85,3.75,3.75,1.86,4.33,3.95,1.83,4.08,3.73,17,1,2023,10,7,21,9,7,Home Win,2023-2024
B1,2023-10-07,Anderlecht,Mechelen,3,1,H,19.0,13.0,9.0,3.0,14.0,10.0,8.0,1.0,2.0,3.0,0.0,0.0,1.73,4.0,4.2,1.72,4.1,4.33,1.73,3.9,4.3,1.75,4.05,4.58,1.7,4.0,4.33,1.73,3.75,4.4,1.76,4.1,4.6,1.73,3.96,4.33,19,1,2023,10,7,0,10,7,Home Win,2023-2024
B1,2023-10-08,Standard,Club Brugge,2,1,H,7.0,16.0,5.0,7.0,13.0,14.0,1.0,6.0,4.0,1.0,0.0,0.0,4.75,4.0,1.65,4.6,4.1,1.68,4.6,4.0,1.67,4.92,4.2,1.66,4.33,4.0,1.7,4.6,4.0,1.67,5.0,4.21,1.71,4.62,4.07,1.67,12,1,2023,10,8,18,5,1,Home Win,2023-2024
B1,2023-10-08,Antwerp,Eupen,4,1,H,27.0,5.0,12.0,2.0,8.0,10.0,8.0,2.0,0.0,2.0,0.0,0.0,1.25,6.5,9.5,1.24,6.25,11.5,1.25,6.25,10.0,1.23,6.64,10.66,1.2,6.5,13.0,1.22,6.0,11.5,1.26,7.0,12.0,1.23,6.33,10.72,15,1,2023,10,8,1,6,1,Home Win,2023-2024
B1,2023-10-08,Gent,Genk,1,1,D,18.0,20.0,9.0,6.0,9.0,14.0,4.0,9.0,1.0,3.0,0.0,0.0,1.95,3.75,3.5,1.98,3.9,3.4,2.05,3.7,3.3,2.05,3.76,3.42,1.95,3.8,3.4,2.0,3.6,3.4,2.06,4.0,3.54,2.0,3.75,3.39,17,0,2023,10,8,8,7,1,Draw,2023-2024
B1,2023-10-08,St Truiden,St. Gilloise,0,4,A,9.0,12.0,1.0,7.0,3.0,15.0,3.0,5.0,1.0,4.0,0.0,0.0,4.0,3.75,1.83,4.0,3.75,1.85,3.9,3.7,1.9,4.22,3.82,1.82,3.9,3.75,1.83,4.1,3.6,1.83,4.3,3.9,1.87,4.05,3.74,1.82,18,2,2023,10,8,16,17,1,Away Win,2023-2024
B1,2023-10-20,St. Gilloise,Eupen,4,1,H,21.0,6.0,11.0,1.0,14.0,14.0,3.0,1.0,0.0,3.0,0.0,1.0,1.18,6.5,13.0,1.21,7.0,13.0,1.22,6.5,12.0,1.2,7.49,13.66,1.25,5.8,10.0,1.18,6.5,15.0,1.22,7.6,15.0,1.19,6.95,13.28,19,1,2023,10,20,17,6,6,Home Win,2023-2024
B1,2023-10-21,Kortrijk,Club Brugge,1,0,H,6.0,18.0,2.0,4.0,14.0,9.0,1.0,9.0,4.0,2.0,0.0,0.0,7.0,5.0,1.4,6.5,4.8,1.44,6.75,5.0,1.4,7.22,5.36,1.4,7.0,4.8,1.4,7.5,5.0,1.36,7.5,5.4,1.44,6.96,5.05,1.39,15,1,2023,10,21,9,5,7,Home Win,2023-2024
B1,2023-10-21,RWD Molenbeek,Westerlo,1,1,D,12.0,9.0,6.0,5.0,10.0,8.0,7.0,4.0,2.0,2.0,0.0,0.0,2.25,3.5,2.9,2.25,3.7,2.95,2.3,3.55,2.9,2.39,3.67,2.92,2.25,3.6,2.9,2.3,3.5,2.88,2.39,3.73,3.0,2.29,3.6,2.89,17,0,2023,10,21,14,21,7,Draw,2023-2024
