Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A
B1,23/08/2020,17:15,Anderlecht,Mouscron,1,1,2,0.0,0.0,D,16.0,7.0,5.0,2.0,16.0,14.0,12.0,2.0,2.0,2.0,0.0,1.0,1.36,4.33,8.5
B1,24/08/2020,19:45,St Truiden,Oostende,0,0,2,0.0,0.0,D,9.0,13.0,1.0,2.0,12.0,26.0,4.0,5.0,1.0,7.0,1.0,1.0,2.1,3.5,3.3
B1,28/08/2020,19:45,Oostende,Anderlecht,2,2,2,2.0,1.0,H,11.0,13.0,5.0,5.0,12.0,14.0,5.0,4.0,3.0,3.0,0.0,0.0,3.5,3.75,1.95
B1,29/08/2020,15:15,Eupen,St Truiden,1,1,2,1.0,0.0,H,5.0,17.0,3.0,4.0,25.0,14.0,4.0,5.0,4.0,4.0,1.0,0.0,2.0,3.5,3.6
B1,29/08/2020,17:30,Cercle Brugge,Kortrijk,0,1,0,0.0,0.0,D,9.0,11.0,1.0,2.0,18.0,16.0,5.0,11.0,2.0,3.0,0.0,0.0,2.25,3.5,2.9
B1,29/08/2020,17:30,Waasland-Beveren,Oud-Heverlee Leuven,1,3,0,0.0,1.0,A,16.0,12.0,4.0,7.0,12.0,15.0,4.0,6.0,1.0,1.0,1.0,0.0,2.5,3.5,2.62
B1,29/08/2020,19:45,Mouscron,Waregem,0,1,0,0.0,0.0,D,8.0,9.0,3.0,2.0,14.0,10.0,5.0,4.0,2.0,1.0,0.0,0.0,2.87,3.4,2.37
B1,30/08/2020,12:30,Genk,Club Brugge,1,2,0,0.0,1.0,A,10.0,14.0,2.0,5.0,18.0,15.0,1.0,5.0,4.0,3.0,0.0,0.0,2.8,3.6,2.3
B1,30/08/2020,15:00,Beerschot VA,Standard,0,3,0,0.0,1.0,A,20.0,14.0,5.0,8.0,14.0,12.0,7.0,5.0,3.0,1.0,0.0,0.0,2.9,3.5,2.25
B1,30/08/2020,17:15,Charleroi,Antwerp,2,0,1,1.0,0.0,H,17.0,9.0,8.0,2.0,12.0,6.0,5.0,3.0,4.0,3.0,0.0,1.0,2.1,3.4,3.3
B1,30/08/2020,19:45,Gent,Mechelen,1,0,1,1.0,0.0,H,15.0,13.0,7.0,3.0,15.0,16.0,3.0,2.0,2.0,1.0,0.0,0.0,1.66,4.0,4.33
B1,11/09/2020,19:45,Eupen,Gent,2,1,1,1.0,0.0,H,17.0,19.0,7.0,6.0,8.0,19.0,4.0,5.0,3.0,3.0,0.0,1.0,3.1,3.75,2.15
B1,12/09/2020,15:15,Mechelen,Oostende,0,1,0,0.0,0.0,D,4.0,11.0,0.0,3.0,19.0,16.0,5.0,10.0,5.0,2.0,0.0,0.0,1.8,3.75,4.2
B1,12/09/2020,17:30,Oud-Heverlee Leuven,Standard,1,0,1,0.0,0.0,D,12.0,17.0,3.0,3.0,19.0,16.0,1.0,3.0,2.0,4.0,0.0,1.0,5.0,3.8,1.65
B1,12/09/2020,19:45,Club Brugge,Waasland-Beveren,4,1,1,2.0,1.0,H,18.0,7.0,9.0,4.0,17.0,4.0,5.0,2.0,1.0,2.0,0.0,0.0,1.16,7.5,13.0
B1,13/09/2020,12:30,Anderlecht,Cercle Brugge,2,0,1,1.0,0.0,H,15.0,8.0,6.0,1.0,11.0,20.0,7.0,3.0,1.0,4.0,0.0,0.0,1.44,4.5,6.5
B1,13/09/2020,15:00,St Truiden,Antwerp,2,3,0,2.0,2.0,D,10.0,14.0,3.0,6.0,15.0,16.0,3.0,4.0,3.0,4.0,1.0,1.0,4.0,3.8,1.8
B1,13/09/2020,17:15,Waregem,Charleroi,0,2,0,0.0,0.0,D,8.0,11.0,1.0,4.0,13.0,12.0,3.0,2.0,0.0,1.0,0.0,0.0,3.5,3.6,2.0
B1,13/09/2020,19:45,Kortrijk,Mouscron,3,0,1,0.0,0.0,D,17.0,9.0,8.0,2.0,15.0,9.0,8.0,1.0,2.0,2.0,0.0,2.0,1.85,3.8,3.8
B1,14/09/2020,19:45,Beerschot VA,Genk,5,2,1,1.0,1.0,D,12.0,6.0,7.0,3.0,16.0,17.0,5.0,3.0,0.0,4.0,0.0,2.0,3.25,3.75,2.05
B1,18/09/2020,19:45,Charleroi,Beerschot VA,3,1,1,1.0,0.0,H,14.0,11.0,4.0,2.0,11.0,11.0,7.0,1.0,0.0,1.0,0.0,0.0,1.66,3.75,5.0
B1,19/09/2020,15:15,Oostende,Oud-Heverlee Leuven,3,1,1,1.0,0.0,H,17.0,15.0,4.0,6.0,19.0,11.0,11.0,2.0,4.0,2.0,0.0,0.0,2.0,3.5,3.6
B1,19/09/2020,17:30,Mouscron,Gent,0,1,0,0.0,1.0,A,15.0,14.0,3.0,7.0,12.0,5.0,11.0,3.0,3.0,0.0,0.0,0.0,4.33,3.75,1.75
B1,19/09/2020,19:45,Waasland-Beveren,Anderlecht,2,4,0,0.0,2.0,A,14.0,17.0,6.0,7.0,16.0,11.0,5.0,7.0,4.0,1.0,0.0,0.0,6.25,4.2,1.5
B1,20/09/2020,12:30,Waregem,Club Brugge,0,6,0,0.0,4.0,A,9.0,14.0,4.0,7.0,10.0,12.0,2.0,4.0,1.0,1.0,0.0,0.0,6.25,4.2,1.5
B1,20/09/2020,15:00,Standard,Kortrijk,2,1,1,2.0,1.0,H,16.0,2.0,5.0,1.0,17.0,21.0,6.0,3.0,0.0,3.0,0.0,0.0,1.53,4.33,5.5
B1,20/09/2020,17:15,Genk,Mechelen,3,1,1,1.0,1.0,D,11.0,18.0,4.0,5.0,11.0,17.0,1.0,4.0,0.0,1.0,0.0,0.0,1.61,4.2,4.75
B1,20/09/2020,19:45,Antwerp,Eupen,2,2,2,0.0,1.0,A,16.0,11.0,5.0,3.0,6.0,15.0,9.0,4.0,2.0,6.0,0.0,0.0,1.65,4.2,4.75
B1,21/09/2020,19:45,Cercle Brugge,St Truiden,3,0,1,2.0,0.0,H,13.0,14.0,6.0,2.0,15.0,17.0,5.0,4.0,1.0,3.0,0.0,0.0,2.05,3.6,3.3
B1,25/09/2020,19:45,Kortrijk,Antwerp,1,3,0,1.0,0.0,H,15.0,14.0,5.0,3.0,24.0,6.0,6.0,2.0,2.0,0.0,0.0,0.0,3.1,3.6,2.2
B1,26/09/2020,15:15,Beerschot VA,Waasland-Beveren,3,2,1,1.0,2.0,A,19.0,5.0,6.0,3.0,16.0,9.0,10.0,0.0,1.0,2.0,0.0,0.0,1.45,4.5,6.5
B1,26/09/2020,17:30,Mechelen,St Truiden,2,0,1,0.0,0.0,D,13.0,7.0,5.0,2.0,16.0,16.0,3.0,6.0,3.0,6.0,0.0,0.0,1.75,4.0,4.2
B1,26/09/2020,19:45,Gent,Oud-Heverlee Leuven,2,3,0,0.0,2.0,A,24.0,10.0,6.0,3.0,10.0,11.0,8.0,4.0,2.0,3.0,0.0,0.0,1.44,4.75,6.0
B1,27/09/2020,12:30,Standard,Waregem,2,2,2,0.0,1.0,A,16.0,5.0,4.0,2.0,11.0,26.0,7.0,2.0,2.0,3.0,0.0,0.0,1.5,4.0,7.0
B1,27/09/2020,15:00,Anderlecht,Eupen,1,1,2,0.0,0.0,D,6.0,8.0,3.0,5.0,12.0,20.0,9.0,5.0,2.0,4.0,0.0,0.0,1.6,4.0,5.25
B1,27/09/2020,17:15,Club Brugge,Cercle Brugge,2,1,1,1.0,0.0,H,21.0,10.0,5.0,1.0,10.0,10.0,8.0,5.0,1.0,2.0,0.0,0.0,1.2,6.0,12.0
B1,27/09/2020,19:45,Mouscron,Charleroi,1,1,2,1.0,1.0,D,7.0,19.0,2.0,6.0,6.0,6.0,0.0,6.0,1.0,1.0,0.0,0.0,5.0,3.6,1.72
B1,28/09/2020,19:45,Genk,Oostende,2,2,2,1.0,1.0,D,11.0,17.0,5.0,11.0,7.0,22.0,6.0,5.0,1.0,5.0,1.0,0.0,1.5,4.33,6.0
B1,02/10/2020,19:45,Antwerp,Mechelen,4,1,1,3.0,0.0,H,11.0,15.0,6.0,5.0,8.0,13.0,4.0,6.0,1.0,2.0,0.0,0.0,1.83,4.0,3.75
B1,03/10/2020,15:15,Waasland-Beveren,Genk,1,1,2,0.0,0.0,D,18.0,13.0,8.0,2.0,10.0,12.0,4.0,6.0,3.0,3.0,0.0,0.0,5.25,4.75,1.45
B1,03/10/2020,17:30,Eupen,Cercle Brugge,1,2,0,1.0,1.0,D,10.0,16.0,3.0,6.0,12.0,12.0,8.0,3.0,5.0,4.0,0.0,0.0,2.0,3.6,3.5
B1,03/10/2020,17:30,Oud-Heverlee Leuven,Waregem,2,1,1,1.0,0.0,H,12.0,21.0,7.0,3.0,13.0,7.0,9.0,9.0,1.0,0.0,0.0,0.0,2.37,3.75,2.75
B1,03/10/2020,19:45,St Truiden,Kortrijk,0,0,2,0.0,0.0,D,23.0,5.0,4.0,2.0,15.0,17.0,9.0,4.0,3.0,2.0,0.0,1.0,2.8,3.6,2.3
B1,04/10/2020,12:30,Club Brugge,Anderlecht,3,0,1,1.0,0.0,H,22.0,5.0,6.0,2.0,18.0,15.0,8.0,1.0,1.0,4.0,0.0,1.0,1.57,4.2,5.25
B1,04/10/2020,15:00,Gent,Beerschot VA,5,1,1,3.0,0.0,H,22.0,20.0,6.0,7.0,11.0,13.0,6.0,5.0,1.0,1.0,0.0,0.0,1.75,3.8,4.33
B1,04/10/2020,17:15,Charleroi,Standard,1,2,0,0.0,0.0,D,7.0,10.0,2.0,5.0,8.0,12.0,7.0,8.0,2.0,3.0,0.0,0.0,2.2,3.6,3.0
B1,04/10/2020,19:45,Oostende,Mouscron,3,0,1,0.0,0.0,D,16.0,4.0,5.0,1.0,10.0,7.0,6.0,0.0,1.0,0.0,0.0,0.0,1.72,3.8,4.2
B1,17/10/2020,15:15,Cercle Brugge,Gent,5,2,1,2.0,1.0,H,14.0,17.0,9.0,6.0,7.0,12.0,5.0,9.0,0.0,0.0,0.0,0.0,3.25,4.0,2.0
B1,17/10/2020,17:30,Beerschot VA,St Truiden,6,3,1,5.0,1.0,H,15.0,12.0,7.0,5.0,14.0,16.0,4.0,4.0,0.0,4.0,0.0,0.0,1.66,4.0,4.33
B1,17/10/2020,17:30,Mechelen,Kortrijk,1,2,0,0.0,0.0,D,19.0,12.0,6.0,6.0,12.0,7.0,7.0,6.0,2.0,1.0,1.0,0.0,2.0,3.75,3.5
B1,17/10/2020,19:45,Standard,Club Brugge,1,1,2,0.0,1.0,A,13.0,9.0,4.0,3.0,11.0,16.0,8.0,5.0,2.0,3.0,0.0,0.0,3.5,3.5,2.0
B1,18/10/2020,12:30,Waregem,Antwerp,1,3,0,1.0,0.0,H,15.0,22.0,6.0,12.0,6.0,9.0,3.0,9.0,1.0,1.0,0.0,0.0,3.2,3.6,2.0
B1,18/10/2020,15:00,Mouscron,Eupen,0,2,0,0.0,0.0,D,17.0,13.0,6.0,6.0,9.0,15.0,5.0,4.0,3.0,1.0,0.0,0.0,3.0,3.6,2.2
B1,18/10/2020,17:15,Genk,Charleroi,2,1,1,1.0,0.0,H,11.0,14.0,6.0,5.0,21.0,15.0,4.0,5.0,4.0,2.0,1.0,0.0,2.5,3.5,2.7
B1,18/10/2020,19:30,Anderlecht,Oud-Heverlee Leuven,2,2,2,2.0,0.0,H,21.0,18.0,4.0,6.0,10.0,16.0,3.0,8.0,1.0,2.0,0.0,0.0,1.5,4.33,6.0
B1,23/10/2020,19:45,Kortrijk,Anderlecht,1,3,0,0.0,2.0,A,14.0,16.0,3.0,7.0,10.0,20.0,4.0,3.0,0.0,2.0,0.0,0.0,3.5,3.6,2.0
B1,24/10/2020,19:45,Oud-Heverlee Leuven,Club Brugge,2,1,1,1.0,1.0,D,12.0,20.0,6.0,10.0,14.0,14.0,4.0,4.0,2.0,3.0,0.0,0.0,6.5,4.5,1.45
B1,25/10/2020,12:30,Antwerp,Beerschot VA,3,2,1,2.0,1.0,H,11.0,11.0,3.0,2.0,10.0,11.0,8.0,6.0,4.0,2.0,0.0,0.0,1.85,4.0,3.75
B1,25/10/2020,15:00,Oostende,Waregem,3,0,1,3.0,0.0,H,15.0,22.0,9.0,4.0,14.0,13.0,4.0,10.0,1.0,1.0,0.0,0.0,1.83,3.75,4.0
B1,25/10/2020,17:15,St Truiden,Standard,2,0,1,1.0,0.0,H,9.0,10.0,2.0,4.0,12.0,13.0,4.0,3.0,1.0,1.0,0.0,0.0,4.5,4.0,1.75
B1,26/10/2020,19:45,Gent,Genk,1,2,0,1.0,1.0,D,16.0,8.0,6.0,3.0,15.0,10.0,8.0,3.0,1.0,2.0,0.0,0.0,1.85,3.8,3.75
B1,30/10/2020,19:45,Genk,Eupen,4,0,1,1.0,0.0,H,14.0,15.0,8.0,4.0,12.0,12.0,3.0,6.0,1.0,2.0,0.0,0.0,1.8,3.8,3.75
B1,31/10/2020,15:15,Beerschot VA,Oud-Heverlee Leuven,4,2,1,2.0,1.0,H,18.0,18.0,9.0,5.0,19.0,11.0,7.0,5.0,5.0,1.0,0.0,0.0,1.83,4.0,3.6
B1,31/10/2020,17:30,Charleroi,Cercle Brugge,3,0,1,0.0,0.0,D,20.0,9.0,9.0,3.0,18.0,8.0,11.0,1.0,2.0,1.0,0.0,0.0,1.5,4.2,6.5
B1,31/10/2020,19:45,Club Brugge,Mechelen,2,2,2,2.0,1.0,H,14.0,10.0,5.0,7.0,15.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,1.25,5.5,11.0
B1,01/11/2020,12:30,Anderlecht,Antwerp,1,0,1,0.0,0.0,D,14.0,15.0,4.0,6.0,8.0,9.0,4.0,6.0,0.0,3.0,0.0,0.0,2.05,3.4,3.5
B1,01/11/2020,17:15,Standard,Oostende,1,0,1,0.0,0.0,D,13.0,10.0,2.0,2.0,13.0,19.0,9.0,4.0,1.0,3.0,0.0,0.0,1.72,4.0,4.33
B1,01/11/2020,19:45,Waasland-Beveren,Gent,1,4,0,0.0,4.0,A,14.0,16.0,4.0,9.0,10.0,8.0,7.0,3.0,4.0,0.0,0.0,0.0,5.75,4.75,1.44
B1,02/11/2020,19:45,Waregem,Kortrijk,1,1,2,0.0,0.0,D,8.0,16.0,2.0,5.0,20.0,8.0,3.0,9.0,2.0,0.0,1.0,0.0,2.4,3.75,2.7
B1,06/11/2020,19:45,Mechelen,Charleroi,3,3,2,2.0,1.0,H,20.0,9.0,7.0,2.0,9.0,12.0,4.0,6.0,2.0,3.0,0.0,0.0,3.0,3.4,2.3
B1,07/11/2020,15:15,Kortrijk,Beerschot VA,5,5,2,2.0,1.0,H,23.0,23.0,8.0,12.0,11.0,14.0,6.0,6.0,2.0,2.0,0.0,0.0,2.37,3.6,2.75
B1,07/11/2020,17:30,Eupen,Waasland-Beveren,1,1,2,0.0,1.0,A,25.0,9.0,8.0,3.0,12.0,12.0,14.0,4.0,1.0,2.0,0.0,0.0,1.45,4.33,7.0
B1,07/11/2020,19:45,St Truiden,Genk,1,2,0,1.0,2.0,A,15.0,8.0,2.0,5.0,21.0,19.0,11.0,4.0,5.0,2.0,1.0,0.0,3.5,3.5,2.0
B1,08/11/2020,12:30,Antwerp,Standard,1,1,2,1.0,0.0,H,17.0,10.0,4.0,3.0,4.0,14.0,3.0,3.0,0.0,3.0,0.0,0.0,2.25,3.3,3.1
B1,08/11/2020,15:00,Oostende,Club Brugge,1,3,0,1.0,1.0,D,14.0,15.0,5.0,7.0,10.0,8.0,4.0,8.0,3.0,0.0,1.0,0.0,4.33,4.0,1.7
B1,08/11/2020,17:15,Gent,Anderlecht,1,1,2,0.0,1.0,A,8.0,10.0,3.0,3.0,20.0,13.0,2.0,7.0,3.0,4.0,0.0,0.0,2.25,3.5,2.9
B1,08/11/2020,19:45,Cercle Brugge,Waregem,1,3,0,0.0,2.0,A,14.0,16.0,5.0,6.0,8.0,13.0,4.0,8.0,3.0,3.0,0.0,0.0,1.9,3.75,3.6
B1,21/11/2020,15:15,Standard,Eupen,2,2,2,1.0,1.0,D,14.0,11.0,6.0,5.0,11.0,22.0,3.0,3.0,2.0,0.0,1.0,0.0,1.65,3.75,5.25
B1,21/11/2020,17:30,Oostende,Antwerp,1,1,2,0.0,0.0,D,14.0,12.0,3.0,5.0,13.0,8.0,7.0,5.0,1.0,1.0,0.0,0.0,3.1,3.5,2.15
B1,21/11/2020,17:30,Waasland-Beveren,Cercle Brugge,0,2,0,0.0,1.0,A,12.0,9.0,5.0,5.0,11.0,11.0,5.0,7.0,4.0,3.0,1.0,0.0,3.1,3.9,2.05
B1,21/11/2020,19:45,Club Brugge,Kortrijk,1,0,1,0.0,0.0,D,17.0,5.0,4.0,2.0,8.0,18.0,7.0,2.0,0.0,3.0,0.0,0.0,1.28,5.75,9.0
B1,22/11/2020,12:30,Beerschot VA,Anderlecht,2,1,1,1.0,0.0,H,13.0,13.0,10.0,2.0,21.0,17.0,5.0,3.0,2.0,2.0,0.0,0.0,3.0,3.75,2.15
B1,22/11/2020,15:00,Waregem,Mechelen,1,2,0,0.0,1.0,A,5.0,9.0,1.0,3.0,11.0,26.0,3.0,4.0,0.0,2.0,0.0,0.0,2.8,3.5,2.37
B1,22/11/2020,17:15,Charleroi,Gent,0,1,0,0.0,1.0,A,5.0,9.0,3.0,4.0,10.0,18.0,3.0,4.0,1.0,2.0,0.0,0.0,2.0,3.6,3.5
B1,22/11/2020,19:45,Genk,Mouscron,4,1,1,1.0,1.0,D,15.0,17.0,10.0,3.0,10.0,22.0,5.0,3.0,1.0,4.0,0.0,0.0,1.36,4.75,7.5
B1,23/11/2020,19:45,Oud-Heverlee Leuven,St Truiden,2,2,2,1.0,1.0,D,18.0,10.0,7.0,3.0,16.0,19.0,4.0,1.0,1.0,4.0,0.0,0.0,1.9,3.8,3.5
B1,24/11/2020,16:00,Waasland-Beveren,Oostende,2,0,1,0.0,0.0,D,14.0,12.0,5.0,2.0,10.0,13.0,2.0,6.0,2.0,2.0,0.0,0.0,6.5,4.5,1.5
B1,25/11/2020,16:00,Cercle Brugge,Mouscron,1,2,0,0.0,0.0,D,13.0,9.0,3.0,2.0,12.0,11.0,4.0,5.0,4.0,2.0,0.0,0.0,1.66,4.0,4.75
B1,27/11/2020,19:45,Eupen,Charleroi,3,1,1,1.0,0.0,H,6.0,15.0,3.0,2.0,14.0,11.0,6.0,3.0,1.0,5.0,0.0,0.0,3.1,3.5,2.2
B1,28/11/2020,15:15,St Truiden,Waasland-Beveren,1,1,2,1.0,0.0,H,8.0,14.0,4.0,4.0,14.0,13.0,10.0,7.0,3.0,1.0,0.0,0.0,1.75,3.8,4.33
B1,28/11/2020,17:30,Cercle Brugge,Genk,1,5,0,0.0,4.0,A,8.0,18.0,2.0,11.0,9.0,5.0,2.0,6.0,2.0,0.0,0.0,0.0,3.5,3.75,1.9
B1,28/11/2020,19:45,Mouscron,Club Brugge,0,0,2,0.0,0.0,D,4.0,14.0,3.0,1.0,20.0,15.0,1.0,4.0,2.0,3.0,0.0,0.0,9.5,5.0,1.33
B1,29/11/2020,12:30,Mechelen,Beerschot VA,2,3,0,2.0,1.0,H,12.0,9.0,3.0,5.0,12.0,11.0,3.0,2.0,4.0,2.0,1.0,0.0,2.1,3.75,3.1
B1,29/11/2020,15:00,Gent,Waregem,0,3,0,0.0,2.0,A,13.0,10.0,4.0,5.0,15.0,8.0,8.0,0.0,1.0,1.0,0.0,0.0,1.5,4.5,6.0
B1,29/11/2020,17:15,Anderlecht,Standard,0,0,2,0.0,0.0,D,7.0,12.0,1.0,3.0,14.0,11.0,2.0,6.0,2.0,2.0,0.0,0.0,2.1,3.5,3.4
B1,29/11/2020,19:45,Kortrijk,Oostende,3,1,1,1.0,1.0,D,19.0,15.0,10.0,9.0,11.0,12.0,5.0,6.0,0.0,3.0,0.0,0.0,2.25,3.75,2.8
B1,30/11/2020,19:45,Antwerp,Oud-Heverlee Leuven,3,2,1,2.0,2.0,D,29.0,16.0,9.0,4.0,9.0,20.0,11.0,2.0,3.0,5.0,0.0,0.0,1.6,4.2,5.25
B1,01/12/2020,16:00,Mouscron,St Truiden,3,2,1,1.0,0.0,H,10.0,18.0,6.0,7.0,12.0,13.0,2.0,8.0,3.0,3.0,0.0,0.0,2.9,3.4,2.4
B1,02/12/2020,16:00,Charleroi,Waasland-Beveren,0,2,0,0.0,1.0,A,11.0,11.0,4.0,4.0,14.0,9.0,4.0,7.0,1.0,3.0,1.0,0.0,1.28,5.75,9.0
B1,03/12/2020,16:00,Eupen,Mechelen,1,1,2,1.0,0.0,H,10.0,25.0,3.0,6.0,7.0,7.0,2.0,8.0,0.0,2.0,0.0,0.0,2.45,3.25,2.87
B1,04/12/2020,19:45,Waregem,Anderlecht,2,2,2,1.0,1.0,D,8.0,21.0,2.0,6.0,13.0,12.0,1.0,4.0,1.0,2.0,0.0,0.0,3.8,4.0,1.8
B1,05/12/2020,15:15,Waasland-Beveren,Mouscron,2,0,1,0.0,0.0,D,12.0,6.0,5.0,2.0,9.0,8.0,7.0,2.0,1.0,2.0,0.0,0.0,2.2,3.5,3.1
B1,05/12/2020,17:30,Oud-Heverlee Leuven,Cercle Brugge,2,1,1,1.0,0.0,H,11.0,15.0,4.0,5.0,10.0,11.0,1.0,5.0,2.0,2.0,1.0,0.0,2.15,3.75,3.1
B1,05/12/2020,19:45,Club Brugge,St Truiden,1,0,1,0.0,0.0,D,16.0,6.0,5.0,3.0,11.0,6.0,3.0,3.0,0.0,1.0,0.0,0.0,1.2,6.5,11.0
B1,06/12/2020,12:30,Genk,Antwerp,4,2,1,2.0,1.0,H,20.0,10.0,10.0,2.0,8.0,12.0,5.0,4.0,1.0,3.0,0.0,0.0,2.15,3.4,3.2
B1,06/12/2020,15:00,Beerschot VA,Eupen,0,1,0,0.0,1.0,A,19.0,18.0,4.0,8.0,8.0,15.0,11.0,7.0,3.0,2.0,0.0,0.0,1.83,4.0,3.75
B1,06/12/2020,17:15,Standard,Mechelen,2,2,2,1.0,0.0,H,17.0,14.0,5.0,9.0,10.0,13.0,7.0,4.0,2.0,1.0,0.0,0.0,2.05,3.5,3.4
B1,06/12/2020,19:45,Oostende,Gent,2,1,1,0.0,1.0,A,7.0,7.0,3.0,2.0,10.0,19.0,3.0,6.0,2.0,4.0,0.0,0.0,3.0,3.6,2.2
B1,07/12/2020,19:45,Charleroi,Kortrijk,0,0,2,0.0,0.0,D,1.0,13.0,0.0,6.0,12.0,11.0,7.0,7.0,4.0,2.0,0.0,0.0,1.72,3.6,5.0
B1,08/12/2020,16:00,Oud-Heverlee Leuven,Mouscron,2,0,1,0.0,0.0,D,11.0,8.0,3.0,5.0,9.0,18.0,2.0,2.0,0.0,5.0,0.0,0.0,1.75,3.75,4.5
B1,11/12/2020,19:45,Anderlecht,Genk,1,0,1,0.0,0.0,D,15.0,4.0,5.0,1.0,19.0,12.0,7.0,5.0,3.0,3.0,0.0,0.0,2.62,3.5,2.5
B1,12/12/2020,15:15,Mouscron,Beerschot VA,3,1,1,1.0,0.0,H,16.0,11.0,7.0,2.0,13.0,9.0,2.0,7.0,0.0,2.0,0.0,0.0,3.75,3.9,1.85
B1,12/12/2020,17:30,Cercle Brugge,Oostende,0,1,0,0.0,1.0,A,8.0,14.0,4.0,4.0,12.0,9.0,3.0,3.0,4.0,0.0,1.0,0.0,2.87,3.5,2.3
B1,12/12/2020,17:30,Kortrijk,Oud-Heverlee Leuven,0,3,0,0.0,0.0,D,20.0,10.0,5.0,4.0,13.0,13.0,12.0,1.0,2.0,1.0,0.0,0.0,2.0,3.6,3.5
B1,12/12/2020,19:45,St Truiden,Charleroi,1,2,0,1.0,1.0,D,17.0,11.0,3.0,4.0,5.0,17.0,9.0,5.0,2.0,2.0,1.0,0.0,3.0,3.6,2.2
B1,13/12/2020,12:30,Antwerp,Club Brugge,0,2,0,0.0,1.0,A,9.0,13.0,1.0,5.0,11.0,15.0,2.0,9.0,3.0,1.0,1.0,0.0,3.1,3.5,2.2
B1,13/12/2020,17:15,Gent,Standard,2,1,1,1.0,1.0,D,14.0,8.0,6.0,3.0,23.0,9.0,3.0,3.0,0.0,1.0,0.0,0.0,2.15,3.3,3.25
B1,13/12/2020,19:45,Mechelen,Waasland-Beveren,2,3,0,1.0,0.0,H,12.0,10.0,5.0,5.0,13.0,11.0,3.0,1.0,0.0,0.0,1.0,0.0,1.44,4.5,6.5
B1,15/12/2020,17:45,Cercle Brugge,Charleroi,3,4,0,2.0,0.0,H,10.0,21.0,5.0,7.0,13.0,13.0,2.0,9.0,3.0,2.0,1.0,0.0,3.25,3.6,2.1
B1,15/12/2020,17:45,Mouscron,Oud-Heverlee Leuven,2,2,2,0.0,1.0,A,17.0,12.0,7.0,9.0,9.0,9.0,6.0,4.0,5.0,2.0,0.0,0.0,2.9,3.6,2.2
B1,15/12/2020,20:00,Anderlecht,Oostende,2,1,1,1.0,0.0,H,9.0,14.0,5.0,3.0,12.0,16.0,2.0,3.0,0.0,3.0,1.0,0.0,1.8,3.8,4.0
B1,16/12/2020,17:45,Antwerp,Waregem,0,1,0,0.0,1.0,A,11.0,17.0,2.0,5.0,11.0,11.0,2.0,4.0,2.0,3.0,0.0,0.0,1.5,4.33,6.0
B1,16/12/2020,20:00,Gent,Waasland-Beveren,3,0,1,1.0,0.0,H,17.0,9.0,7.0,1.0,12.0,17.0,4.0,4.0,1.0,2.0,0.0,0.0,1.44,4.75,6.5
B1,16/12/2020,20:00,Kortrijk,Standard,2,1,1,2.0,0.0,H,10.0,17.0,4.0,6.0,12.0,17.0,6.0,5.0,3.0,1.0,0.0,0.0,3.0,3.6,2.15
B1,17/12/2020,19:45,Mechelen,Club Brugge,0,3,0,0.0,0.0,D,10.0,21.0,3.0,8.0,10.0,11.0,6.0,3.0,3.0,0.0,0.0,0.0,5.25,3.8,1.65
B1,18/12/2020,19:45,Charleroi,Anderlecht,1,0,1,0.0,0.0,D,10.0,7.0,4.0,2.0,15.0,12.0,3.0,3.0,3.0,0.0,0.0,0.0,2.87,3.3,2.37
B1,19/12/2020,17:30,Waregem,St Truiden,0,2,0,0.0,0.0,D,12.0,11.0,1.0,6.0,17.0,16.0,6.0,4.0,4.0,2.0,1.0,0.0,2.2,3.6,2.9
B1,19/12/2020,19:45,Genk,Kortrijk,2,0,1,1.0,0.0,H,13.0,7.0,5.0,1.0,14.0,16.0,4.0,1.0,1.0,2.0,0.0,0.0,1.55,4.75,4.75
B1,20/12/2020,12:30,Club Brugge,Gent,0,1,0,0.0,0.0,D,22.0,6.0,9.0,2.0,13.0,18.0,15.0,0.0,3.0,3.0,0.0,0.0,1.57,3.8,6.0
B1,20/12/2020,15:00,Oud-Heverlee Leuven,Mechelen,1,2,0,0.0,2.0,A,12.0,29.0,5.0,12.0,12.0,12.0,3.0,3.0,3.0,4.0,0.0,0.0,2.4,3.8,2.55
B1,20/12/2020,17:15,Standard,Mouscron,0,1,0,0.0,1.0,A,13.0,10.0,6.0,4.0,13.0,14.0,5.0,1.0,4.0,1.0,0.0,0.0,1.4,4.33,8.0
B1,20/12/2020,19:45,Waasland-Beveren,Antwerp,0,3,0,0.0,3.0,A,9.0,16.0,1.0,7.0,16.0,14.0,5.0,7.0,1.0,4.0,0.0,0.0,4.2,3.8,1.72
B1,26/12/2020,13:00,Club Brugge,Eupen,3,0,1,0.0,0.0,D,14.0,9.0,6.0,2.0,9.0,16.0,12.0,2.0,0.0,2.0,1.0,0.0,1.2,6.5,13.0
B1,26/12/2020,15:15,Waregem,Cercle Brugge,1,0,1,0.0,0.0,D,7.0,14.0,3.0,3.0,17.0,15.0,5.0,7.0,3.0,2.0,0.0,0.0,2.0,3.75,3.4
