Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A
B1,23/11/2019,19:00,Waasland-Beveren,Cercle Brugge,1,1,2,1.0,0.0,H,6.0,8.0,3.0,7.0,14.0,20.0,2.0,3.0,2.0,3.0,0.0,0.0,2.25,3.4,3.1
B1,23/11/2019,19:30,Mouscron,Genk,2,2,2,1.0,1.0,D,3.0,6.0,2.0,3.0,14.0,10.0,6.0,7.0,1.0,0.0,0.0,0.0,3.6,3.5,2.0
B1,24/11/2019,13:30,Gent,Antwerp,1,1,2,1.0,0.0,H,9.0,10.0,3.0,4.0,15.0,18.0,5.0,2.0,1.0,6.0,0.0,0.0,1.95,3.5,3.75
B1,24/11/2019,17:00,Anderlecht,Kortrijk,0,0,2,0.0,0.0,D,19.0,3.0,7.0,3.0,8.0,19.0,9.0,2.0,1.0,3.0,0.0,0.0,1.53,4.2,5.75
B1,24/11/2019,19:00,St Truiden,Charleroi,1,3,0,0.0,0.0,D,7.0,17.0,2.0,7.0,11.0,21.0,6.0,10.0,2.0,0.0,0.0,0.0,2.7,3.4,2.5
B1,29/11/2019,19:30,Antwerp,Mechelen,1,0,1,0.0,0.0,D,14.0,5.0,7.0,3.0,13.0,15.0,6.0,3.0,1.0,1.0,0.0,0.0,1.53,4.33,5.5
B1,30/11/2019,17:00,Club Brugge,Mouscron,1,0,1,1.0,0.0,H,9.0,6.0,4.0,1.0,8.0,11.0,9.0,1.0,0.0,2.0,0.0,0.0,1.12,8.0,19.0
B1,30/11/2019,19:00,Charleroi,Waasland-Beveren,2,0,1,2.0,0.0,H,11.0,7.0,6.0,0.0,18.0,9.0,6.0,2.0,1.0,2.0,0.0,0.0,1.4,4.5,8.0
B1,30/11/2019,19:00,Waregem,Eupen,1,0,1,1.0,0.0,H,10.0,7.0,6.0,2.0,11.0,22.0,4.0,4.0,2.0,2.0,0.0,0.0,2.0,3.5,3.6
B1,30/11/2019,19:30,Genk,St Truiden,1,2,0,1.0,2.0,A,20.0,6.0,8.0,3.0,7.0,14.0,12.0,1.0,1.0,1.0,0.0,0.0,1.33,4.75,9.0
B1,01/12/2019,13:30,Oostende,Anderlecht,3,2,1,2.0,0.0,H,10.0,7.0,5.0,5.0,12.0,9.0,4.0,8.0,2.0,2.0,0.0,0.0,4.0,3.5,1.9
B1,01/12/2019,17:00,Standard,Cercle Brugge,2,1,1,1.0,0.0,H,14.0,15.0,11.0,8.0,13.0,17.0,3.0,4.0,1.0,4.0,0.0,0.0,1.33,5.0,9.0
B1,01/12/2019,19:00,Kortrijk,Gent,0,2,0,0.0,1.0,A,7.0,11.0,4.0,6.0,16.0,15.0,6.0,5.0,3.0,3.0,0.0,0.0,3.8,3.8,1.85
B1,06/12/2019,19:30,Waasland-Beveren,Antwerp,0,4,0,0.0,1.0,A,4.0,9.0,0.0,6.0,22.0,13.0,6.0,2.0,1.0,1.0,0.0,0.0,6.0,4.0,1.53
B1,07/12/2019,17:00,Mechelen,Kortrijk,1,1,2,0.0,0.0,D,9.0,6.0,4.0,4.0,13.0,19.0,7.0,5.0,0.0,3.0,0.0,0.0,1.9,3.75,3.75
B1,07/12/2019,19:00,Cercle Brugge,Genk,1,2,0,0.0,1.0,A,16.0,10.0,9.0,5.0,13.0,13.0,3.0,3.0,1.0,3.0,0.0,0.0,5.0,4.0,1.61
B1,07/12/2019,19:00,Gent,Waregem,2,0,1,2.0,0.0,H,12.0,10.0,6.0,4.0,14.0,16.0,5.0,5.0,2.0,1.0,0.0,0.0,1.33,5.0,9.0
B1,07/12/2019,19:30,St Truiden,Club Brugge,1,2,0,1.0,1.0,D,7.0,8.0,2.0,3.0,15.0,20.0,2.0,6.0,3.0,4.0,0.0,0.0,9.5,4.75,1.33
B1,08/12/2019,13:30,Mouscron,Standard,2,2,2,1.0,1.0,D,11.0,11.0,5.0,5.0,15.0,10.0,7.0,5.0,2.0,0.0,0.0,2.0,4.5,3.75,1.75
B1,08/12/2019,17:00,Anderlecht,Charleroi,0,0,2,0.0,0.0,D,9.0,8.0,3.0,3.0,11.0,20.0,8.0,5.0,0.0,3.0,0.0,0.0,1.85,3.6,4.0
B1,08/12/2019,19:00,Eupen,Oostende,1,0,1,0.0,0.0,D,10.0,11.0,2.0,5.0,15.0,10.0,6.0,8.0,0.0,1.0,0.0,0.0,2.0,3.6,3.4
B1,13/12/2019,19:30,Kortrijk,Mouscron,1,2,0,1.0,0.0,H,12.0,7.0,7.0,3.0,16.0,18.0,8.0,3.0,1.0,2.0,0.0,0.0,1.9,3.8,3.8
B1,14/12/2019,17:00,Antwerp,Eupen,1,0,1,0.0,0.0,D,7.0,3.0,4.0,1.0,18.0,19.0,5.0,1.0,2.0,6.0,0.0,1.0,1.33,5.0,9.0
B1,14/12/2019,19:00,Charleroi,Cercle Brugge,3,0,1,1.0,0.0,H,8.0,7.0,7.0,1.0,12.0,18.0,4.0,3.0,1.0,1.0,0.0,0.0,1.44,4.5,6.5
B1,14/12/2019,19:00,Waregem,St Truiden,5,1,1,2.0,1.0,H,21.0,3.0,13.0,2.0,12.0,12.0,7.0,3.0,2.0,1.0,0.0,0.0,1.75,3.8,4.33
B1,14/12/2019,19:30,Genk,Waasland-Beveren,4,1,1,3.0,0.0,H,8.0,5.0,5.0,4.0,12.0,21.0,6.0,1.0,1.0,2.0,0.0,0.0,1.22,6.5,11.0
B1,15/12/2019,13:30,Standard,Anderlecht,1,1,2,1.0,0.0,H,15.0,4.0,7.0,1.0,17.0,14.0,9.0,2.0,2.0,3.0,0.0,1.0,1.9,3.6,3.8
B1,15/12/2019,17:00,Club Brugge,Mechelen,3,0,1,2.0,0.0,H,10.0,3.0,3.0,0.0,9.0,10.0,2.0,5.0,1.0,3.0,0.0,0.0,1.22,6.0,13.0
B1,15/12/2019,19:00,Oostende,Gent,2,1,1,1.0,1.0,D,6.0,8.0,5.0,5.0,13.0,18.0,6.0,5.0,4.0,0.0,0.0,0.0,5.75,4.5,1.5
B1,20/12/2019,19:30,Mechelen,Oostende,1,0,1,0.0,0.0,D,7.0,5.0,4.0,3.0,19.0,15.0,5.0,6.0,3.0,1.0,0.0,0.0,1.7,3.8,4.75
B1,21/12/2019,17:00,Mouscron,Charleroi,1,1,2,1.0,0.0,H,3.0,4.0,2.0,4.0,16.0,15.0,4.0,7.0,5.0,2.0,0.0,0.0,3.4,3.4,2.1
B1,21/12/2019,19:00,Cercle Brugge,Waregem,2,0,1,1.0,0.0,H,12.0,5.0,8.0,2.0,16.0,17.0,6.0,6.0,1.0,2.0,0.0,0.0,3.0,3.5,2.25
B1,21/12/2019,19:00,Eupen,Kortrijk,1,2,0,1.0,1.0,D,8.0,9.0,1.0,5.0,16.0,16.0,2.0,2.0,1.0,2.0,0.0,0.0,2.25,3.25,3.25
B1,21/12/2019,19:30,Waasland-Beveren,Standard,2,1,1,0.0,1.0,A,10.0,7.0,7.0,3.0,22.0,17.0,3.0,0.0,5.0,2.0,0.0,1.0,6.5,4.5,1.45
B1,22/12/2019,13:30,Gent,Club Brugge,1,1,2,0.0,0.0,D,14.0,6.0,7.0,2.0,16.0,10.0,3.0,3.0,4.0,1.0,0.0,0.0,2.8,3.4,2.4
B1,22/12/2019,17:00,St Truiden,Antwerp,1,1,2,0.0,0.0,D,10.0,14.0,5.0,6.0,7.0,16.0,7.0,5.0,1.0,2.0,0.0,0.0,4.75,3.6,1.72
B1,22/12/2019,19:00,Anderlecht,Genk,2,0,1,0.0,0.0,D,10.0,8.0,6.0,4.0,13.0,10.0,6.0,5.0,0.0,0.0,0.0,0.0,2.5,3.4,2.7
B1,26/12/2019,13:30,Genk,Eupen,2,1,1,1.0,0.0,H,15.0,11.0,5.0,5.0,8.0,16.0,9.0,2.0,1.0,3.0,0.0,0.0,1.44,5.0,6.5
B1,26/12/2019,13:30,Kortrijk,Cercle Brugge,1,0,1,0.0,0.0,D,7.0,2.0,4.0,0.0,17.0,23.0,3.0,3.0,2.0,5.0,0.0,0.0,1.72,4.0,4.33
B1,26/12/2019,13:30,Mouscron,Mechelen,1,2,0,0.0,2.0,A,7.0,8.0,2.0,3.0,16.0,6.0,6.0,1.0,1.0,2.0,0.0,0.0,2.62,3.3,2.62
B1,26/12/2019,13:30,Waasland-Beveren,St Truiden,1,0,1,1.0,0.0,H,11.0,8.0,8.0,3.0,10.0,6.0,2.0,3.0,1.0,0.0,0.0,0.0,2.37,3.6,2.75
B1,26/12/2019,17:00,Club Brugge,Waregem,4,0,1,1.0,0.0,H,8.0,3.0,5.0,1.0,11.0,9.0,1.0,3.0,1.0,2.0,0.0,0.0,1.22,7.0,10.0
B1,26/12/2019,19:30,Standard,Gent,0,1,0,0.0,0.0,D,11.0,7.0,4.0,2.0,7.0,16.0,2.0,3.0,0.0,3.0,0.0,0.0,2.3,3.6,2.75
B1,27/12/2019,17:00,Charleroi,Oostende,5,0,1,1.0,0.0,H,19.0,5.0,10.0,4.0,16.0,10.0,9.0,1.0,0.0,1.0,0.0,0.0,1.53,4.0,6.0
B1,27/12/2019,19:30,Antwerp,Anderlecht,0,0,2,0.0,0.0,D,11.0,8.0,5.0,3.0,15.0,17.0,9.0,0.0,2.0,2.0,0.0,0.0,1.85,3.6,4.0
B1,17/01/2020,19:30,Mechelen,Standard,2,3,0,0.0,1.0,A,9.0,13.0,6.0,6.0,10.0,13.0,6.0,10.0,0.0,4.0,0.0,0.0,2.8,3.4,2.4
B1,18/01/2020,17:00,Eupen,Charleroi,1,1,2,1.0,1.0,D,6.0,8.0,3.0,5.0,18.0,18.0,3.0,7.0,1.0,2.0,0.0,0.0,3.3,3.3,2.2
B1,18/01/2020,19:00,Oostende,Waasland-Beveren,0,1,0,0.0,1.0,A,10.0,10.0,5.0,3.0,13.0,14.0,10.0,0.0,1.0,1.0,0.0,0.0,1.9,3.6,3.8
B1,18/01/2020,19:00,St Truiden,Kortrijk,2,0,1,0.0,0.0,D,11.0,6.0,8.0,2.0,12.0,12.0,5.0,5.0,0.0,2.0,0.0,0.0,2.7,3.5,2.5
B1,18/01/2020,19:30,Gent,Mouscron,3,1,1,1.0,0.0,H,7.0,9.0,4.0,4.0,8.0,9.0,0.0,5.0,1.0,2.0,0.0,0.0,1.25,6.0,12.0
B1,19/01/2020,13:30,Cercle Brugge,Antwerp,1,2,0,1.0,1.0,D,12.0,5.0,3.0,3.0,23.0,13.0,10.0,1.0,2.0,3.0,0.0,1.0,5.0,4.0,1.61
B1,19/01/2020,17:00,Anderlecht,Club Brugge,1,2,0,1.0,1.0,D,8.0,13.0,3.0,7.0,12.0,21.0,3.0,3.0,0.0,3.0,0.0,0.0,4.2,4.0,1.75
B1,19/01/2020,19:00,Waregem,Genk,0,3,0,0.0,1.0,A,9.0,10.0,5.0,7.0,12.0,14.0,6.0,4.0,0.0,2.0,0.0,0.0,3.2,3.6,2.1
B1,24/01/2020,19:30,Standard,Oostende,2,1,1,0.0,0.0,D,15.0,8.0,3.0,4.0,12.0,12.0,5.0,6.0,0.0,2.0,0.0,0.0,1.25,5.75,10.5
B1,25/01/2020,19:00,Mouscron,St Truiden,1,3,0,0.0,1.0,A,10.0,8.0,5.0,6.0,13.0,14.0,3.0,1.0,1.0,2.0,0.0,0.0,1.9,3.6,3.75
B1,25/01/2020,19:00,Waasland-Beveren,Eupen,0,1,0,0.0,1.0,A,7.0,2.0,3.0,1.0,15.0,14.0,7.0,4.0,3.0,2.0,0.0,0.0,2.5,3.3,2.75
B1,25/01/2020,19:30,Gent,Genk,4,1,1,1.0,1.0,D,19.0,7.0,8.0,4.0,6.0,14.0,7.0,5.0,0.0,1.0,0.0,0.0,1.83,3.75,4.0
B1,26/01/2020,13:30,Cercle Brugge,Anderlecht,1,2,0,1.0,0.0,H,18.0,5.0,8.0,3.0,15.0,10.0,10.0,4.0,3.0,2.0,0.0,0.0,3.6,4.0,1.85
B1,26/01/2020,17:00,Kortrijk,Club Brugge,2,2,2,1.0,2.0,A,5.0,10.0,3.0,4.0,20.0,15.0,3.0,4.0,5.0,1.0,0.0,0.0,7.0,4.75,1.4
B1,26/01/2020,19:00,Antwerp,Waregem,2,1,1,1.0,1.0,D,15.0,7.0,7.0,3.0,7.0,18.0,5.0,1.0,0.0,4.0,0.0,0.0,1.53,3.8,6.5
B1,29/01/2020,19:30,Charleroi,Club Brugge,0,0,2,0.0,0.0,D,6.0,11.0,3.0,5.0,12.0,22.0,3.0,5.0,1.0,2.0,0.0,0.0,4.2,3.8,1.8
B1,31/01/2020,19:30,Kortrijk,Standard,3,1,1,0.0,0.0,D,16.0,9.0,7.0,4.0,15.0,16.0,7.0,8.0,0.0,0.0,0.0,0.0,4.2,3.75,1.8
B1,01/02/2020,17:00,Genk,Charleroi,1,0,1,1.0,0.0,H,10.0,8.0,6.0,0.0,14.0,18.0,3.0,5.0,2.0,3.0,0.0,0.0,2.05,3.5,3.4
B1,01/02/2020,19:00,Eupen,Cercle Brugge,1,0,1,1.0,0.0,H,9.0,9.0,4.0,4.0,11.0,12.0,4.0,6.0,3.0,2.0,0.0,0.0,2.1,3.4,3.4
B1,01/02/2020,19:00,Oostende,St Truiden,1,0,1,0.0,0.0,D,7.0,7.0,5.0,3.0,12.0,12.0,2.0,7.0,2.0,2.0,0.0,1.0,2.1,3.6,3.25
B1,01/02/2020,19:30,Mechelen,Gent,0,3,0,0.0,1.0,A,14.0,8.0,5.0,5.0,5.0,12.0,7.0,5.0,3.0,2.0,0.0,0.0,3.8,3.8,1.85
B1,02/02/2020,13:30,Club Brugge,Antwerp,1,0,1,0.0,0.0,D,11.0,4.0,5.0,2.0,16.0,19.0,2.0,0.0,2.0,2.0,0.0,0.0,1.53,4.33,5.5
B1,02/02/2020,17:00,Anderlecht,Mouscron,1,0,1,0.0,0.0,D,14.0,4.0,6.0,2.0,17.0,19.0,5.0,2.0,2.0,3.0,0.0,0.0,1.45,4.2,6.5
B1,02/02/2020,19:00,Waregem,Waasland-Beveren,5,0,1,3.0,0.0,H,12.0,9.0,9.0,4.0,14.0,15.0,5.0,2.0,1.0,3.0,0.0,0.0,1.61,4.33,4.75
B1,07/02/2020,19:30,Gent,Anderlecht,1,1,2,1.0,1.0,D,12.0,11.0,5.0,7.0,14.0,13.0,3.0,6.0,2.0,4.0,0.0,0.0,1.6,4.2,5.25
B1,08/02/2020,17:00,Charleroi,Waregem,4,0,1,1.0,0.0,H,12.0,6.0,7.0,3.0,15.0,10.0,5.0,7.0,2.0,4.0,0.0,1.0,1.57,4.0,5.5
B1,08/02/2020,19:00,Cercle Brugge,Mechelen,3,2,1,2.0,1.0,H,12.0,6.0,5.0,3.0,15.0,9.0,6.0,1.0,1.0,2.0,0.0,0.0,2.3,3.6,2.87
B1,08/02/2020,19:00,St Truiden,Eupen,5,2,1,3.0,2.0,H,12.0,10.0,5.0,4.0,8.0,16.0,5.0,2.0,4.0,2.0,1.0,0.0,2.15,3.5,3.2
B1,08/02/2020,19:30,Mouscron,Oostende,3,1,1,0.0,1.0,A,11.0,10.0,6.0,5.0,9.0,11.0,6.0,5.0,0.0,1.0,0.0,0.0,2.2,3.6,3.0
B1,11/02/2020,19:30,Charleroi,Mechelen,2,1,1,0.0,0.0,D,5.0,4.0,4.0,1.0,17.0,6.0,4.0,3.0,2.0,3.0,0.0,0.0,1.61,3.8,5.5
B1,12/02/2020,19:30,Standard,Club Brugge,0,0,2,0.0,0.0,D,5.0,7.0,1.0,3.0,13.0,23.0,4.0,5.0,2.0,2.0,0.0,0.0,3.1,3.3,2.3
B1,12/02/2020,19:30,Waasland-Beveren,Kortrijk,1,2,0,1.0,1.0,D,8.0,8.0,1.0,4.0,10.0,18.0,3.0,8.0,2.0,1.0,0.0,0.0,3.0,3.4,2.3
B1,13/02/2020,19:30,Antwerp,Genk,1,1,2,1.0,1.0,D,14.0,8.0,6.0,5.0,13.0,17.0,5.0,7.0,2.0,2.0,0.0,0.0,2.1,3.4,3.4
B1,14/02/2020,19:30,Eupen,Gent,2,3,0,2.0,2.0,D,8.0,12.0,3.0,9.0,16.0,15.0,7.0,3.0,3.0,1.0,0.0,0.0,5.5,4.33,1.53
B1,15/02/2020,17:00,Club Brugge,Waasland-Beveren,2,1,1,1.0,0.0,H,15.0,2.0,5.0,1.0,16.0,13.0,16.0,2.0,2.0,7.0,0.0,1.0,1.14,8.0,15.0
B1,15/02/2020,19:00,Oostende,Kortrijk,0,3,0,0.0,0.0,D,6.0,14.0,1.0,5.0,19.0,13.0,4.0,3.0,2.0,1.0,0.0,0.0,2.45,3.4,2.8
B1,15/02/2020,19:00,St Truiden,Cercle Brugge,0,1,0,0.0,0.0,D,13.0,11.0,2.0,4.0,14.0,16.0,5.0,6.0,5.0,3.0,0.0,0.0,2.2,3.5,3.1
B1,15/02/2020,19:30,Mechelen,Anderlecht,2,0,1,0.0,0.0,D,13.0,7.0,6.0,0.0,13.0,9.0,4.0,5.0,2.0,3.0,0.0,1.0,2.7,3.4,2.5
B1,16/02/2020,13:30,Antwerp,Charleroi,1,1,2,1.0,0.0,H,6.0,9.0,5.0,6.0,11.0,17.0,6.0,10.0,2.0,3.0,0.0,0.0,2.0,3.5,3.6
B1,16/02/2020,17:00,Genk,Standard,1,3,0,0.0,2.0,A,11.0,8.0,6.0,6.0,12.0,12.0,3.0,2.0,2.0,2.0,0.0,0.0,2.5,3.4,2.7
B1,16/02/2020,19:00,Waregem,Mouscron,1,2,0,0.0,1.0,A,7.0,11.0,3.0,6.0,7.0,10.0,6.0,3.0,2.0,2.0,0.0,0.0,1.7,4.0,4.5
B1,21/02/2020,19:30,Kortrijk,Genk,0,1,0,0.0,0.0,D,6.0,14.0,4.0,7.0,14.0,13.0,3.0,4.0,3.0,4.0,0.0,0.0,2.5,4.0,2.4
B1,22/02/2020,17:00,Standard,Antwerp,1,0,1,1.0,0.0,H,9.0,9.0,7.0,3.0,9.0,11.0,3.0,6.0,1.0,3.0,0.0,0.0,1.95,3.6,3.75
B1,22/02/2020,19:00,Mouscron,Cercle Brugge,0,1,0,0.0,0.0,D,4.0,10.0,1.0,3.0,13.0,12.0,3.0,7.0,3.0,1.0,0.0,0.0,2.5,3.4,2.7
B1,22/02/2020,19:00,Oostende,Waregem,1,1,2,1.0,1.0,D,10.0,12.0,3.0,6.0,11.0,20.0,3.0,5.0,1.0,3.0,0.0,0.0,2.45,3.4,2.75
B1,22/02/2020,19:30,Mechelen,Waasland-Beveren,4,0,1,2.0,0.0,H,17.0,8.0,10.0,3.0,13.0,14.0,4.0,6.0,1.0,1.0,0.0,0.0,1.53,4.0,6.0
B1,23/02/2020,13:30,Club Brugge,Charleroi,1,0,1,1.0,0.0,H,5.0,9.0,3.0,2.0,14.0,13.0,4.0,4.0,0.0,1.0,0.0,0.0,1.45,4.2,7.5
B1,23/02/2020,17:00,Anderlecht,Eupen,6,1,1,4.0,0.0,H,14.0,5.0,9.0,4.0,15.0,9.0,6.0,5.0,1.0,2.0,0.0,1.0,1.44,4.2,8.0
B1,23/02/2020,19:00,Gent,St Truiden,4,1,1,3.0,0.0,H,15.0,6.0,7.0,3.0,9.0,14.0,6.0,5.0,3.0,1.0,0.0,0.0,1.3,5.0,10.0
B1,28/02/2020,19:30,St Truiden,Mechelen,0,3,0,0.0,0.0,D,9.0,16.0,3.0,8.0,16.0,14.0,2.0,6.0,4.0,1.0,0.0,0.0,3.0,3.6,2.2
B1,29/02/2020,17:00,Waasland-Beveren,Anderlecht,0,3,0,0.0,1.0,A,6.0,8.0,5.0,4.0,16.0,12.0,3.0,10.0,0.0,2.0,0.0,0.0,4.75,4.0,1.66
B1,29/02/2020,19:00,Eupen,Mouscron,2,1,1,1.0,1.0,D,8.0,3.0,4.0,2.0,13.0,16.0,3.0,4.0,3.0,0.0,0.0,0.0,2.05,3.6,3.3
B1,29/02/2020,19:00,Waregem,Kortrijk,2,2,2,2.0,0.0,H,9.0,17.0,6.0,7.0,11.0,11.0,6.0,4.0,2.0,1.0,0.0,0.0,2.25,3.6,2.9
B1,29/02/2020,19:30,Antwerp,Oostende,3,1,1,2.0,0.0,H,8.0,7.0,6.0,3.0,11.0,10.0,2.0,6.0,0.0,2.0,0.0,0.0,1.4,4.75,7.0
B1,01/03/2020,13:30,Genk,Club Brugge,1,2,0,1.0,1.0,D,7.0,10.0,7.0,5.0,15.0,22.0,5.0,4.0,2.0,4.0,0.0,0.0,4.2,3.75,1.8
B1,01/03/2020,17:00,Charleroi,Standard,2,0,1,1.0,0.0,H,10.0,4.0,6.0,1.0,7.0,19.0,9.0,7.0,1.0,4.0,0.0,0.0,2.37,3.4,2.9
B1,01/03/2020,19:00,Cercle Brugge,Gent,1,0,1,1.0,0.0,H,6.0,15.0,2.0,9.0,9.0,9.0,4.0,4.0,2.0,1.0,0.0,0.0,3.6,3.5,2.0
B1,07/03/2020,19:00,Anderlecht,Waregem,7,0,1,2.0,0.0,H,11.0,8.0,8.0,4.0,11.0,11.0,4.0,3.0,2.0,2.0,0.0,0.0,1.4,4.5,8.0
B1,07/03/2020,19:00,Club Brugge,Cercle Brugge,2,1,1,1.0,0.0,H,15.0,6.0,5.0,4.0,16.0,8.0,5.0,4.0,0.0,0.0,0.0,0.0,1.33,5.0,8.0
B1,07/03/2020,19:00,Gent,Charleroi,1,4,0,0.0,2.0,A,5.0,14.0,5.0,8.0,16.0,12.0,3.0,4.0,3.0,1.0,1.0,0.0,1.8,3.75,4.33
B1,07/03/2020,19:00,Kortrijk,Antwerp,0,1,0,0.0,0.0,D,10.0,12.0,4.0,5.0,17.0,12.0,6.0,7.0,3.0,0.0,0.0,0.0,2.8,3.6,2.3
B1,07/03/2020,19:00,Mechelen,Eupen,1,1,2,1.0,0.0,H,20.0,4.0,8.0,1.0,12.0,9.0,8.0,2.0,0.0,2.0,0.0,0.0,1.45,4.0,7.5
B1,07/03/2020,19:00,Mouscron,Waasland-Beveren,1,0,1,0.0,0.0,D,10.0,8.0,6.0,1.0,12.0,12.0,8.0,2.0,3.0,3.0,0.0,0.0,2.05,3.5,3.5
B1,07/03/2020,19:00,Oostende,Genk,2,4,0,1.0,0.0,H,7.0,12.0,4.0,8.0,11.0,15.0,3.0,6.0,2.0,1.0,1.0,0.0,3.4,3.6,2.0
B1,07/03/2020,19:00,Standard,St Truiden,0,0,2,0.0,0.0,D,7.0,9.0,3.0,5.0,14.0,21.0,4.0,4.0,0.0,4.0,1.0,0.0,1.36,5.0,8.5
B1,08/08/2020,15:30,Club Brugge,Charleroi,0,1,0,0.0,0.0,D,17.0,6.0,5.0,4.0,10.0,11.0,10.0,2.0,2.0,3.0,0.0,0.0,1.5,3.8,6.0
B1,08/08/2020,18:00,Antwerp,Mouscron,1,1,2,0.0,0.0,D,12.0,4.0,9.0,2.0,8.0,5.0,7.0,3.0,2.0,1.0,0.0,0.0,1.3,5.0,10.0
B1,08/08/2020,18:00,Standard,Cercle Brugge,1,0,1,0.0,0.0,D,11.0,6.0,8.0,1.0,10.0,11.0,5.0,4.0,1.0,1.0,0.0,0.0,1.4,4.5,6.5
B1,09/08/2020,12:30,St Truiden,Gent,2,1,1,1.0,1.0,D,11.0,13.0,8.0,2.0,19.0,13.0,6.0,3.0,2.0,2.0,0.0,0.0,4.5,3.8,1.65
B1,09/08/2020,15:00,Waregem,Genk,1,2,0,1.0,0.0,H,8.0,15.0,6.0,4.0,15.0,16.0,9.0,8.0,3.0,1.0,0.0,0.0,3.75,3.6,1.9
B1,09/08/2020,17:15,Mechelen,Anderlecht,2,2,2,0.0,0.0,D,10.0,7.0,4.0,2.0,21.0,17.0,2.0,7.0,3.0,3.0,0.0,0.0,4.5,3.5,1.8
B1,09/08/2020,19:45,Kortrijk,Waasland-Beveren,1,3,0,0.0,1.0,A,11.0,8.0,4.0,6.0,15.0,14.0,4.0,1.0,2.0,4.0,0.0,0.0,1.6,3.8,4.75
B1,10/08/2020,18:00,Oud-Heverlee Leuven,Eupen,1,1,2,0.0,0.0,D,4.0,16.0,3.0,6.0,12.0,11.0,5.0,8.0,1.0,2.0,0.0,0.0,2.3,3.4,3.0
B1,10/08/2020,18:00,Oostende,Beerschot VA,1,2,0,0.0,1.0,A,6.0,6.0,2.0,5.0,18.0,12.0,12.0,7.0,3.0,2.0,0.0,0.0,2.3,3.4,3.0
B1,14/08/2020,18:00,Mouscron,Mechelen,0,1,0,0.0,1.0,A,9.0,7.0,1.0,4.0,9.0,18.0,5.0,5.0,3.0,3.0,0.0,0.0,3.5,3.4,2.05
B1,15/08/2020,15:30,Genk,Oud-Heverlee Leuven,1,1,2,0.0,0.0,D,20.0,10.0,4.0,4.0,11.0,11.0,7.0,1.0,1.0,1.0,0.0,0.0,1.25,6.0,12.0
B1,15/08/2020,18:00,Charleroi,Oostende,1,0,1,0.0,0.0,D,14.0,8.0,2.0,0.0,14.0,19.0,8.0,7.0,1.0,2.0,0.0,0.0,1.4,4.2,8.5
B1,15/08/2020,18:00,Gent,Kortrijk,1,2,0,0.0,1.0,A,23.0,10.0,12.0,5.0,6.0,12.0,6.0,5.0,0.0,1.0,0.0,0.0,1.36,4.75,8.0
B1,16/08/2020,12:30,Cercle Brugge,Antwerp,2,1,1,0.0,1.0,A,11.0,8.0,5.0,3.0,17.0,14.0,5.0,2.0,1.0,1.0,0.0,0.0,3.8,3.8,1.85
B1,16/08/2020,15:00,Beerschot VA,Waregem,3,1,1,1.0,0.0,H,17.0,6.0,6.0,1.0,9.0,11.0,3.0,5.0,3.0,2.0,0.0,0.0,2.4,3.4,2.8
B1,16/08/2020,15:00,Eupen,Club Brugge,0,4,0,0.0,1.0,A,13.0,11.0,1.0,5.0,13.0,10.0,6.0,6.0,0.0,0.0,0.0,0.0,8.5,4.5,1.36
B1,16/08/2020,17:15,Anderlecht,St Truiden,3,1,1,1.0,0.0,H,15.0,3.0,6.0,1.0,15.0,13.0,2.0,1.0,2.0,0.0,0.0,1.0,1.4,4.5,7.5
B1,17/08/2020,18:00,Waasland-Beveren,Standard,1,2,0,0.0,0.0,D,5.0,17.0,3.0,8.0,19.0,18.0,4.0,8.0,3.0,3.0,0.0,0.0,5.5,4.0,1.57
B1,21/08/2020,18:00,Kortrijk,Eupen,0,0,2,0.0,0.0,D,6.0,16.0,1.0,6.0,7.0,19.0,1.0,5.0,2.0,2.0,0.0,0.0,2.3,3.5,2.9
B1,22/08/2020,15:15,Waregem,Waasland-Beveren,4,1,1,1.0,0.0,H,23.0,6.0,9.0,2.0,16.0,10.0,7.0,2.0,3.0,1.0,0.0,0.0,1.66,4.0,4.75
B1,22/08/2020,17:30,Mechelen,Cercle Brugge,2,3,0,1.0,0.0,H,21.0,11.0,8.0,4.0,14.0,13.0,6.0,8.0,4.0,2.0,0.0,0.0,1.8,3.75,4.33
B1,22/08/2020,17:30,Oud-Heverlee Leuven,Charleroi,1,3,0,1.0,1.0,D,8.0,11.0,2.0,5.0,10.0,18.0,6.0,5.0,1.0,4.0,0.0,1.0,4.0,3.8,1.72
B1,22/08/2020,19:45,Antwerp,Gent,1,0,1,1.0,0.0,H,6.0,17.0,4.0,5.0,10.0,13.0,3.0,6.0,0.0,0.0,0.0,0.0,2.6,3.4,2.6
B1,23/08/2020,12:30,Standard,Genk,0,0,2,0.0,0.0,D,12.0,10.0,1.0,3.0,18.0,12.0,6.0,5.0,6.0,2.0,1.0,0.0,2.2,3.4,3.2
B1,23/08/2020,15:00,Club Brugge,Beerschot VA,0,1,0,0.0,1.0,A,19.0,6.0,7.0,2.0,16.0,9.0,5.0,1.0,1.0,0.0,0.0,0.0,1.3,5.5,9.0
